Source,Target,Sort,Time
731,2073,3,2008/12/31
731,2091,3,2008/12/31
731,2179,3,2008/12/31
731,2267,3,2008/12/31
731,600079,3,2008/12/31
731,600449,3,2008/12/31
731,600498,3,2008/12/31
731,600529,3,2008/12/31
731,600551,3,2008/12/31
731,600644,3,2008/12/31
731,600849,3,2008/12/31
768,400,3,2008/12/31
768,417,3,2008/12/31
768,652,3,2008/12/31
768,731,3,2008/12/31
768,816,3,2008/12/31
768,826,3,2008/12/31
768,932,3,2008/12/31
768,937,3,2008/12/31
768,950,3,2008/12/31
768,1696,3,2008/12/31
768,2073,3,2008/12/31
768,2091,3,2008/12/31
768,2179,3,2008/12/31
768,2267,3,2008/12/31
768,600079,3,2008/12/31
768,600449,3,2008/12/31
768,600498,3,2008/12/31
768,600529,3,2008/12/31
768,600551,3,2008/12/31
768,600644,3,2008/12/31
768,600849,3,2008/12/31
816,400,3,2008/12/31
816,417,3,2008/12/31
816,652,3,2008/12/31
816,731,3,2008/12/31
816,768,3,2008/12/31
816,826,3,2008/12/31
816,932,3,2008/12/31
816,937,3,2008/12/31
816,950,3,2008/12/31
816,1696,3,2008/12/31
816,2073,3,2008/12/31
816,2091,3,2008/12/31
816,2179,3,2008/12/31
816,2267,3,2008/12/31
816,600079,3,2008/12/31
816,600449,3,2008/12/31
816,600498,3,2008/12/31
816,600529,3,2008/12/31
816,600551,3,2008/12/31
816,600644,3,2008/12/31
816,600849,3,2008/12/31
826,400,3,2008/12/31
826,417,3,2008/12/31
826,652,3,2008/12/31
826,731,3,2008/12/31
826,768,3,2008/12/31
826,816,3,2008/12/31
826,932,3,2008/12/31
826,937,3,2008/12/31
826,950,3,2008/12/31
826,1696,3,2008/12/31
826,2073,3,2008/12/31
826,2091,3,2008/12/31
826,2179,3,2008/12/31
826,2267,3,2008/12/31
826,600079,3,2008/12/31
826,600449,3,2008/12/31
826,600498,3,2008/12/31
826,600529,3,2008/12/31
826,600551,3,2008/12/31
826,600644,3,2008/12/31
826,600849,3,2008/12/31
932,400,3,2008/12/31
932,417,3,2008/12/31
932,652,3,2008/12/31
932,731,3,2008/12/31
932,768,3,2008/12/31
932,816,3,2008/12/31
932,826,3,2008/12/31
932,937,3,2008/12/31
932,950,3,2008/12/31
932,1696,3,2008/12/31
932,2073,3,2008/12/31
932,2091,3,2008/12/31
932,2179,3,2008/12/31
932,2267,3,2008/12/31
932,600079,3,2008/12/31
932,600449,3,2008/12/31
932,600498,3,2008/12/31
932,600529,3,2008/12/31
932,600551,3,2008/12/31
932,600644,3,2008/12/31
932,600849,3,2008/12/31
937,400,3,2008/12/31
937,417,3,2008/12/31
937,652,3,2008/12/31
937,731,3,2008/12/31
937,768,3,2008/12/31
937,816,3,2008/12/31
937,826,3,2008/12/31
937,932,3,2008/12/31
937,950,3,2008/12/31
937,1696,3,2008/12/31
937,2073,3,2008/12/31
937,2091,3,2008/12/31
937,2179,3,2008/12/31
937,2267,3,2008/12/31
937,600079,3,2008/12/31
937,600449,3,2008/12/31
937,600498,3,2008/12/31
937,600529,3,2008/12/31
937,600551,3,2008/12/31
937,600644,3,2008/12/31
937,600849,3,2008/12/31
950,400,3,2008/12/31
950,417,3,2008/12/31
950,652,3,2008/12/31
950,731,3,2008/12/31
950,768,3,2008/12/31
950,816,3,2008/12/31
950,826,3,2008/12/31
950,932,3,2008/12/31
950,937,3,2008/12/31
950,1696,3,2008/12/31
950,2073,3,2008/12/31
950,2091,3,2008/12/31
950,2179,3,2008/12/31
950,2267,3,2008/12/31
950,600079,3,2008/12/31
950,600449,3,2008/12/31
950,600498,3,2008/12/31
950,600529,3,2008/12/31
950,600551,3,2008/12/31
950,600644,3,2008/12/31
950,600849,3,2008/12/31
1696,400,3,2008/12/31
1696,417,3,2008/12/31
1696,652,3,2008/12/31
1696,731,3,2008/12/31
1696,768,3,2008/12/31
1696,816,3,2008/12/31
1696,826,3,2008/12/31
1696,932,3,2008/12/31
1696,937,3,2008/12/31
1696,950,3,2008/12/31
1696,2073,3,2008/12/31
1696,2091,3,2008/12/31
1696,2179,3,2008/12/31
1696,2267,3,2008/12/31
1696,600079,3,2008/12/31
1696,600449,3,2008/12/31
1696,600498,3,2008/12/31
1696,600529,3,2008/12/31
1696,600551,3,2008/12/31
1696,600644,3,2008/12/31
1696,600849,3,2008/12/31
2073,400,3,2008/12/31
2073,417,3,2008/12/31
2073,652,3,2008/12/31
2073,731,3,2008/12/31
2073,768,3,2008/12/31
2073,816,3,2008/12/31
2073,826,3,2008/12/31
2073,932,3,2008/12/31
2073,937,3,2008/12/31
2073,950,3,2008/12/31
2073,1696,3,2008/12/31
2073,2091,3,2008/12/31
2073,2179,3,2008/12/31
2073,2267,3,2008/12/31
2073,600079,3,2008/12/31
2073,600449,3,2008/12/31
2073,600498,3,2008/12/31
2073,600529,3,2008/12/31
2073,600551,3,2008/12/31
2073,600644,3,2008/12/31
2073,600849,3,2008/12/31
2091,400,3,2008/12/31
2091,417,3,2008/12/31
2091,652,3,2008/12/31
2091,731,3,2008/12/31
2091,768,3,2008/12/31
2091,816,3,2008/12/31
2091,826,3,2008/12/31
2091,932,3,2008/12/31
2091,937,3,2008/12/31
2091,950,3,2008/12/31
2091,1696,3,2008/12/31
2091,2073,3,2008/12/31
2091,2179,3,2008/12/31
2091,2267,3,2008/12/31
2091,600079,3,2008/12/31
2091,600449,3,2008/12/31
2091,600498,3,2008/12/31
2091,600529,3,2008/12/31
2091,600551,3,2008/12/31
2091,600644,3,2008/12/31
2091,600849,3,2008/12/31
2179,400,3,2008/12/31
2179,417,3,2008/12/31
2179,652,3,2008/12/31
2179,731,3,2008/12/31
2179,768,3,2008/12/31
2179,816,3,2008/12/31
2179,826,3,2008/12/31
2179,932,3,2008/12/31
2179,937,3,2008/12/31
2179,950,3,2008/12/31
2179,1696,3,2008/12/31
2179,2073,3,2008/12/31
2179,2091,3,2008/12/31
2179,2267,3,2008/12/31
2179,600079,3,2008/12/31
2179,600449,3,2008/12/31
2179,600498,3,2008/12/31
2179,600529,3,2008/12/31
2179,600551,3,2008/12/31
2179,600644,3,2008/12/31
2179,600849,3,2008/12/31
2267,400,3,2008/12/31
2267,417,3,2008/12/31
2267,652,3,2008/12/31
2267,731,3,2008/12/31
2267,768,3,2008/12/31
2267,816,3,2008/12/31
2267,826,3,2008/12/31
2267,932,3,2008/12/31
2267,937,3,2008/12/31
2267,950,3,2008/12/31
2267,1696,3,2008/12/31
2267,2073,3,2008/12/31
2267,2091,3,2008/12/31
2267,2179,3,2008/12/31
2267,600079,3,2008/12/31
2267,600449,3,2008/12/31
2267,600498,3,2008/12/31
2267,600529,3,2008/12/31
2267,600551,3,2008/12/31
2267,600644,3,2008/12/31
2267,600849,3,2008/12/31
600079,400,3,2008/12/31
600079,417,3,2008/12/31
600079,652,3,2008/12/31
600079,731,3,2008/12/31
600079,768,3,2008/12/31
600079,816,3,2008/12/31
600079,826,3,2008/12/31
600079,932,3,2008/12/31
600079,937,3,2008/12/31
600079,950,3,2008/12/31
600079,1696,3,2008/12/31
600079,2073,3,2008/12/31
600079,2091,3,2008/12/31
600079,2179,3,2008/12/31
600079,2267,3,2008/12/31
600079,600449,3,2008/12/31
600079,600498,3,2008/12/31
600079,600529,3,2008/12/31
600079,600551,3,2008/12/31
600079,600644,3,2008/12/31
600079,600849,3,2008/12/31
600449,400,3,2008/12/31
600449,417,3,2008/12/31
600449,652,3,2008/12/31
600449,731,3,2008/12/31
600449,768,3,2008/12/31
600449,816,3,2008/12/31
600449,826,3,2008/12/31
600449,932,3,2008/12/31
600449,937,3,2008/12/31
600449,950,3,2008/12/31
600449,1696,3,2008/12/31
600449,2073,3,2008/12/31
600449,2091,3,2008/12/31
600449,2179,3,2008/12/31
600449,2267,3,2008/12/31
600449,600079,3,2008/12/31
600449,600498,3,2008/12/31
600449,600529,3,2008/12/31
600449,600551,3,2008/12/31
600449,600644,3,2008/12/31
600449,600849,3,2008/12/31
600498,400,3,2008/12/31
600498,417,3,2008/12/31
600498,652,3,2008/12/31
600498,731,3,2008/12/31
600498,768,3,2008/12/31
600498,816,3,2008/12/31
600498,826,3,2008/12/31
600498,932,3,2008/12/31
600498,937,3,2008/12/31
600498,950,3,2008/12/31
600498,1696,3,2008/12/31
600498,2073,3,2008/12/31
600498,2091,3,2008/12/31
600498,2179,3,2008/12/31
600498,2267,3,2008/12/31
600498,600079,3,2008/12/31
600498,600449,3,2008/12/31
600498,600529,3,2008/12/31
600498,600551,3,2008/12/31
600498,600644,3,2008/12/31
600498,600849,3,2008/12/31
600529,400,3,2008/12/31
600529,417,3,2008/12/31
600529,652,3,2008/12/31
600529,731,3,2008/12/31
600529,768,3,2008/12/31
600529,816,3,2008/12/31
600529,826,3,2008/12/31
600529,932,3,2008/12/31
600529,937,3,2008/12/31
600529,950,3,2008/12/31
600529,1696,3,2008/12/31
600529,2073,3,2008/12/31
600529,2091,3,2008/12/31
600529,2179,3,2008/12/31
600529,2267,3,2008/12/31
600529,600079,3,2008/12/31
600529,600449,3,2008/12/31
600529,600498,3,2008/12/31
600529,600551,3,2008/12/31
600529,600644,3,2008/12/31
600529,600849,3,2008/12/31
600551,400,3,2008/12/31
600551,417,3,2008/12/31
600551,652,3,2008/12/31
600551,731,3,2008/12/31
600551,768,3,2008/12/31
600551,816,3,2008/12/31
600551,826,3,2008/12/31
600551,932,3,2008/12/31
600551,937,3,2008/12/31
600551,950,3,2008/12/31
600551,1696,3,2008/12/31
600551,2073,3,2008/12/31
600551,2091,3,2008/12/31
600551,2179,3,2008/12/31
600551,2267,3,2008/12/31
600551,600079,3,2008/12/31
600551,600449,3,2008/12/31
600551,600498,3,2008/12/31
600551,600529,3,2008/12/31
600551,600644,3,2008/12/31
600551,600849,3,2008/12/31
600644,400,3,2008/12/31
600644,417,3,2008/12/31
600644,652,3,2008/12/31
600644,731,3,2008/12/31
600644,768,3,2008/12/31
600644,816,3,2008/12/31
600644,826,3,2008/12/31
600644,932,3,2008/12/31
600644,937,3,2008/12/31
600644,950,3,2008/12/31
600644,1696,3,2008/12/31
600644,2073,3,2008/12/31
600644,2091,3,2008/12/31
600644,2179,3,2008/12/31
600644,2267,3,2008/12/31
600644,600079,3,2008/12/31
600644,600449,3,2008/12/31
600644,600498,3,2008/12/31
600644,600529,3,2008/12/31
600644,600551,3,2008/12/31
600644,600849,3,2008/12/31
600849,400,3,2008/12/31
600849,417,3,2008/12/31
600849,652,3,2008/12/31
600849,731,3,2008/12/31
600849,768,3,2008/12/31
600849,816,3,2008/12/31
600849,826,3,2008/12/31
600849,932,3,2008/12/31
600849,937,3,2008/12/31
600849,950,3,2008/12/31
600849,1696,3,2008/12/31
600849,2073,3,2008/12/31
600849,2091,3,2008/12/31
600849,2179,3,2008/12/31
600849,2267,3,2008/12/31
600849,600079,3,2008/12/31
600849,600449,3,2008/12/31
600849,600498,3,2008/12/31
600849,600529,3,2008/12/31
600849,600551,3,2008/12/31
600849,600644,3,2008/12/31
422,2038,3,2008/12/31
422,600551,3,2008/12/31
2038,422,3,2008/12/31
2038,600551,3,2008/12/31
600551,422,3,2008/12/31
600551,2038,3,2008/12/31
2183,600230,3,2008/12/31
2183,600290,3,2008/12/31
2183,600439,3,2008/12/31
2183,600683,3,2008/12/31
2183,600858,3,2008/12/31
600230,2183,3,2008/12/31
600230,600290,3,2008/12/31
600230,600439,3,2008/12/31
600230,600683,3,2008/12/31
600230,600858,3,2008/12/31
600290,2183,3,2008/12/31
600290,600230,3,2008/12/31
600290,600439,3,2008/12/31
600290,600683,3,2008/12/31
600290,600858,3,2008/12/31
600439,2183,3,2008/12/31
600439,600230,3,2008/12/31
600439,600290,3,2008/12/31
600439,600683,3,2008/12/31
600439,600858,3,2008/12/31
600683,2183,3,2008/12/31
600683,600230,3,2008/12/31
600683,600290,3,2008/12/31
600683,600439,3,2008/12/31
600683,600858,3,2008/12/31
600858,2183,3,2008/12/31
600858,600230,3,2008/12/31
600858,600290,3,2008/12/31
600858,600439,3,2008/12/31
600858,600683,3,2008/12/31
600062,600153,3,2008/12/31
600062,600267,3,2008/12/31
600153,600062,3,2008/12/31
600153,600267,3,2008/12/31
600267,600062,3,2008/12/31
600267,600153,3,2008/12/31
2060,2100,3,2008/12/31
2100,2060,3,2008/12/31
893,939,3,2008/12/31
939,893,3,2008/12/31
600000,600048,3,2008/12/31
600000,600642,3,2008/12/31
600000,600900,3,2008/12/31
600000,601088,3,2008/12/31
600000,601390,3,2008/12/31
600000,601857,3,2008/12/31
600048,600000,3,2008/12/31
600048,600642,3,2008/12/31
600048,600900,3,2008/12/31
600048,601088,3,2008/12/31
600048,601390,3,2008/12/31
600048,601857,3,2008/12/31
600642,600000,3,2008/12/31
600642,600048,3,2008/12/31
600642,600900,3,2008/12/31
600642,601088,3,2008/12/31
600642,601390,3,2008/12/31
600642,601857,3,2008/12/31
600900,600000,3,2008/12/31
600900,600048,3,2008/12/31
600900,600642,3,2008/12/31
600900,601088,3,2008/12/31
600900,601390,3,2008/12/31
600900,601857,3,2008/12/31
601088,600000,3,2008/12/31
601088,600048,3,2008/12/31
601088,600642,3,2008/12/31
601088,600900,3,2008/12/31
601088,601390,3,2008/12/31
601088,601857,3,2008/12/31
601390,600000,3,2008/12/31
601390,600048,3,2008/12/31
601390,600642,3,2008/12/31
601390,600900,3,2008/12/31
601390,601088,3,2008/12/31
601390,601857,3,2008/12/31
601857,600000,3,2008/12/31
601857,600048,3,2008/12/31
601857,600642,3,2008/12/31
601857,600900,3,2008/12/31
601857,601088,3,2008/12/31
601857,601390,3,2008/12/31
2078,600027,3,2008/12/31
2078,600863,3,2008/12/31
600027,2078,3,2008/12/31
600027,600863,3,2008/12/31
600863,2078,3,2008/12/31
600863,600027,3,2008/12/31
2138,600449,3,2008/12/31
2138,600486,3,2008/12/31
2138,600487,3,2008/12/31
2138,600488,3,2008/12/31
2138,600803,3,2008/12/31
2138,600816,3,2008/12/31
2138,601005,3,2008/12/31
600449,2138,3,2008/12/31
600449,600486,3,2008/12/31
600449,600487,3,2008/12/31
600449,600488,3,2008/12/31
600449,600803,3,2008/12/31
600449,600816,3,2008/12/31
600449,601005,3,2008/12/31
600486,2138,3,2008/12/31
600486,600449,3,2008/12/31
600486,600487,3,2008/12/31
600486,600488,3,2008/12/31
600486,600803,3,2008/12/31
600486,600816,3,2008/12/31
600486,601005,3,2008/12/31
600487,2138,3,2008/12/31
600487,600449,3,2008/12/31
600487,600486,3,2008/12/31
600487,600488,3,2008/12/31
600487,600803,3,2008/12/31
600487,600816,3,2008/12/31
600487,601005,3,2008/12/31
600488,2138,3,2008/12/31
600488,600449,3,2008/12/31
600488,600486,3,2008/12/31
600488,600487,3,2008/12/31
600488,600803,3,2008/12/31
600488,600816,3,2008/12/31
600488,601005,3,2008/12/31
600803,2138,3,2008/12/31
600803,600449,3,2008/12/31
600803,600486,3,2008/12/31
600803,600487,3,2008/12/31
600803,600488,3,2008/12/31
600803,600816,3,2008/12/31
600803,601005,3,2008/12/31
600816,2138,3,2008/12/31
600816,600449,3,2008/12/31
600816,600486,3,2008/12/31
600816,600487,3,2008/12/31
600816,600488,3,2008/12/31
600816,600803,3,2008/12/31
600816,601005,3,2008/12/31
601005,2138,3,2008/12/31
601005,600449,3,2008/12/31
601005,600486,3,2008/12/31
601005,600487,3,2008/12/31
601005,600488,3,2008/12/31
601005,600803,3,2008/12/31
601005,600816,3,2008/12/31
417,600050,3,2008/12/31
600050,417,3,2008/12/31
767,2244,3,2008/12/31
2244,767,3,2008/12/31
698,731,3,2008/12/31
698,823,3,2008/12/31
698,2258,3,2008/12/31
698,600475,3,2008/12/31
698,600561,3,2008/12/31
698,600649,3,2008/12/31
731,698,3,2008/12/31
731,823,3,2008/12/31
731,2258,3,2008/12/31
731,600475,3,2008/12/31
731,600561,3,2008/12/31
731,600649,3,2008/12/31
823,698,3,2008/12/31
823,731,3,2008/12/31
823,2258,3,2008/12/31
823,600475,3,2008/12/31
823,600561,3,2008/12/31
823,600649,3,2008/12/31
2258,698,3,2008/12/31
2258,731,3,2008/12/31
2258,823,3,2008/12/31
2258,600475,3,2008/12/31
2258,600561,3,2008/12/31
2258,600649,3,2008/12/31
600475,698,3,2008/12/31
600475,731,3,2008/12/31
600475,823,3,2008/12/31
600475,2258,3,2008/12/31
600475,600561,3,2008/12/31
600475,600649,3,2008/12/31
600561,698,3,2008/12/31
600561,731,3,2008/12/31
600561,823,3,2008/12/31
600561,2258,3,2008/12/31
600561,600475,3,2008/12/31
600561,600649,3,2008/12/31
600649,698,3,2008/12/31
600649,731,3,2008/12/31
600649,823,3,2008/12/31
600649,2258,3,2008/12/31
600649,600475,3,2008/12/31
600649,600561,3,2008/12/31
400,553,3,2008/12/31
400,597,3,2008/12/31
400,619,3,2008/12/31
400,651,3,2008/12/31
400,755,3,2008/12/31
400,848,3,2008/12/31
400,2109,3,2008/12/31
400,2269,3,2008/12/31
400,600001,3,2008/12/31
400,600066,3,2008/12/31
400,600170,3,2008/12/31
400,600261,3,2008/12/31
400,600268,3,2008/12/31
400,600361,3,2008/12/31
400,600383,3,2008/12/31
400,600425,3,2008/12/31
400,600498,3,2008/12/31
400,600525,3,2008/12/31
400,600580,3,2008/12/31
400,600607,3,2008/12/31
400,600641,3,2008/12/31
400,600675,3,2008/12/31
400,600686,3,2008/12/31
400,600717,3,2008/12/31
400,600829,3,2008/12/31
400,601186,3,2008/12/31
553,400,3,2008/12/31
553,597,3,2008/12/31
553,619,3,2008/12/31
553,651,3,2008/12/31
553,755,3,2008/12/31
553,848,3,2008/12/31
553,2109,3,2008/12/31
553,2269,3,2008/12/31
553,600001,3,2008/12/31
553,600066,3,2008/12/31
553,600170,3,2008/12/31
553,600261,3,2008/12/31
553,600268,3,2008/12/31
553,600361,3,2008/12/31
553,600383,3,2008/12/31
553,600425,3,2008/12/31
553,600498,3,2008/12/31
553,600525,3,2008/12/31
553,600580,3,2008/12/31
553,600607,3,2008/12/31
553,600641,3,2008/12/31
553,600675,3,2008/12/31
553,600686,3,2008/12/31
553,600717,3,2008/12/31
553,600829,3,2008/12/31
553,601186,3,2008/12/31
597,400,3,2008/12/31
597,553,3,2008/12/31
597,619,3,2008/12/31
597,651,3,2008/12/31
597,755,3,2008/12/31
597,848,3,2008/12/31
597,2109,3,2008/12/31
597,2269,3,2008/12/31
597,600001,3,2008/12/31
597,600066,3,2008/12/31
597,600170,3,2008/12/31
597,600261,3,2008/12/31
597,600268,3,2008/12/31
597,600361,3,2008/12/31
597,600383,3,2008/12/31
597,600425,3,2008/12/31
597,600498,3,2008/12/31
597,600525,3,2008/12/31
597,600580,3,2008/12/31
597,600607,3,2008/12/31
597,600641,3,2008/12/31
597,600675,3,2008/12/31
597,600686,3,2008/12/31
597,600717,3,2008/12/31
597,600829,3,2008/12/31
597,601186,3,2008/12/31
619,400,3,2008/12/31
619,553,3,2008/12/31
619,597,3,2008/12/31
619,651,3,2008/12/31
619,755,3,2008/12/31
619,848,3,2008/12/31
619,2109,3,2008/12/31
619,2269,3,2008/12/31
619,600001,3,2008/12/31
619,600066,3,2008/12/31
619,600170,3,2008/12/31
619,600261,3,2008/12/31
619,600268,3,2008/12/31
619,600361,3,2008/12/31
619,600383,3,2008/12/31
619,600425,3,2008/12/31
619,600498,3,2008/12/31
619,600525,3,2008/12/31
619,600580,3,2008/12/31
619,600607,3,2008/12/31
619,600641,3,2008/12/31
619,600675,3,2008/12/31
619,600686,3,2008/12/31
619,600717,3,2008/12/31
619,600829,3,2008/12/31
619,601186,3,2008/12/31
651,400,3,2008/12/31
651,553,3,2008/12/31
651,597,3,2008/12/31
651,619,3,2008/12/31
651,755,3,2008/12/31
651,848,3,2008/12/31
651,2109,3,2008/12/31
651,2269,3,2008/12/31
651,600001,3,2008/12/31
651,600066,3,2008/12/31
651,600170,3,2008/12/31
651,600261,3,2008/12/31
651,600268,3,2008/12/31
651,600361,3,2008/12/31
651,600383,3,2008/12/31
651,600425,3,2008/12/31
651,600498,3,2008/12/31
651,600525,3,2008/12/31
651,600580,3,2008/12/31
651,600607,3,2008/12/31
651,600641,3,2008/12/31
651,600675,3,2008/12/31
651,600686,3,2008/12/31
651,600717,3,2008/12/31
651,600829,3,2008/12/31
651,601186,3,2008/12/31
755,400,3,2008/12/31
755,553,3,2008/12/31
755,597,3,2008/12/31
755,619,3,2008/12/31
755,651,3,2008/12/31
755,848,3,2008/12/31
755,2109,3,2008/12/31
755,2269,3,2008/12/31
755,600001,3,2008/12/31
755,600066,3,2008/12/31
755,600170,3,2008/12/31
755,600261,3,2008/12/31
755,600268,3,2008/12/31
755,600361,3,2008/12/31
755,600383,3,2008/12/31
755,600425,3,2008/12/31
755,600498,3,2008/12/31
755,600525,3,2008/12/31
755,600580,3,2008/12/31
755,600607,3,2008/12/31
755,600641,3,2008/12/31
755,600675,3,2008/12/31
755,600686,3,2008/12/31
755,600717,3,2008/12/31
755,600829,3,2008/12/31
755,601186,3,2008/12/31
848,400,3,2008/12/31
848,553,3,2008/12/31
848,597,3,2008/12/31
848,619,3,2008/12/31
848,651,3,2008/12/31
848,755,3,2008/12/31
848,2109,3,2008/12/31
848,2269,3,2008/12/31
848,600001,3,2008/12/31
848,600066,3,2008/12/31
848,600170,3,2008/12/31
848,600261,3,2008/12/31
848,600268,3,2008/12/31
848,600361,3,2008/12/31
848,600383,3,2008/12/31
848,600425,3,2008/12/31
848,600498,3,2008/12/31
848,600525,3,2008/12/31
848,600580,3,2008/12/31
848,600607,3,2008/12/31
848,600641,3,2008/12/31
848,600675,3,2008/12/31
848,600686,3,2008/12/31
848,600717,3,2008/12/31
848,600829,3,2008/12/31
848,601186,3,2008/12/31
2109,400,3,2008/12/31
2109,553,3,2008/12/31
2109,597,3,2008/12/31
2109,619,3,2008/12/31
2109,651,3,2008/12/31
2109,755,3,2008/12/31
2109,848,3,2008/12/31
2109,2269,3,2008/12/31
2109,600001,3,2008/12/31
2109,600066,3,2008/12/31
2109,600170,3,2008/12/31
2109,600261,3,2008/12/31
2109,600268,3,2008/12/31
2109,600361,3,2008/12/31
2109,600383,3,2008/12/31
2109,600425,3,2008/12/31
2109,600498,3,2008/12/31
2109,600525,3,2008/12/31
2109,600580,3,2008/12/31
2109,600607,3,2008/12/31
2109,600641,3,2008/12/31
2109,600675,3,2008/12/31
2109,600686,3,2008/12/31
2109,600717,3,2008/12/31
2109,600829,3,2008/12/31
2109,601186,3,2008/12/31
2269,400,3,2008/12/31
2269,553,3,2008/12/31
2269,597,3,2008/12/31
2269,619,3,2008/12/31
2269,651,3,2008/12/31
2269,755,3,2008/12/31
2269,848,3,2008/12/31
2269,2109,3,2008/12/31
2269,600001,3,2008/12/31
2269,600066,3,2008/12/31
2269,600170,3,2008/12/31
2269,600261,3,2008/12/31
2269,600268,3,2008/12/31
2269,600361,3,2008/12/31
2269,600383,3,2008/12/31
2269,600425,3,2008/12/31
2269,600498,3,2008/12/31
2269,600525,3,2008/12/31
2269,600580,3,2008/12/31
2269,600607,3,2008/12/31
2269,600641,3,2008/12/31
2269,600675,3,2008/12/31
2269,600686,3,2008/12/31
2269,600717,3,2008/12/31
2269,600829,3,2008/12/31
2269,601186,3,2008/12/31
600001,400,3,2008/12/31
600001,553,3,2008/12/31
600001,597,3,2008/12/31
600001,619,3,2008/12/31
600001,651,3,2008/12/31
600001,755,3,2008/12/31
600001,848,3,2008/12/31
600001,2109,3,2008/12/31
600001,2269,3,2008/12/31
600001,600066,3,2008/12/31
600001,600170,3,2008/12/31
600001,600261,3,2008/12/31
600001,600268,3,2008/12/31
600001,600361,3,2008/12/31
600001,600383,3,2008/12/31
600001,600425,3,2008/12/31
600001,600498,3,2008/12/31
600001,600525,3,2008/12/31
600001,600580,3,2008/12/31
600001,600607,3,2008/12/31
600001,600641,3,2008/12/31
600001,600675,3,2008/12/31
600001,600686,3,2008/12/31
600001,600717,3,2008/12/31
600001,600829,3,2008/12/31
600001,601186,3,2008/12/31
600066,400,3,2008/12/31
600066,553,3,2008/12/31
600066,597,3,2008/12/31
600066,619,3,2008/12/31
600066,651,3,2008/12/31
600066,755,3,2008/12/31
600066,848,3,2008/12/31
600066,2109,3,2008/12/31
600066,2269,3,2008/12/31
600066,600001,3,2008/12/31
600066,600170,3,2008/12/31
600066,600261,3,2008/12/31
600066,600268,3,2008/12/31
600066,600361,3,2008/12/31
600066,600383,3,2008/12/31
600066,600425,3,2008/12/31
600066,600498,3,2008/12/31
600066,600525,3,2008/12/31
600066,600580,3,2008/12/31
600066,600607,3,2008/12/31
600066,600641,3,2008/12/31
600066,600675,3,2008/12/31
600066,600686,3,2008/12/31
600066,600717,3,2008/12/31
600066,600829,3,2008/12/31
600066,601186,3,2008/12/31
600170,400,3,2008/12/31
600170,553,3,2008/12/31
600170,597,3,2008/12/31
600170,619,3,2008/12/31
600170,651,3,2008/12/31
600170,755,3,2008/12/31
600170,848,3,2008/12/31
600170,2109,3,2008/12/31
600170,2269,3,2008/12/31
600170,600001,3,2008/12/31
600170,600066,3,2008/12/31
600170,600261,3,2008/12/31
600170,600268,3,2008/12/31
600170,600361,3,2008/12/31
600170,600383,3,2008/12/31
600170,600425,3,2008/12/31
600170,600498,3,2008/12/31
600170,600525,3,2008/12/31
600170,600580,3,2008/12/31
600170,600607,3,2008/12/31
600170,600641,3,2008/12/31
600170,600675,3,2008/12/31
600170,600686,3,2008/12/31
600170,600717,3,2008/12/31
600170,600829,3,2008/12/31
600170,601186,3,2008/12/31
600261,400,3,2008/12/31
600261,553,3,2008/12/31
600261,597,3,2008/12/31
600261,619,3,2008/12/31
600261,651,3,2008/12/31
600261,755,3,2008/12/31
600261,848,3,2008/12/31
600261,2109,3,2008/12/31
600261,2269,3,2008/12/31
600261,600001,3,2008/12/31
600261,600066,3,2008/12/31
600261,600170,3,2008/12/31
600261,600268,3,2008/12/31
600261,600361,3,2008/12/31
600261,600383,3,2008/12/31
600261,600425,3,2008/12/31
600261,600498,3,2008/12/31
600261,600525,3,2008/12/31
600261,600580,3,2008/12/31
600261,600607,3,2008/12/31
600261,600641,3,2008/12/31
600261,600675,3,2008/12/31
600261,600686,3,2008/12/31
600261,600717,3,2008/12/31
600261,600829,3,2008/12/31
600261,601186,3,2008/12/31
600268,400,3,2008/12/31
600268,553,3,2008/12/31
600268,597,3,2008/12/31
600268,619,3,2008/12/31
600268,651,3,2008/12/31
600268,755,3,2008/12/31
600268,848,3,2008/12/31
600268,2109,3,2008/12/31
600268,2269,3,2008/12/31
600268,600001,3,2008/12/31
600268,600066,3,2008/12/31
600268,600170,3,2008/12/31
600268,600261,3,2008/12/31
600268,600361,3,2008/12/31
600268,600383,3,2008/12/31
600268,600425,3,2008/12/31
600268,600498,3,2008/12/31
600268,600525,3,2008/12/31
600268,600580,3,2008/12/31
600268,600607,3,2008/12/31
600268,600641,3,2008/12/31
600268,600675,3,2008/12/31
600268,600686,3,2008/12/31
600268,600717,3,2008/12/31
600268,600829,3,2008/12/31
600268,601186,3,2008/12/31
600361,400,3,2008/12/31
600361,553,3,2008/12/31
600361,597,3,2008/12/31
600361,619,3,2008/12/31
600361,651,3,2008/12/31
600361,755,3,2008/12/31
600361,848,3,2008/12/31
600361,2109,3,2008/12/31
600361,2269,3,2008/12/31
600361,600001,3,2008/12/31
600361,600066,3,2008/12/31
600361,600170,3,2008/12/31
600361,600261,3,2008/12/31
600361,600268,3,2008/12/31
600361,600383,3,2008/12/31
600361,600425,3,2008/12/31
600361,600498,3,2008/12/31
600361,600525,3,2008/12/31
600361,600580,3,2008/12/31
600361,600607,3,2008/12/31
600361,600641,3,2008/12/31
600361,600675,3,2008/12/31
600361,600686,3,2008/12/31
600361,600717,3,2008/12/31
600361,600829,3,2008/12/31
600361,601186,3,2008/12/31
