Stkcd,Accper,Typrep,net_profit,A003100000,net_property,group,Msmvttl,Mretwd,Mnvaltrd
2374,03/31/2015,A,15280851.2,1881273907.6,1909032622.4,1,7256766.24,0.3666666667,2671201661.7
2374,06/30/2015,A,51902848.45,1917370640.6,1945387927.7,2,6373295.6067,-0.23,4989782558.3
2374,09/30/2015,A,71127433.6,1936063358.7,1964612512.9,3,4817332.4033,0.11,3296633079
2375,03/31/2015,A,207809798.7,6665498221.4,6967889906.4,1,30615465.943,0.19,12346009330
2375,06/30/2015,A,500844866.3,6841280135.2,7141948299.1,2,28506783.22,-0.163333333,11900220459
2375,09/30/2015,A,611303017.2,6950950311.7,7253790450,3,18836511.583,0.0333333333,10058928828
2376,03/31/2015,A,30174871.7,1844098699.3,2029419726.5,1,10440000,0.3,6724156563.7
2376,06/30/2015,A,76197808.78,1823351313.3,1978521574.4,2,8660000,-0.183333333,11346367497
2376,09/30/2015,A,138777637,1871207397.2,2041563907.9,3,8522000,0.1133333333,4875345819.3
2377,03/31/2015,A,-7010324.25,740566424.81,878249385.16,1,4507000.1333,0.1466666667,3684237261.3
2377,06/30/2015,A,8081040.43,755135878.71,894859436.09,2,4360953.4667,-0.15,2992023654.3
2377,09/30/2015,A,12242860.02,758138717.06,896713617.21,3,3436478.0667,0.11,3015187320.3
2378,03/31/2015,A,-9374951.91,2056004891.1,2056004891.1,1,15097815.347,0.2266666667,4631757299
2378,06/30/2015,A,-28301694.59,2037055177.8,2037055177.8,2,12747349.5,-0.223333333,4367986009.3
2378,09/30/2015,A,-79500864.75,1985286963.7,1985286963.7,3,9130774.2667,0.07,4381460467
2379,03/31/2015,A,-38243522.86,1272271301.7,1272271301.7,1,6132768,0.2333333333,6480711284
2379,06/30/2015,A,-64750475.94,1245935752.4,1245935752.4,2,4650528,-0.265,6895181225
2379,09/30/2015,A,7297635.58,1317690798.1,1317690798.1,3,3881616,-0.015,1587486561.5
2380,03/31/2015,A,3335144.82,932448705.95,939520750.45,1,5814680,0.44,3104584169.3
2380,06/30/2015,A,24756992.03,954138840.91,959930097.66,2,5136720,-0.233333333,2709747818.3
2380,09/30/2015,A,39593456.86,968670256.63,974766562.49,3,5829300,0.2166666667,3428301946.3
2381,03/31/2015,A,22732716.87,1183470050.5,1215440208.9,1,5355480,0.2366666667,4287888856.7
2381,06/30/2015,A,51324510.49,1142304365.7,1173901119.3,2,4318470,-0.2,3485006029.3
2381,09/30/2015,A,85555168.94,1176758481.5,1208131777.7,3,4811040,0.2066666667,5010303843.7
2382,03/31/2015,A,40414177.89,1087287278.9,1090157272.8,1,6912536,0.1633333333,4414148659.3
2382,06/30/2015,A,80893346.52,1083042690.8,1085005333.9,2,5697136,-0.166666667,5428311156
2382,09/30/2015,A,138697346.4,1146111831.1,1147654817.4,3,6133032,0.1566666667,3762689765.3
2383,03/31/2015,A,-14152452.16,1413139547.1,1451016808.2,1,8324490.1533,0.1766666667,5021127694.9
2383,06/30/2015,A,3347448.29,1729382301.8,1771361751.9,2,7120276.8267,-0.093333333,5221126611
2383,09/30/2015,A,9379099.72,1737130660.6,1781214158,3,6832834.7033,0.09,5931518419.7
2384,03/31/2015,A,11462858.49,1512445149.3,1521567289.7,1,16137916.967,0.2666666667,5126679754.3
2384,06/30/2015,A,54553716.84,2707409321.4,2727331527.3,2,18782405.335,-0.075,4055054059.4
2384,09/30/2015,A,61376657.54,2707826362.5,2735504211.2,3,,,
2385,03/31/2015,A,103334419.8,5988075313,6444114110.5,1,41879870.23,0.1566666667,31788667452
2385,06/30/2015,A,196707746.4,5925626717.5,6459736343.8,2,33208084.22,-0.126666667,20993380526
2385,09/30/2015,A,362973908.6,6111215273.1,6713609729.5,3,29624102.79,0.02,7969896337.7
2386,03/31/2015,A,-64441665.96,3936362668.8,4316950931.6,1,5952362.4733,0.1166666667,3524543266.3
2386,06/30/2015,A,-98829365.2,3910855728.1,4282740228.8,2,4703997.5767,-0.156666667,5211315996.3
2386,09/30/2015,A,-140622080.6,3874599702.6,4238482330.2,3,4227104.9133,0.0533333333,1981804335.3
2387,03/31/2015,A,-18523098.15,1353443342.7,1353443342.7,1,8199891.8667,0.2933333333,7669626111.3
2387,06/30/2015,A,-74988857.44,1293847853.6,1293847853.6,2,5646032.4133,-0.246666667,5159889410
2387,09/30/2015,A,-159204364.4,1209632346.7,1209632346.7,3,6079499.98,0.305,6238226690
2388,03/31/2015,A,459153.95,565281203.12,576535511.21,1,4725270,0.1933333333,2361197520.3
2388,06/30/2015,A,1668364.04,564274010.55,575650993.41,2,2973024,-0.48,2691066926
2388,09/30/2015,A,5819788.06,568328527.68,579895971.29,3,3561768,0.1966666667,4393241166
2389,03/31/2015,A,22595738.14,2144167600.2,2193779652.7,1,10195083.247,0.23,7973891668.3
2389,06/30/2015,A,50587257.58,2156991131.4,2209537174.2,2,8776569.48,-0.173333333,11024972738
2389,09/30/2015,A,79613356.67,3306980038.4,3363404806.8,3,12535874.82,0.1766666667,9822595872.3
2390,03/31/2015,A,34152044.43,2429968579,2492054533.5,1,22071296,0.5,7904903504.1
2390,06/30/2015,A,84259375.45,2448902856.2,2582905028.9,2,18504306.32,-0.19,10459067423
2390,09/30/2015,A,134974520,2498474246.2,2633620173.4,3,15622522.307,0.0633333333,5075619634.3
2391,03/31/2015,A,46631478.47,2563374379.7,2579295271.9,1,7673595.9433,0.14,5115230626.7
2391,06/30/2015,A,130600696.9,2798701507,2814345970.3,2,6080509.62,-0.19,4315446932.7
2391,09/30/2015,A,183646943.3,2854101342.7,2869369548.9,3,5406723.0267,0.0766666667,2796129182
2392,03/31/2015,A,50192913.28,2981736136.3,2984241141.5,1,10880922.063,0.16,7371437056
2392,06/30/2015,A,97239940.05,2998844456.3,3001487656.3,2,9248883.63,-0.113333333,9358818212
2392,09/30/2015,A,144281534.4,3045794132.5,3048593797.2,3,9336777.99,0.08,5586033812
2393,03/31/2015,A,46915718.33,2956772467.6,2956830074.1,1,7832184.62,0.1266666667,3784800173
2393,06/30/2015,A,106476251.1,2959771137.1,2959829559.3,2,7166832.0867,-0.12,5454891922
2393,09/30/2015,A,119269621.1,2972405796.9,2972470242.7,3,7530525.7033,0.19,3579612703.7
2394,03/31/2015,A,46094512.89,2659463064.9,2759928185.5,1,5944211,0.2033333333,4321291203.7
2394,06/30/2015,A,119192710.7,2677502131.8,2780269584.6,2,4550143,-0.163333333,5077006583.3
2394,09/30/2015,A,179762322,2532891223.1,2580811571.4,3,4324632,0.0933333333,1917327510
2395,03/31/2015,A,-1440373.54,791122687.74,866766775.96,1,3626185.68,0.2233333333,2671891526.7
2395,06/30/2015,A,5634001.39,788310867.13,864900850.89,2,2984868.16,-0.033333333,2257133658.1
2395,09/30/2015,A,21011067.46,798519009.54,880277916.96,3,3461088.14,0.1366666667,3498549076.7
2396,03/31/2015,A,-14279891.97,2135194794.5,2376155692.7,1,16721572.9,0.2033333333,10945098361
2396,06/30/2015,A,39563965.05,2132082056.9,2514642679.8,2,12240446.227,-0.22,11461577617
2396,09/30/2015,A,245376318.6,2471443950.1,3039939433.9,3,10545015.717,0.09,7067710152.7
2397,03/31/2015,A,31954880.03,1317576464.5,1315835339.9,1,7536809.2233,0.6166666667,4428649627.3
2397,06/30/2015,A,56355526.29,1287927707.2,1286132911.2,2,6827097.21,-0.223333333,5226314847.3
2397,09/30/2015,A,61684760.48,1298147777.9,1296353040.6,3,5973149.7267,0.0733333333,2745272003
2398,03/31/2015,A,48190293.3,1869084131.7,1910441119.7,1,6636346.08,0.21,5310889997.7
2398,06/30/2015,A,110871404,1904572314.6,1946858230.4,2,6417085.48,-0.136666667,3729134045.3
2398,09/30/2015,A,163757796.1,1956633740.6,1999744622.5,3,5151261.96,0.0866666667,3177356948
2399,03/31/2015,A,184934408.4,8525608303.9,8608004077.4,1,30735682,0.15,7345754754.7
2399,06/30/2015,A,272260035.8,8387278098.3,8468334883.8,2,24290071,-0.205,6020805767
2399,09/30/2015,A,411769016.9,8297079507.5,8374748685.4,3,22008167.333,0.0433333333,3944460986.4
2400,03/31/2015,A,67770837.86,2176078898.8,2366543403.9,1,24944105.96,0.1566666667,14361025792
2400,06/30/2015,A,203521436.9,2239059839.1,2442286443.3,2,21785631.665,-0.13,9077900014
2400,09/30/2015,A,378291464.6,2370136290.1,2576818782,3,19101632.193,0.0166666667,6912440265
2401,03/31/2015,A,17049775.35,685630539.56,690169722.52,1,7821570.4,0.16,7248830264.3
2401,06/30/2015,A,32358654.22,684859136.62,690321601.39,2,6105232,-0.143333333,4393912624.7
2401,09/30/2015,A,50437645.98,702224859.8,708400593.15,3,,,
2402,03/31/2015,A,11872975.91,946943154.92,954143958.13,1,8233131.6633,0.52,5406887247.3
2402,06/30/2015,A,34641020.46,956201662.59,959303221.58,2,6851808.0433,-0.263333333,5661478167
2402,09/30/2015,A,58006897.28,979864558.18,984757165.07,3,6176371.2467,0.18,3498591123.7
2403,03/31/2015,A,32689340.51,1694491748,1694491748,1,4666400,0.23,3242601214.7
2403,06/30/2015,A,57852394.64,1659654802.2,1659654802.2,2,4688000,-0.136666667,3778557103.7
2403,09/30/2015,A,74268615.92,1628071023.4,1628071023.4,3,3874000,0.0766666667,2095611974
2404,03/31/2015,A,11624536.07,1264315891.9,1343076854.8,1,5751447,0.1833333333,6543391874
2404,06/30/2015,A,39438729.41,1244300625.6,1313950597.1,2,5249887.5,-0.18,5023687269.3
2404,09/30/2015,A,62292235.86,1259104989.8,1330786272.2,3,4319659.5,0.14,4263202347
2405,03/31/2015,A,30621564.57,2486003755.2,2692497860.1,1,34199457.31,0.4,22401710236
2405,06/30/2015,A,69505495.76,2491712672.2,2697297654.7,2,24470996.92,-0.276666667,23938086957
2405,09/30/2015,A,93030876.68,2714082936.2,2922535505.7,3,23655515.04,0.1733333333,20705797418
2406,03/31/2015,A,28355193.39,2175210145.9,2175495295.4,1,6206530,0.3833333333,5841023556.3
2406,06/30/2015,A,63809435.45,2154538482.9,2154849537.4,2,5439830,-0.193333333,7070602533
2406,09/30/2015,A,78178899.25,2168879781.5,2169219001.2,3,4699310,0.07,3511696850
2407,03/31/2015,A,6420234.49,1445193556.8,1660179950.5,1,7955606.9333,0.2566666667,7786082587.3
2407,06/30/2015,A,1900725.26,1439812918.2,1648411841.3,2,5982156,-0.17,12751391895
2407,09/30/2015,A,24657498.55,1466658140.3,1699555342,3,11718159.023,0.3233333333,27621656886
2408,03/31/2015,A,65954432.92,3731704603.6,3784823170.4,1,13181639.44,0.1333333333,5234973229.3
2408,06/30/2015,A,128386133.9,4840557282.5,4892418862,2,10797259.887,-0.186666667,7720526033.3
2408,09/30/2015,A,168137926.3,5527643272,5582221204.7,3,9569991.7,0.03,3869981675
2409,03/31/2015,A,18267230.26,1291257724.9,1291257724.9,1,4347050.4,0.1366666667,1733162674
2409,06/30/2015,A,38708927.06,1295861984.6,1295861984.6,2,4296045.6,-0.14,1525324163.7
2409,09/30/2015,A,66728775.89,1326894588.7,1326894588.7,3,,,
2410,03/31/2015,A,72793746.77,2852843438.1,2866094842.7,1,31992307.847,0.1866666667,14197583285
2410,06/30/2015,A,59493118.07,2564430184.8,2576409328.6,2,27369051.375,-0.1,13081890846
2410,09/30/2015,A,123903951.5,2633173960.9,2646300690.6,3,18565744.19,-0.033333333,11597042137
2411,03/31/2015,A,5322345.86,861998281.13,894822981.6,1,7706137.5,0.63,6891795224
2411,06/30/2015,A,13234792.8,848072070.35,885320428.54,2,4816989,-0.246666667,6120911272.3
2411,09/30/2015,A,-9250824.31,823046784.16,862834811.43,3,4832082,0.15,5305061637.3
2412,03/31/2015,A,29119062.46,1148153380.3,1182305409.1,1,7589440,0.2466666667,3397925364.3
2412,06/30/2015,A,55068337.89,1173517544.7,1208254684.5,2,7296400,-0.145,4119775840.5
2412,09/30/2015,A,70448368.17,1188470402.8,1223634714.8,3,,,
2413,03/31/2015,A,10517926.04,1218218063.1,1218218063.1,1,9399180,0.3,2868362405.7
2413,06/30/2015,A,31786035.72,2016141427.7,2016141427.7,2,16511128.91,-0.02,5474229760
2413,09/30/2015,A,53494341.39,2037947889.6,2037947889.6,3,17330019.96,0.05,5432591223
2414,03/31/2015,A,-8918239.57,2426840426,2426840426,1,20392000,0.1833333333,7819886853
2414,06/30/2015,A,36546480.51,2460367892.3,2460367892.3,2,,,
2414,09/30/2015,A,39548764.27,2463507506.6,2463507506.6,3,16046000,-0.036666667,6858196348.3
2415,03/31/2015,A,1046539308,15921133196,15956580864,1,147587273.53,0.17,37314518657
2415,06/30/2015,A,2218090242,15495027679,15539405640,2,157047996.2,-0.145,38419530112
2415,09/30/2015,A,3782900375,17090683690,17136143430,3,136718718.2,0.0133333333,16703430293
2416,03/31/2015,A,52546873.74,4386430491.7,4412290283.6,1,19514367.683,0.16,5177858880.9
2416,06/30/2015,A,78014064.67,4413154251,4423540801.9,2,12182142.52,-0.33,2226934698.5
2416,09/30/2015,A,105108804,4440885237.7,4448217903.7,3,13254626.16,0.3466666667,5806662138.3
2417,03/31/2015,A,-44411632.47,372811471.64,373441068.46,1,,,
2417,06/30/2015,A,-65902087.13,352011003.98,352512870.33,2,3586950,0.13,2429060159.9
2417,09/30/2015,A,16766353.04,434759927.76,435181310.5,3,4448700,0.1866666667,2488125392.7
2418,03/31/2015,A,2291199.67,2109074749.8,2113713089.3,1,10426537.333,0.2733333333,3410648696.7
2418,06/30/2015,A,16001944.16,2123121511.7,2127423833.7,2,11341272,-0.125,4166594014.5
2418,09/30/2015,A,67679774.87,1894140373.3,1898650279.7,3,,,
2419,03/31/2015,A,158547376.4,4727988792.3,4726580693.7,1,13871673.38,0.1566666667,3406235005.3
2419,06/30/2015,A,209872079.3,4513312357.1,4511669974.3,2,11336166.667,-0.156666667,4681327721.7
2419,09/30/2015,A,227026620.5,4530750119.9,4528819935.5,3,9466366,0.0333333333,1950122941.6
2420,03/31/2015,A,6083991.68,1603109829.2,1629538387.3,1,4182430,0.1733333333,2819004120.3
2420,06/30/2015,A,11414479.2,1608501003.8,1624475298,2,3641080,-0.153333333,3932635005.7
2420,09/30/2015,A,19068074.15,1616557198.9,1632475673,3,3425876.6667,0.0966666667,1582536122.1
2421,03/31/2015,A,21380073.78,1704969479.5,1863531908.5,1,18646848,1.41,15292061488
2421,06/30/2015,A,49452908.11,1734991911.4,1867697652.2,2,9534448,-0.26,8544902823.3
2421,09/30/2015,A,103598266.1,1792250608.7,1925758377.2,3,9536366.4,0.1433333333,6066223942.7
2422,03/31/2015,A,203199297,10936296449,11164835655,1,29712000,0.08,9023933410
2422,06/30/2015,A,405198654,11078818814,11242568699,2,27086400,-0.093333333,12031127298
2422,09/30/2015,A,494959091,10918379803,11051170014,3,23620800,0.0333333333,4911408599.3
2423,03/31/2015,A,-12139425.57,2023785501.2,2023785501.2,1,8443468.0033,0.17,3914095898.7
2423,06/30/2015,A,-24077496.91,2012339259.2,2012339259.2,2,6550561.8567,-0.19,3694047091.7
2423,09/30/2015,A,-64024861.59,1972686845.3,1972686845.3,3,7100493.8467,0.1533333333,4718401544
2424,03/31/2015,A,95495980.93,2416527192,2443403268.2,1,32441920,0.3233333333,5720264965.3
2424,06/30/2015,A,182065910.7,2407419676.1,2435893197.9,2,28187936,-0.166666667,13922555638
2424,09/30/2015,A,235433310.4,2459506434,2489260597.6,3,33155360,0.1633333333,14977660847
2425,03/31/2015,A,5699672.19,1913106988.4,2077668513,1,8429752.44,0.265,3814124409
2425,06/30/2015,A,-1278502.77,1914471380.1,2078137318.3,2,,,
2425,09/30/2015,A,6700302.45,1932182512.2,2087333050.8,3,9262291.9767,0.1266666667,5460736472.3
2426,03/31/2015,A,46841570.96,3034574107.2,3083440957.2,1,16002031.637,0.25,5081872550.3
2426,06/30/2015,A,101540622.3,3016014764.5,3113839019.8,2,18377204.88,-0.063333333,9179040778.7
2426,09/30/2015,A,197188168.4,4955331746.9,5060005324,3,24336272.96,0.15,6691367456.6
2427,03/31/2015,A,28019426.67,1101200854.3,1139807890.6,1,5910751.3633,0.4966666667,2682869004
2427,06/30/2015,A,68127144.43,2078841064.4,2118716085.4,2,6207219.2933,-0.26,4307349376.3
2427,09/30/2015,A,100120023,2108798021.1,2150709899,3,6803135.9233,0.1733333333,5441328768.3
2428,03/31/2015,A,29156892.39,1577008919.9,1654457058.4,1,13765592.533,0.14,12254228829
2428,06/30/2015,A,56930308.33,1585046357,1662845859,2,10928874.667,-0.19,15276002990
2428,09/30/2015,A,70333365.48,1602954454.5,1681582212.2,3,8878077.8667,0.1466666667,8229572712.3
2429,03/31/2015,A,116965130.2,4604982824.1,4604982824.1,1,19908206.063,0.1733333333,8756335998.3
2429,06/30/2015,A,269200329.6,4713662676.4,4722712044.8,2,16952253.783,-0.136666667,4709000635
2429,09/30/2015,A,431074170.2,4896281353.8,4904551913.8,3,18303094.793,0.11,7393883532
2430,03/31/2015,A,33681018.44,3577042759.6,3985282898.6,1,10688321.6,0.1933333333,3600326509
2430,06/30/2015,A,69645945.02,3594473305.2,4003192495.4,2,8891685.44,-0.193333333,4904845622.7
2430,09/30/2015,A,108669983.3,3633090803.6,4028892867,3,7644021.44,0.1,2075927449
2431,03/31/2015,A,-30687097.91,4307850381.8,4420230188.5,1,16181192.587,0.1833333333,6091513959.7
2431,06/30/2015,A,138585881.7,4472960772.1,4589680130.7,2,12626139.907,-0.223333333,8337664495.7
2431,09/30/2015,A,51452852.92,4411323012.9,4530894355.8,3,13527613.62,0.46,1223997623
2432,03/31/2015,A,-16867877.16,735747113.16,735747113.16,1,12710000,0.0433333333,11096816820
2432,06/30/2015,A,-39960327.47,712362439.56,712362439.56,2,8060000,-0.22,9668366480.7
2432,09/30/2015,A,-66419138.74,692407693.45,692407693.45,3,8832520,0.3533333333,17213132921
2433,03/31/2015,A,35937079.98,3753323490.1,3825815183.6,1,12626876.47,0.1033333333,7331032748
2433,06/30/2015,A,77067658.47,3793381980.3,3866945762.1,2,9843780.16,-0.146666667,6472843517.7
2433,09/30/2015,A,177825326.6,3889889974.4,4027703430.2,3,9751736.94,0.1066666667,9008242509.3
2434,03/31/2015,A,55933611.14,2226629678.2,2314804974.6,1,8915366.6667,0.23,2780539933.7
2434,06/30/2015,A,128596759.8,2229318875.7,2315318123.2,2,7933900,-0.16,3308901680
2434,09/30/2015,A,170674541.9,2270543081,2357395905.3,3,8914800,0.2266666667,2634349282.3
2435,03/31/2015,A,5421780.45,862598505.43,862598505.43,1,3513180,0.27,2526834827.7
2435,06/30/2015,A,17668609.39,855045334.37,855045334.37,2,2530440,-0.31,1178271847.7
2435,09/30/2015,A,37765081.41,875141806.39,875141806.39,3,,,
2436,03/31/2015,A,16429500.27,2116183025.1,2161722016.7,1,11527150.08,0.1033333333,4340576024
2436,06/30/2015,A,55728589.05,2096000989.2,2146948182.7,2,7575929.04,-0.31,3789556838.9
2436,09/30/2015,A,123554158.6,2166877864.1,2223286011.5,3,9631721.24,0.295,7366232745.5
2437,03/31/2015,A,129667562.9,3146484457.5,3360864604.1,1,26309014.853,0.1633333333,11569871222
2437,06/30/2015,A,340662468.8,3271726888.8,3501422710.4,2,20466091.023,-0.136666667,7738799671.3
2437,09/30/2015,A,524314619.1,3447109025.6,3685077844.2,3,20567833.533,0.0733333333,2842624465.3
2438,03/31/2015,A,10097550.26,947841228.44,947841228.44,1,6290613.3333,0.1,7150423065
2438,06/30/2015,A,17169027.13,944512705.31,944512705.31,2,,,
2438,09/30/2015,A,21004280.35,948347958.53,948347958.53,3,4535786.6667,-0.043333333,4124235525.3
2439,03/31/2015,A,-12487508.1,1485593138.9,1603510152.6,1,28066488.613,0.62,15084859152
2439,06/30/2015,A,8263248.16,1492390249.6,1603504742.1,2,23133439.657,-0.26,21722110616
2439,09/30/2015,A,45984222.8,1473556419.1,1589200108.6,3,25496875.173,0.17,15302776509
2440,03/31/2015,A,340304222.8,6046691810.8,6402345924.5,1,21877396.667,0.04,16832778586
2440,06/30/2015,A,615588199.1,5890112737,6256670804.4,2,15646800,-0.156666667,16008946661
2440,09/30/2015,A,700618092.6,5969813735.9,6281018197.8,3,13289553.333,0.0433333333,5118081113
2441,03/31/2015,A,56282822.24,2284875308.6,2330546985.6,1,8628080,0.22,3665006182.5
2441,06/30/2015,A,115800536.4,2275705121.5,2325856114.2,2,8891786.6667,-0.073333333,5375488661.7
2441,09/30/2015,A,151032519.5,2314654159.1,2361031887.8,3,8771186.9033,0.1433333333,6699202865.7
2442,03/31/2015,A,-8653708.93,1128432976.1,1128432976.1,1,6336000,0.64,5550483483
2442,06/30/2015,A,-18367931.89,1118511038.2,1118511038.2,2,5259200,-0.123333333,2419110386
2442,09/30/2015,A,-31644106.3,1105204488.9,1105204488.9,3,5480000,0.1066666667,2094854101
2443,03/31/2015,A,10966948.25,1944747612.2,2076319185.9,1,7174714.5833,0.29,6396333532.3
2443,06/30/2015,A,52273163.94,1935039391,2065571849.6,2,6360944.05,-0.15,10053839054
2443,09/30/2015,A,76009972.41,1958878303.2,2089308658,3,7329140.12,0.23,1732634136
2444,03/31/2015,A,86202046.87,3985395327.7,4056573199.1,1,20046780,0.1533333333,10011521307
2444,06/30/2015,A,201448501.3,3887394434.3,3946862377.9,2,16646500,-0.136666667,10762526908
2444,09/30/2015,A,418066290.5,4066733036.8,4165076114.8,3,15419560,0.07,6578253747.7
2445,03/31/2015,A,17160338.07,1943070983.3,1955168367.6,1,15980752.747,0.43,4530173884.3
2445,06/30/2015,A,51499346.32,1975896685.8,1987916303.7,2,21350354.62,0.05,328039518.6
2445,09/30/2015,A,79841555.26,1996906401.3,2008870405.2,3,17881845.46,-0.07,9871706983.5
2446,03/31/2015,A,21308062.72,1253157441.9,1253694023.2,1,12042651.055,0.615,3214615024
2446,06/30/2015,A,48045697.38,1276864728.2,1276864728.2,2,8825664.7367,-0.17,5511214506.7
2446,09/30/2015,A,91654210.75,1318875686,1318875686,3,9729933.6633,0.19,4484223259.3
2447,03/31/2015,A,8943728.74,2119623180.9,2119623180.9,1,11869025.28,0.2433333333,5074846276.7
2447,06/30/2015,A,53406980.69,2145440795.4,2145440795.4,2,10257332.88,-0.193333333,7730795548.7
2447,09/30/2015,A,60990619.45,2159014721.6,2159014721.6,3,8038694.88,0.07,4248332138.7
2448,03/31/2015,A,51230251.94,1943503589,1970459229.1,1,9032467.27,0.3433333333,10030041244
2448,06/30/2015,A,100250580.6,1945163217.8,1972307466.1,2,6661238.7767,-0.24,8537454247.7
2448,09/30/2015,A,155009102.8,1989973337.3,2012531511.9,3,5857498.9567,0.11,3861199163.7
2449,03/31/2015,A,34729007.12,2303809997.8,2460125204.5,1,7575166.6667,0.2,4741755987
2449,06/30/2015,A,84504624.01,2690075823.5,2879198684.2,2,7534320.6,-0.17,7250605775.3
2449,09/30/2015,A,122807371.2,2729342357.2,2917530316.9,3,6065833.7833,0.08,3146829627
2450,03/31/2015,A,290986516.2,5107223335.4,5137469441.2,1,47172777.15,0.2166666667,23557545691
2450,06/30/2015,A,656069308,5364230180.2,5407522907.3,2,46090835.203,-0.086666667,33399669984
2450,09/30/2015,A,1023040738,5888211342.5,5930638518.9,3,48516920.487,0.05,16206729859
2451,03/31/2015,A,7869950.69,668214354.74,685663266.47,1,7488360,0.4966666667,3384924609.7
2451,06/30/2015,A,18113518.83,680091028.43,699129313.17,2,5494392,-0.283333333,4875089426.3
2451,09/30/2015,A,23285659.5,684543674.7,706168339.97,3,4791672,0.1066666667,3189789800.7
2452,03/31/2015,A,19426662.14,1191819939.6,1198908647.4,1,5889040.0533,0.1333333333,3748885596
2452,06/30/2015,A,33006077.02,1186354249.9,1194441162.3,2,5127046.85,-0.145,4307338457
2452,09/30/2015,A,48221575.83,1202351095,1213865067.3,3,,,
2453,03/31/2015,A,10700669.94,1196671342.2,1250886989.9,1,6090058,0.22,6311557010
2453,06/30/2015,A,28020576.83,1201967055.9,1265960333.3,2,4909371.3333,-0.216666667,7008349823.7
2453,09/30/2015,A,25792667.58,1200061732.8,1291236390.6,3,3307827,-0.08,118020325.7
2454,03/31/2015,A,80385780.59,2390106826.1,2535306900.5,1,9216584,0.1066666667,4851556222.3
2454,06/30/2015,A,152137384.8,2330052112.5,2495178504.7,2,6722144,-0.193333333,5214899477
2454,09/30/2015,A,219150752.5,2389684678.7,2545527056.6,3,6273280,0.1033333333,3048070433.7
2455,03/31/2015,A,7950483.76,819629179.62,819629179.62,1,4323184.2,0.31,5508814913.7
2455,06/30/2015,A,27569807.57,779862713.4,779862713.4,2,4840765.2,-0.135,5556470702.1
2455,09/30/2015,A,38048884.16,790493822.31,790493822.31,3,4143808.8,0.14,4105584081.7
2456,03/31/2015,A,80153209.1,5901241966.4,5901241966.4,1,35442746.68,0.27,29353297079
2456,06/30/2015,A,266792270.2,5983003599.2,5983003599.2,2,28039517.147,-0.233333333,23364086929
2456,09/30/2015,A,345095826.5,6074465297.3,6074465297.3,3,22766219.08,0.09,13770966254
2457,03/31/2015,A,-155229.29,1736112950.3,1746354086.8,1,4677604.96,0.11,4642829338.3
2457,06/30/2015,A,14109193.87,1744921698.9,1753918670,2,4297947.36,-0.126666667,8092610135
2457,09/30/2015,A,19846348.15,1752756953.9,1769555824.3,3,3990871.36,0.0833333333,6370063874
2458,03/31/2015,A,-63848235.92,642558647.23,645335257.5,1,4928725.9567,0.2,1596677843
2458,06/30/2015,A,-192485979.6,515910175.73,518670263.84,2,6113190.4167,-9.25186E-18,2611913570.3
2458,09/30/2015,A,-279127463.8,429463098.38,432028779.64,3,7297539.7533,0.2266666667,2247121564.5
2459,03/31/2015,A,-8552146.95,1510194715.7,1505389191.7,1,7140223.3767,0.13,2503091539
2459,06/30/2015,A,-19746903.94,1498834693.3,1493102053.3,2,6805950.5333,-0.093333333,3469450873.3
2459,09/30/2015,A,-62054866.8,1457137823.8,1450187944.4,3,6072623.2933,0.0833333333,1021293916.5
2460,03/31/2015,A,24090243.61,1412717894.2,1413875256.2,1,9351009.4267,0.1133333333,11174533123
2460,06/30/2015,A,50858864.38,1405497780.2,1406565832.1,2,7995615,-0.113333333,12664330806
2460,09/30/2015,A,84260644.82,1806168646.9,1816171075.2,3,13436197.69,0.3233333333,26351162075
2461,03/31/2015,A,12120161.19,3330916187.7,3368834769.8,1,13274490.507,0.2066666667,4711365085
2461,06/30/2015,A,47771426.59,3341526743.6,3381721182.1,2,12821049.33,-0.186666667,3276610588.6
2461,09/30/2015,A,87916567.15,3377738286.2,3414516322.7,3,8774086.8067,0.0633333333,3159269449
2462,03/31/2015,A,65367174.32,1325152000,1750201990.9,1,11700000,0.18,6502549649.7
2462,06/30/2015,A,151335516.3,1348107675.7,1822070332.9,2,10746400,-0.18,6847940670.3
2462,09/30/2015,A,225561439.2,1390244940.3,2127575356,3,9868000,0.12,4382428020.7
2463,03/31/2015,A,-32946902,3190971856,3190971856,1,13471405.56,0.2733333333,10298503012
2463,06/30/2015,A,-41899308,3181290926,3181290926,2,10993649.11,-0.206666667,12347863968
2463,09/30/2015,A,-22904229,3196355069,3196355069,3,9224620.2933,0.1,5247165154.7
2464,03/31/2015,A,-3476126.38,746906776.94,746906776.94,1,,,
2464,06/30/2015,A,-117251523.5,633215017.16,633215017.16,2,5146604.84,0.725,2917433633.7
2464,09/30/2015,A,-123082446.1,935965663.28,935965663.28,3,13159875.85,0.92,3693088504
2465,03/31/2015,A,24012357.95,4964972934.3,5374578943,1,33087722.813,0.2133333333,23628777094
2465,06/30/2015,A,184085180.1,4911136100.6,5323636051.7,2,32718678.597,-0.106666667,27856320689
2465,09/30/2015,A,254277907.4,6129618732.7,6556175585.8,3,33209083.1,0.0866666667,17266516721
2466,03/31/2015,A,52591137.38,2869176725.2,4565839707.4,1,16968618.267,0.0966666667,9854986102.7
