Stkcd,Accper,Typrep,net_profit,A003100000,net_property,group,Msmvttl,Mretwd,Mnvaltrd
300341,09/30/2015,A,55225107.02,850548876.82,850548876.82,3,5117722,0.1133333333,1781162748.6
300342,03/31/2015,A,24603210.16,816357790.38,828579537.05,1,6471333.3333,0.2666666667,3591239169.7
300342,06/30/2015,A,65387199.14,807437275.76,831680936.85,2,6184666.6667,-0.173333333,3924369600.7
300342,09/30/2015,A,93360079.97,828710530.87,857812242.33,3,5270000,0.125,975905761.5
300343,03/31/2015,A,594898.2,467955353.14,547859063.98,1,6202666.6667,0.6166666667,4183165864.3
300343,06/30/2015,A,3767207.92,466610302.58,547031373.7,2,5892400,-0.265,2306538779.7
300343,09/30/2015,A,32374425.79,1674737273.8,1703124337.7,3,11833961.815,0.36,3086469600.3
300344,03/31/2015,A,-14834451.55,680842332.83,698354038.51,1,3819760,0.3233333333,3527603937.3
300344,06/30/2015,A,-21701423.85,674358627.04,691487066.22,2,2697956.8,-0.223333333,2848593735.3
300344,09/30/2015,A,-39106130.82,657504942.84,674109721.72,3,2692327.68,0.1566666667,1111171827.4
300345,03/31/2015,A,6616716.32,629708243.37,651307530.61,1,3779168,0.3733333333,2317508930
300345,06/30/2015,A,22550866.44,640082193.02,686520034.83,2,4638816,-0.073333333,7548357305.7
300345,09/30/2015,A,35532340.84,650638548.91,699501509.23,3,5336614.4,0.1433333333,10167922306
300346,03/31/2015,A,9034076.47,1181511978.6,1181511978.6,1,5053140.4,0.19,2103432782.7
300346,06/30/2015,A,21034748.19,1174151674.3,1198404650.3,2,5709063.36,-0.02,2461925643
300346,09/30/2015,A,32558178.29,1186113463.8,1209928080.4,3,4699909.8667,0.1066666667,2030664457
300347,03/31/2015,A,39711350.05,883901347.49,931540551.29,1,16879005.393,0.3166666667,6847107188.7
300347,06/30/2015,A,85466505.54,890544670.69,951122930.49,2,13829383.803,-0.153333333,10475197181
300347,09/30/2015,A,123771455.7,927247502.15,994916106.59,3,14284382.73,0.06,4527201071.3
300348,03/31/2015,A,6457318.68,489455144.25,489455144.25,1,21397990,2.2,5066117373
300348,06/30/2015,A,3195565.81,484377316.38,484377316.38,2,11184527.633,-0.313333333,7151149284.7
300348,09/30/2015,A,2759272.2,483941022.77,483941022.77,3,9280106.4167,0.1366666667,5971086655.3
300349,03/31/2015,A,22919053.5,890790633.97,952750916.98,1,7984200,0.19,2780159221
300349,06/30/2015,A,62117773.27,910055234.04,973943491.75,2,7929000,-0.145,2168450729
300349,09/30/2015,A,70563787.12,915866850.01,977337578.07,3,5858400,0.11,3206608609
300350,03/31/2015,A,6347280.33,431814554.28,445196868.85,1,8404101,0.4133333333,2435164298.7
300350,06/30/2015,A,16562972.1,441326603.93,455420867.12,2,6718922.8867,-0.31,3411429239.7
300350,09/30/2015,A,31477794.92,1673438370.4,1688485539.9,3,9647031.8833,0.2,5486142695
300351,03/31/2015,A,20850729.53,1016484771.6,1045975407.8,1,11277197.88,0.3133333333,6650754725
300351,06/30/2015,A,55078955.49,1013569221,1041886133.7,2,10098960.3,-0.19,6125164132.7
300351,09/30/2015,A,79777852.59,1038989783.2,1066585030.8,3,9110981.88,0.18,2146976302
300352,03/31/2015,A,288421.76,701282248.62,701282248.62,1,13220829.333,0.26,12049827817
300352,06/30/2015,A,13672670.19,701088632.45,701088632.45,2,9308652,-0.35,5807601505
300352,09/30/2015,A,20185771.3,706524377.08,706524377.08,3,11743126.593,0.2766666667,8910931932.7
300353,03/31/2015,A,15459.27,422104556.83,443754009.91,1,7438136.5,0.4,7546722508.7
300353,06/30/2015,A,14590662.44,430779982.65,472818663.31,2,13051985.97,0.21,550959159.1
300353,09/30/2015,A,22073337.88,429930337.34,492569577.35,3,11657022.065,-0.155,9102438829
300354,03/31/2015,A,-2378603.26,329524844.86,329524844.86,1,5908119.3267,0.25,1860883476.7
300354,06/30/2015,A,1925465.16,331640460.23,331640460.23,2,3893851.5233,-0.25,1924922583.7
300354,09/30/2015,A,1465067,330395677.77,330395677.77,3,4123016.0567,0.21,1506026788.6
300355,03/31/2015,A,30484343.94,1467777453.9,1615266157.4,1,9301084.7833,0.12,8774459076.3
300355,06/30/2015,A,118330597.1,1525230869.1,1675486912.9,2,6619095.8467,-0.196666667,6803320674
300355,09/30/2015,A,157711938.3,1562498492.5,1715588254.1,3,7654017.6867,0.2233333333,10423273862
300356,03/31/2015,A,2911712.54,1297917932.4,1378120306.6,1,9976407.9567,0.2966666667,3649646694
300356,06/30/2015,A,10323190.9,1296609122.1,1379082911.1,2,6117294.32,-0.306666667,4157535560
300356,09/30/2015,A,29392690.67,1312429952.9,1398152410.8,3,5478855.8,0.1933333333,3020830351
300357,03/31/2015,A,24139118.33,489237447.18,489237447.18,1,8979034.6667,0.1666666667,3578628342.3
300357,06/30/2015,A,51330386.94,516407594.07,516407594.07,2,6894394.6667,-0.16,3405820435
300357,09/30/2015,A,91265025.44,556355174.8,556355174.8,3,6376736,0.06,1874489999.3
300358,03/31/2015,A,25048821.2,822985066.61,822985066.61,1,9656924.7833,0.3166666667,6110202474.7
300358,06/30/2015,A,48842215.8,846778461.21,846778461.21,2,8651722.5267,-0.23,4831508396.3
300358,09/30/2015,A,85946220.56,1438729722.5,1438729722.5,3,9831046.94,0.2233333333,2060610424
300359,03/31/2015,A,5696746.51,376879789.47,376879789.47,1,31105555.2,0.2733333333,9618423170
300359,06/30/2015,A,35111566.37,398315046.6,414119852.68,2,18715989.6,-0.25,16773846450
300359,09/30/2015,A,36990424.84,397660850.15,430345958.31,3,20019954.353,0.1666666667,9987444427.3
300360,03/31/2015,A,42719794.18,905201146.9,905201146.9,1,7906355.2,0.1633333333,4025057075
300360,06/30/2015,A,105542684.8,928730997.39,928730997.39,2,10657882.8,0.15,3233720600
300360,09/30/2015,A,177665828.8,1006184415.9,1006184415.9,3,7612600.725,-0.13,3993512412
300362,03/31/2015,A,1959946.41,615577797.01,624328963.18,1,7017594.16,1.44,3638246389
300362,06/30/2015,A,14833792.52,622719087.69,630956964.81,2,4080840.7567,-0.15,2062308171.7
300362,09/30/2015,A,24426075.09,629133914.47,645444998.8,3,4072622.23,0.0966666667,1265584773.7
300363,03/31/2015,A,30353996.74,822918270.32,885637067.61,1,14620533.333,0.28,7890456753
300363,06/30/2015,A,53084729.09,844148532.16,906621083.68,2,10205435.653,-0.153333333,3035319892.4
300363,09/30/2015,A,80023896.1,1035353014.7,1096561866.9,3,10683607.39,0.05,2988951075.3
300364,03/31/2015,A,-15156915.25,453601715.46,454224366.86,1,11879200,0.4166666667,11834666371
300364,06/30/2015,A,6845978.25,466037233.01,466627260.36,2,11096000,-0.143333333,7312719382
300364,09/30/2015,A,9713149.27,470038922.62,472494431.39,3,18732400,0.36,7973802557
300365,03/31/2015,A,2011789.16,526421899.49,526774370.84,1,5580670.08,0.2866666667,2866726291
300365,06/30/2015,A,22550934.42,566194580.78,569491569.98,2,4518065.3733,-0.203333333,2331487577
300365,09/30/2015,A,33761269.62,574371684.76,580947906.18,3,5985179.8133,0.31,1679074209.8
300366,03/31/2015,A,-1337220.35,342496298.39,343267804.04,1,3699891,0.05,99568875.66
300366,06/30/2015,A,20755334.1,360208129.01,361174108.49,2,4435221,0.0233333333,1763902337.3
300366,09/30/2015,A,22738580.18,362152283.66,363157354.57,3,5841111,0.3833333333,3790687700.7
300367,03/31/2015,A,25984720.19,860717180.42,883033212.44,1,21972720.9,0.475,6551083610
300367,06/30/2015,A,40554424.09,881818101.15,903795926.96,2,14542640.127,-0.243333333,6889339656.7
300367,09/30/2015,A,69590958.09,931825236.86,954610842.68,3,19493116.01,0.2466666667,5222240004
300368,03/31/2015,A,-8343845.64,517853213.73,602350299.99,1,6141718,0.07,1198480805
300368,06/30/2015,A,-1906052.63,510386054.45,598884093,2,5602362.6667,-0.076666667,3734849096.3
300368,09/30/2015,A,11050508.77,524312172.83,611840654.4,3,6650560.01,0.3233333333,5240358395
300369,03/31/2015,A,-44895166.15,1428923925.4,1429544011.8,1,20961721.587,0.3833333333,7016004283.7
300369,06/30/2015,A,-13043415.76,1439198570.8,1439673075.2,2,14493607.423,-0.313333333,8640851982.3
300369,09/30/2015,A,-14336152.36,1472793674,1472820119.7,3,14913642.81,0.2266666667,7399041041
300370,03/31/2015,A,-12434459.85,424177898.8,429258616.96,1,5841014.3033,0.2433333333,3531719614.3
300370,06/30/2015,A,-9380746.81,412983832.29,418401393.8,2,4147729.4733,-0.256666667,3171435225.7
300370,09/30/2015,A,5679358.94,428837099.75,439175270.95,3,4359629.02,0.2133333333,2404278387.7
300371,03/31/2015,A,-957889.84,459544050.78,459544050.78,1,3810320,0.2,1973464066.7
300371,06/30/2015,A,19996528.98,467058469.6,467058469.6,2,2992800,-0.21,1652631217.7
300371,09/30/2015,A,42004755.91,489066696.53,489066696.53,3,3232800,0.1666666667,1849714047.2
300372,03/31/2015,A,3939645.53,661202550.7,661202550.7,1,3747953.3567,0.2566666667,2876701221
300372,06/30/2015,A,1466872.79,629519688.83,629519688.83,2,2539618.68,-0.26,2626855330.7
300372,09/30/2015,A,17039383.71,664866641.9,664866641.9,3,2499588.6667,0.1266666667,1925218059.7
300373,03/31/2015,A,32082114.49,752648279.96,757465411.55,1,8839999.6667,0.3533333333,4455935483
300373,06/30/2015,A,65471894.42,763086870.12,768095740.02,2,9047736.8667,-0.17,3462074422
300373,09/30/2015,A,100863621.9,803408922.85,808384115.18,3,7848721.4667,0.1966666667,5247782039
300374,03/31/2015,A,-5582721.55,715421752.02,724971753.04,1,4643118,0.605,2912020163.3
300374,06/30/2015,A,19696130.11,737623469.09,747371441.1,2,3656090.4,-0.23,3275072912.7
300374,09/30/2015,A,22407532.65,740830223.41,750646020.38,3,4084386.4,0.22,2268501996.9
300375,03/31/2015,A,31181078.28,958187503.04,958187503.04,1,5218292.66,0.1733333333,2677395696
300375,06/30/2015,A,61954982.24,964049159.09,964049159.09,2,4088634.3333,-0.223333333,1729014444.3
300375,09/30/2015,A,84510014.97,1084756319.3,1084756319.3,3,3489323.64,0.1133333333,1623461916
300376,03/31/2015,A,25641296.41,1109622372.5,1115038827.7,1,11491343.333,0.2333333333,3800890197
300376,06/30/2015,A,105405669.6,1156942790.2,1167046600.9,2,8698475.8,-0.176666667,3855908788.3
300376,09/30/2015,A,187101470.5,1238995921.8,1244580974.5,3,10313942.8,0.1266666667,4376392092.3
300377,03/31/2015,A,-8117100.08,418741478.73,418741478.73,1,17031564,0.45,7182464183.7
300377,06/30/2015,A,6568412.88,405746858.65,408751991.69,2,6934248,-0.475,9861405671.5
300377,09/30/2015,A,9679395.06,409443238.91,411862973.87,3,8080362,0.2133333333,8865809029.3
300378,03/31/2015,A,-15298759.77,1130287800.4,1130332330.5,1,16379853.133,0.2866666667,4306395562.3
300378,06/30/2015,A,22475221.29,1146330494,1146376782.4,2,11196279.71,-0.303333333,4551015524.7
300378,09/30/2015,A,29303221.38,1147984614.2,1151365488,3,10048681.113,0.18,6354594277.7
300379,03/31/2015,A,-5896832.04,775402052.32,775402052.32,1,12991088.825,0.85,5659350311.5
300379,06/30/2015,A,6869304.24,776646158.6,776646158.6,2,7161709.78,-0.26,4104577821.7
300379,09/30/2015,A,17631617.31,787410772.95,787410772.95,3,9183441.98,0.29,4836895491
300380,03/31/2015,A,2516152.07,419489650.53,426127277.44,1,17961117.333,0.38,7142661992.7
300380,06/30/2015,A,6536071.38,410054869.16,416403196.75,2,9661115.7333,-0.35,10149604180
300380,09/30/2015,A,9485315.09,412936277.95,419352440.46,3,9272618.6667,0.2166666667,12743871682
300381,03/31/2015,A,8364629.45,726897563.29,750224391.52,1,3997544.585,0.15,1586218450.5
300381,06/30/2015,A,27319292.08,724548196.03,747858467.89,2,3045455.29,-0.27,2124662971
300381,09/30/2015,A,54677048.08,751504962.52,776360055.77,3,4446843.24,0.3,1230269438.7
300382,03/31/2015,A,24304253.5,644533555,644561773.88,1,6615760.5,0.39,2241051140.7
300382,06/30/2015,A,48731723.14,589463141.77,589502587.43,2,4907775.9333,-0.256666667,2077160488.3
300382,09/30/2015,A,63125859.28,604971494.01,630821726.34,3,4382681.7767,0.13,1624631152.5
300383,03/31/2015,A,22077260.13,719661622.91,720152187.29,1,18011945.8,0.5966666667,11998132625
300383,06/30/2015,A,46630740.4,711466926.42,711957667.56,2,26487674,0.01,10360713096
300383,09/30/2015,A,74565703.48,739401896.05,739892630.64,3,25638955,0.15,17073593767
300384,03/31/2015,A,43610058.1,745387317.31,745387317.31,1,13212495.8,0.74,6398649081.3
300384,06/30/2015,A,64349757.43,719871751.89,719871751.89,2,9601342.24,-0.323333333,6214153000.7
300384,09/30/2015,A,96818668.67,756835631.78,756835631.78,3,9259326.16,0.2,5343549025.3
300385,03/31/2015,A,13152417.27,661162309.54,699372137.38,1,6058933.3333,0.2933333333,2967741866.7
300385,06/30/2015,A,37811572.86,672495261.92,716531292.97,2,4872266.6667,-0.096666667,2106016585.3
300385,09/30/2015,A,44047300.99,678111979.48,722967021.1,3,4794000,0.0433333333,2511437880.7
300386,03/31/2015,A,20152192.89,1410803547.5,1435025063.5,1,17581283.8,0.22,6791902616.7
300386,06/30/2015,A,58000627.43,1377582670,1400665898,2,9927721.58,-0.313333333,5770493490.3
300386,09/30/2015,A,79583273.54,1400289718.6,1422248544.1,3,9239469.14,0.1233333333,5611067044.3
300387,03/31/2015,A,14353552.3,580964591.08,583372494.53,1,3505400.25,0.135,1133474210.5
300387,06/30/2015,A,28914044.8,586355816.09,592743176.86,2,2603053.2,-0.3,1395736431
300387,09/30/2015,A,44826949.89,634168770.65,662870742.81,3,2757066,0.1066666667,1744942209
300388,03/31/2015,A,9533141.1,770962809.41,798471201.62,1,9276726.8067,0.55,7010262566.3
300388,06/30/2015,A,23743928.01,774357050.31,802094803.51,2,7861867.1567,-0.2,3542913520
300388,09/30/2015,A,43414487.47,793575339.24,822264647.06,3,8625318.2867,0.1166666667,5876355456.3
300389,03/31/2015,A,30839675.82,766484065.81,770894458.1,1,8667065.65,0.19,3294462294.7
300389,06/30/2015,A,45505457.04,752272711.9,755669236.91,2,5464286.5067,-0.293333333,2683019237
300389,09/30/2015,A,82644155.32,792901702.93,797970118.51,3,5196827.3067,0.23,2021258118.7
300390,03/31/2015,A,11197262.12,341714727.35,344818780.28,1,5268913.65,0.485,1718879020.9
300390,06/30/2015,A,24125145,338322579.15,342156470.51,2,3267751.9,-0.27,2253100154.3
300390,09/30/2015,A,36325592.43,350151707.08,358692360.5,3,3964893.1,0.3933333333,2444985104
300391,03/31/2015,A,2797044.43,367503832.25,367503832.25,1,4104871.9,0.47,2024561371.3
300391,06/30/2015,A,8164368.57,364415322.39,368124056.39,2,3311832.25,-0.233333333,1587027342.3
300391,09/30/2015,A,2501865.65,359074166.7,362461553.47,3,3019039.8333,0.0866666667,1071632561.6
300392,03/31/2015,A,13838737.99,779490408.8,779436572.16,1,17823360,0.45,7602365901.3
300392,06/30/2015,A,56581557.48,808864252.61,808739391.65,2,13017173.333,-0.28,5255535398.7
300392,09/30/2015,A,89716627.04,841848243.04,841874461.21,3,14056960,0.2033333333,7139180484.7
300393,03/31/2015,A,27305387.66,767585133.04,768077041.56,1,6112710.1,0.1766666667,2827848116
300393,06/30/2015,A,44368558.26,761212032.88,761707371.08,2,6067702.2,-0.153333333,2104555250
300393,09/30/2015,A,69158719.95,786638012.52,987119369.52,3,5419269.8,0.2033333333,1840603415
300394,03/31/2015,A,22566486.61,634625917.46,634625917.46,1,6400178.4,0.43,3680549871.3
300394,06/30/2015,A,47588188.35,621768619.01,621768619.01,2,4840773,-0.246666667,2522830424.7
300394,09/30/2015,A,70188752.94,644369183.6,644369183.6,3,5924154.6,0.3066666667,2058237333.3
300395,03/31/2015,A,12088769.92,660970068.98,660970068.98,1,5153788,0.26,2733878977
300395,06/30/2015,A,37254226.3,669985525.36,669985525.36,2,3790297.3333,-0.233333333,2394296225
300395,09/30/2015,A,64147115.14,696878414.2,696878414.2,3,4472776.6667,0.2566666667,2519481688.1
300396,03/31/2015,A,18230429.28,938052745.57,938052745.57,1,7543593.2,0.33,2395433412
300396,06/30/2015,A,48025092.8,937177409.09,937177409.09,2,6303196.1667,-0.12,3483300363.3
300396,09/30/2015,A,79236108.12,965576703.17,1245527512,3,6828675.5,0.1533333333,2248257534.3
300397,03/31/2015,A,-6243083.14,1288893129.6,1288893129.6,1,12701400,0.135,4854882384
300397,06/30/2015,A,-15496759.94,1279639452.8,1279639452.8,2,14726800,-0.08,6509477105.3
300397,09/30/2015,A,-25430820.59,1253622008.5,1272448872.4,3,10500000,0.1733333333,7508975426.3
300398,03/31/2015,A,24104340.2,652353008.14,652353008.14,1,7658000,0.2866666667,3091899333
300398,06/30/2015,A,51749472.75,680137324.6,680137324.6,2,7024506.6667,-0.176666667,2436645024.3
300398,09/30/2015,A,83218263.39,711736249.67,711736249.67,3,6703493.3333,0.1433333333,1460456854
300399,03/31/2015,A,11414800.15,410342181.09,415532125.98,1,17399733.333,0.4366666667,5786266309
300399,06/30/2015,A,15734168.24,406534590.15,413579494.07,2,7876800,-0.353333333,3592848732.3
300399,09/30/2015,A,23977918.39,414286185.18,421823244.22,3,8176400,0.23,4866421820.7
300400,03/31/2015,A,3868070.92,363287791.58,363576563.44,1,5951066.6667,0.5333333333,2203354422
300400,06/30/2015,A,18613537.23,370130263.44,370322029.75,2,4115200,-0.316666667,2521695959.3
300400,09/30/2015,A,25988083.69,377571232.29,377696576.22,3,3890800,0.1433333333,2761322005
300401,03/31/2015,A,6668921.98,715689153.12,715689153.12,1,4815867.6667,0.2733333333,3197392288.3
300401,06/30/2015,A,10853903.13,710804134.79,710804134.79,2,3635860.6667,-0.196666667,2231259593.7
300401,09/30/2015,A,9244183.55,709194415.21,709194415.21,3,3553626,0.0866666667,1827032361.5
300402,03/31/2015,A,-19692631.06,681429341.56,681429341.56,1,4242000,0.0966666667,1431708600.5
300402,06/30/2015,A,2026329.37,694664301.99,694664301.99,2,3609066.6667,-0.15,1703436931.3
300402,09/30/2015,A,-15605651.2,677032321.42,677032321.42,3,3382826.6667,0.1333333333,1102018638.9
300403,03/31/2015,A,31745874.49,1174501922.2,1174287252.6,1,8394653.3333,0.21,4244764023.3
300403,06/30/2015,A,65007555.83,1141362323.6,1140548933.9,2,6265840,-0.21,2992386198.3
300403,09/30/2015,A,112942331.9,1189872951.2,1188483710,3,6526246.6667,0.1933333333,1963959928.5
300404,,,,,,1,6989016.1,5.73,752636560.83
300404,06/30/2015,A,12377741.74,419397597.01,419397597.01,2,5345378.3667,-0.313333333,4258229464.3
300404,09/30/2015,A,17311570.05,424331425.32,424331425.32,3,5769177.3333,0.19,3266607314
300405,03/31/2015,A,-3120092.74,621260804.07,621769623.2,1,3783066.6667,0.1866666667,2098897939.3
300405,06/30/2015,A,2043757.84,613087994.87,613596163,2,2831066.6667,-0.223333333,1731972638.4
300405,09/30/2015,A,-5526032.72,605709583.14,606215955.29,3,2954826.6667,0.17,1256898705.1
300406,03/31/2015,A,54551369.33,1041578312,1041578312,1,14137736.6,0.2533333333,5780830591
300406,06/30/2015,A,106732787.9,1031544730.6,1031544730.6,2,9698422.13,-0.25,3683119917.3
300406,09/30/2015,A,167083712,1121075253,1121075253,3,9594585.61,0.13,2719121874.7
300407,03/31/2015,A,-2104723.82,730330537.07,734453460.54,1,5817853.3333,0.4,2821871481.3
300407,06/30/2015,A,36572156.49,757660505.93,762930340.85,2,5231920,-0.153333333,2572068934.8
300407,09/30/2015,A,54127140.83,775365343.68,782076001.08,3,,,
300408,03/31/2015,A,165123050.9,3776276021.1,3803843919.3,1,35387434.667,0.3066666667,5268033758.3
300408,06/30/2015,A,385839183.8,3780752335.8,3808678900.5,2,27714773.333,-0.206666667,4878483929.7
300408,09/30/2015,A,638747288.6,4151771721,4180313017.4,3,28410974.02,0.0933333333,2862655898.7
300409,03/31/2015,A,8508871.3,572938843.96,572938843.96,1,5903950,0.5933333333,2928672563.3
300409,06/30/2015,A,38763652.19,570750277.74,579693624.85,2,4597125,-0.283333333,1943986761.7
300409,09/30/2015,A,49807224.36,581842359.71,590737197.02,3,4695275,0.1833333333,2360450025.7
300410,03/31/2015,A,1720391.93,384218369.89,384218369.89,1,3575800,0.4433333333,1637991382.3
300410,06/30/2015,A,16526352.64,395424330.6,395424330.6,2,2949600,-0.36,1109034925.2
300410,09/30/2015,A,23732535.45,402630513.41,402630513.41,3,4955200,0.5366666667,2935604242.2
300411,03/31/2015,A,4183654.74,516078560.39,516078560.39,1,4734666.6667,0.4033333333,2495088228.7
300411,06/30/2015,A,21911823.26,525997483.65,525997483.65,2,8588800,0.27,2819198162
300411,09/30/2015,A,33759257.92,537844918.31,537844918.31,3,5003200,-0.07,3731023861.3
300412,03/31/2015,A,4919881.47,362386953.83,362386953.83,1,5248365.6,0.5233333333,4378758615
300412,06/30/2015,A,21012523.61,362459595.97,362459595.97,2,4729744.8,-0.145,3376428180
300412,09/30/2015,A,38556447.96,380003520.32,380003520.32,3,5492190,0.1,3554289931
300413,03/31/2015,A,23574515.66,1549105634.3,1549105634.3,1,22357086.667,0.4366666667,10677741160
300413,06/30/2015,A,43592640.13,1525031212.1,1544613758.8,2,14695313.333,-0.316666667,7799059268
300413,09/30/2015,A,55993922.4,1537929809.9,1586415041.1,3,15552116.667,0.2166666667,9152414752
300414,,,,,,1,5616262.25,,4845407.66
300414,06/30/2015,A,41156301.88,638175417.66,638175417.66,2,5857541.0333,-0.06,4262197833
300414,09/30/2015,A,54819697.44,651838813.22,651838813.22,3,6034497.5333,0.22,3071933396.7
300415,03/31/2015,A,11338239.98,753967740.39,765605753.89,1,5300400,0.2966666667,3724375290.3
300415,06/30/2015,A,47189281.35,737643087.96,750435210.11,2,4676400,-0.196666667,3006553473
300415,09/30/2015,A,56831606.66,747310595.45,761766895.95,3,4909600,0.17,2773969506.3
300416,03/31/2015,A,1905289.47,410369013.54,425207295.25,1,4631918.6667,0.3633333333,2952217841.3
300416,06/30/2015,A,18755519.32,412948183.08,430750503.1,2,4363134.6667,-0.143333333,3201708797.7
300416,09/30/2015,A,28301131.89,421552293.2,445805327.8,3,4522437.3333,0.1866666667,2919149804.3
300417,03/31/2015,A,5439599.19,337340429.64,337340429.64,1,3493840,0.4066666667,2024588774
300417,06/30/2015,A,13888894.68,337610448.29,337610448.29,2,2899928,-0.196666667,2194092284.7
300417,09/30/2015,A,24474420.41,348304369.2,348304369.2,3,3518048,0.31,2411157035
300418,03/31/2015,A,78344350.22,2406477483.9,2406477483.9,1,36163866.667,0.3666666667,11224193981
300418,06/30/2015,A,194825145.9,2443454813,2443454813,2,22654800,-0.48,28034291531
300418,09/30/2015,A,262330399.5,2484717546.8,2484717546.8,3,45393135.877,0.4366666667,29104977864
300419,03/31/2015,A,9932957.91,518420366.7,518420366.7,1,7904557.5,0.48,3609985140.5
300419,06/30/2015,A,23690194.91,523957603.7,523957603.7,2,3657489,-0.63,2864934363
300419,09/30/2015,A,32648957.79,532916366.58,532916366.58,3,6236651,0.3533333333,4377642877
300420,03/31/2015,A,2378187.21,384782838.75,384782838.75,1,2752000,0.3766666667,2015064815.6
300420,06/30/2015,A,9933757.32,382835767.39,382835767.39,2,2655200,-0.13,1954069067
300420,09/30/2015,A,16601630.92,389523452.31,389523452.31,3,3958666.6667,0.2066666667,2009703071
300421,03/31/2015,A,12097584.19,562467463.85,562467463.85,1,3699733.3333,0.3966666667,2896311164.3
300421,06/30/2015,A,25456915.91,551186795.56,551186795.56,2,2975280,-0.28,1880724735
300421,09/30/2015,A,40676694.87,566406574.52,566406574.52,3,3419733.3333,0.1766666667,1258193914.5
300422,03/31/2015,A,4206651.11,333199628.32,333175976.03,1,5457240,0.9633333333,3941302509.3
300422,06/30/2015,A,19836096.08,345114370.54,345085421,2,4850673.3333,-0.216666667,2395745442
300422,09/30/2015,A,25204493.42,350584632.03,350453818.34,3,5136080,0.2,2599661481.3
300423,03/31/2015,A,5072744.84,410140005.03,410140005.03,1,3771093.3333,0.5266666667,2997294949.3
300423,06/30/2015,A,20688643.12,416955903.31,416955903.31,2,3078240,-0.24,2078292753.3
300423,09/30/2015,A,26386706.63,422653966.82,422653966.82,3,3498880,0.25,1738558366.7
300424,,,,,,1,14132034,5.13,1565792991
300424,06/30/2015,A,29123584.81,814752879.82,814752879.82,2,9232396.6,-0.296666667,8183862315.7
300424,09/30/2015,A,49800630.07,795583624.52,795583624.52,3,9561523.0667,0.2166666667,4491191632
300425,03/31/2015,A,4173379.54,655815685.43,665559341.74,1,4151520,0.415,2229901701
300425,06/30/2015,A,34502834.42,669045797.54,672747154.29,2,4627920,0.0033333333,2260736190
300425,09/30/2015,A,38326926.22,671156209.14,673024036.19,3,5886288,0.16,2928312408.3
300426,03/31/2015,A,30490103.05,795407037.91,796382661.07,1,9941866.6667,0.6233333333,7066851691.7
300426,06/30/2015,A,54433098.84,819575091.61,820540185.22,2,9234400,-0.183333333,5810344398.7
300426,09/30/2015,A,72239865.6,837530022.09,858346927.98,3,10616533.333,0.21,4793196241.7
300427,03/31/2015,A,-5869982.08,503164583.85,503164583.85,1,4320002.4,0.5933333333,3575171687.7
300427,06/30/2015,A,10881591.83,519874838.12,519874838.12,2,5731628.8,-0.16,3842547097
300427,09/30/2015,A,11945688.21,504966155.02,504966155.02,3,6002959,0.0866666667,1705789213.3
300428,03/31/2015,A,15133255.57,580200456.09,580200456.09,1,4300714.6667,0.42,3121468343.3
300428,06/30/2015,A,33412272.46,599269962.14,599269962.14,2,3620917.3333,-0.206666667,3062581714.3
300428,09/30/2015,A,48524143.14,615214202.58,615214202.58,3,3963778.6667,0.2066666667,1948018375.7
300429,03/31/2015,A,22330230.58,558459072.21,559203131.42,1,5965848,0.82,3083426730.3
300429,06/30/2015,A,40722554.75,556141268.29,556847455.59,2,9824976,0.01,2151447570.5
300429,09/30/2015,A,66636151.81,582114957.65,582761052.65,3,10073553,0.1,2969814485
300430,03/31/2015,A,10691889.42,568846695.93,568846695.93,1,6197546.6667,0.715,3128751282.4
300430,06/30/2015,A,30399632.93,588554439.44,588554439.44,2,4474677.3333,-0.273333333,2809599951.3
300430,09/30/2015,A,34728898.7,592883705.21,592883705.21,3,4922530.1333,0.2266666667,2665623093.3
300431,03/31/2015,A,-3791567.59,449995120.68,453382949.92,1,15082000,3.67,8799470124.1
300431,06/30/2015,A,6861270.85,482278565.87,484811275.2,2,20762400,-0.203333333,11795221199
300431,09/30/2015,A,23861657.5,602432457.19,605093914.99,3,20792382.23,0.56,13559143436
300432,03/31/2015,A,42117726.75,817547214.89,819545941.79,1,7985200,0.48,4011674428.1
300432,06/30/2015,A,88921290.12,824349345.01,824349345.01,2,9148000,-0.123333333,4433804665.3
300432,09/30/2015,A,128315873.3,863743928.16,863743928.16,3,8822400,0.1233333333,5163392015.3
300433,03/31/2015,A,405416270.3,9319980048.2,9327301272.8,1,71306579.467,0.325,14050402902
300433,06/30/2015,A,684800189.1,9607261585,9614720799.6,2,50766854.933,-0.24,8743426395
300433,09/30/2015,A,1083260045,9975728646,9983296591.1,3,49821906.4,0.1333333333,5679652339
300434,,,,,,1,5856160,5.73,807885312
300434,06/30/2015,A,14994422.86,375317890.43,375317890.43,2,3445560,-0.326666667,3945214054
300434,09/30/2015,A,18589169.97,378912637.54,378912637.54,3,3686733.3333,0.28,2628288360.3
300435,03/31/2015,A,15602338.09,573662083.22,573662083.22,1,4630400,0.79,2979360170.3
300435,06/30/2015,A,33651597.59,580779151.44,580779151.44,2,3634666.6667,-0.26,2263201348.5
300435,09/30/2015,A,53442316.87,640455867.56,640455867.56,3,4049808,0.2633333333,1884151768.5
300436,,,,,,1,11296250,3.89,1944627065
