Stkcd,Accper,Typrep,B002000000
300255,3/31/2015,A,25270383.72
300256,9/30/2015,A,47778927.44
300256,6/30/2015,A,10875080.12
300256,3/31/2015,A,12064914.4
300257,9/30/2015,A,173448588.5
300257,6/30/2015,A,141918955
300257,3/31/2015,A,66848634.24
300258,9/30/2015,A,100895156
300258,6/30/2015,A,67220589.92
300258,3/31/2015,A,30679553.7
300259,9/30/2015,A,56688430.65
300259,6/30/2015,A,32037972.49
300259,3/31/2015,A,12815263.54
300260,9/30/2015,A,2566705.68
300260,6/30/2015,A,2556254.75
300260,3/31/2015,A,2104125.39
300261,9/30/2015,A,49193210.35
300261,6/30/2015,A,38016547.29
300261,3/31/2015,A,16603210.26
300262,9/30/2015,A,86904244.6
300262,6/30/2015,A,40433721.66
300262,3/31/2015,A,8834993.04
300263,9/30/2015,A,99460535.4
300263,6/30/2015,A,56241809.1
300263,3/31/2015,A,21137821.94
300264,9/30/2015,A,-4913791.6
300264,6/30/2015,A,-8598708.44
300264,3/31/2015,A,-5328112.98
300265,9/30/2015,A,41598094.48
300265,6/30/2015,A,21356108.56
300265,3/31/2015,A,12033127.38
300266,9/30/2015,A,63864675.59
300266,6/30/2015,A,36313739.15
300266,3/31/2015,A,11781741.96
300267,9/30/2015,A,424340901.8
300267,6/30/2015,A,283665304.5
300267,3/31/2015,A,89792168.4
300268,9/30/2015,A,-19372294.65
300268,6/30/2015,A,-13627429.12
300268,3/31/2015,A,-8682520.45
300269,9/30/2015,A,161171709.9
300269,6/30/2015,A,91627297.25
300269,3/31/2015,A,27402023.95
300270,9/30/2015,A,27265218.5
300270,6/30/2015,A,29140401.2
300270,3/31/2015,A,13637267.08
300271,9/30/2015,A,131597071.3
300271,6/30/2015,A,83413393.54
300271,3/31/2015,A,16999210.9
300272,9/30/2015,A,51228809.5
300272,6/30/2015,A,29131689.09
300272,3/31/2015,A,8583033.42
300273,9/30/2015,A,157565862
300273,6/30/2015,A,131646158.5
300273,3/31/2015,A,76917643.59
300274,9/30/2015,A,261112008.9
300274,6/30/2015,A,166306474.5
300274,3/31/2015,A,68902736.49
300275,9/30/2015,A,-51533825.42
300275,6/30/2015,A,-32603440.23
300275,3/31/2015,A,-12590041.38
300276,9/30/2015,A,17348305.87
300276,6/30/2015,A,12853154.06
300276,3/31/2015,A,3650885.68
300277,9/30/2015,A,-6655951.63
300277,6/30/2015,A,-9552946.8
300277,3/31/2015,A,-2070994.61
300278,9/30/2015,A,82561190.09
300278,6/30/2015,A,60481280.05
300278,3/31/2015,A,42870652.55
300279,9/30/2015,A,20260686.82
300279,6/30/2015,A,18480001.01
300279,3/31/2015,A,7091501.44
300280,9/30/2015,A,3574910.41
300280,6/30/2015,A,1744169.54
300280,3/31/2015,A,-2200293.04
300281,9/30/2015,A,28198811.66
300281,6/30/2015,A,24874204.53
300281,3/31/2015,A,4448462.7
300282,9/30/2015,A,85874320.5
300282,6/30/2015,A,34582571.93
300282,3/31/2015,A,14136344.68
300283,9/30/2015,A,10222524.83
300283,6/30/2015,A,5790756.92
300283,3/31/2015,A,4071523.66
300284,9/30/2015,A,211450276
300284,6/30/2015,A,103222348.1
300284,3/31/2015,A,39486233.8
300285,9/30/2015,A,80384549.12
300285,6/30/2015,A,46143861.34
300285,3/31/2015,A,8850452.08
300286,9/30/2015,A,53340837.72
300286,6/30/2015,A,32009318.67
300286,3/31/2015,A,13061270.84
300287,9/30/2015,A,80838321.22
300287,6/30/2015,A,36899189.88
300287,3/31/2015,A,11452484.57
300288,9/30/2015,A,57906762.27
300288,6/30/2015,A,32903576.99
300288,3/31/2015,A,11934001.41
300289,9/30/2015,A,101170932.9
300289,6/30/2015,A,67025796.85
300289,3/31/2015,A,18717872.87
300290,9/30/2015,A,19252488.63
300290,6/30/2015,A,17060977.89
300290,3/31/2015,A,4979796.37
300291,9/30/2015,A,197532417.4
300291,6/30/2015,A,68391954.75
300291,3/31/2015,A,29068029.86
300292,9/30/2015,A,115931212.2
300292,6/30/2015,A,57805819.7
300292,3/31/2015,A,23710462.75
300293,9/30/2015,A,28389550.94
300293,6/30/2015,A,31598354.65
300293,3/31/2015,A,10800731.43
300294,9/30/2015,A,116461252.7
300294,6/30/2015,A,76728918.79
300294,3/31/2015,A,49094384.36
300295,9/30/2015,A,67799732.45
300295,6/30/2015,A,52162947.85
300295,3/31/2015,A,20951058.84
300296,9/30/2015,A,185536785.6
300296,6/30/2015,A,82553948.12
300296,3/31/2015,A,34343909.25
300297,9/30/2015,A,65192290.93
300297,6/30/2015,A,30920109.17
300297,3/31/2015,A,10383531.41
300298,9/30/2015,A,124501409.5
300298,6/30/2015,A,74737819.61
300298,3/31/2015,A,32885961.77
300299,9/30/2015,A,42007496.39
300299,6/30/2015,A,24686669.81
300299,3/31/2015,A,-1386351.07
300300,9/30/2015,A,78597747.94
300300,6/30/2015,A,46629588.1
300300,3/31/2015,A,18077296.86
300301,9/30/2015,A,84991152.4
300301,6/30/2015,A,46201882.9
300301,3/31/2015,A,7316103.97
300302,9/30/2015,A,25594947.72
300302,6/30/2015,A,13823344.46
300302,3/31/2015,A,1268531.89
300303,9/30/2015,A,91807797.08
300303,6/30/2015,A,66893263.59
300303,3/31/2015,A,43718222.8
300304,9/30/2015,A,51117303.59
300304,6/30/2015,A,47096617.04
300304,3/31/2015,A,18598957.47
300305,9/30/2015,A,65443782.28
300305,6/30/2015,A,43421977.44
300305,3/31/2015,A,16454021.85
300306,9/30/2015,A,38580459.59
300306,6/30/2015,A,27695521.43
300306,3/31/2015,A,9620754.14
300307,9/30/2015,A,115944059.2
300307,6/30/2015,A,83927285.15
300307,3/31/2015,A,37971267.76
300308,9/30/2015,A,-5320542.4
300308,6/30/2015,A,-5104862.12
300308,3/31/2015,A,-3833260.06
300309,9/30/2015,A,34175481.21
300309,6/30/2015,A,17702421.31
300309,3/31/2015,A,4778093.71
300310,9/30/2015,A,48250353.81
300310,6/30/2015,A,31487812.27
300310,3/31/2015,A,17125553.01
300311,9/30/2015,A,26822363.33
300311,6/30/2015,A,12056665.02
300311,3/31/2015,A,3911073
300312,9/30/2015,A,3465993.77
300312,6/30/2015,A,1824450.02
300312,3/31/2015,A,1006093.16
300313,9/30/2015,A,-19067902.91
300313,6/30/2015,A,-14028023.85
300313,3/31/2015,A,-9115063.07
300314,9/30/2015,A,35742855.63
300314,6/30/2015,A,27021226.43
300314,3/31/2015,A,16859690.39
300315,9/30/2015,A,292626797.8
300315,6/30/2015,A,180221789.7
300315,3/31/2015,A,84619671.09
300316,9/30/2015,A,72220609.18
300316,6/30/2015,A,45130095.44
300316,3/31/2015,A,17335564.79
300317,9/30/2015,A,41385716.54
300317,6/30/2015,A,-7401899.04
300317,3/31/2015,A,4067815.67
300318,9/30/2015,A,28392891.69
300318,6/30/2015,A,19471889.26
300318,3/31/2015,A,4084917.6
300319,9/30/2015,A,41015658.29
300319,6/30/2015,A,11360232.94
300319,3/31/2015,A,3959378.57
300320,9/30/2015,A,56932157.2
300320,6/30/2015,A,46178697.14
300320,3/31/2015,A,21082279.94
300321,9/30/2015,A,28717348.03
300321,6/30/2015,A,22638554.27
300321,3/31/2015,A,6176184.04
300322,9/30/2015,A,-43474816.54
300322,6/30/2015,A,-29740844.68
300322,3/31/2015,A,-10067055.96
300323,9/30/2015,A,8934393.53
300323,6/30/2015,A,12569536.66
300323,3/31/2015,A,-14068179.93
300324,9/30/2015,A,54207958.11
300324,6/30/2015,A,31148491.18
300324,3/31/2015,A,708414.99
300325,9/30/2015,A,53019072.22
300325,6/30/2015,A,34329474.29
300325,3/31/2015,A,13085811.88
300326,9/30/2015,A,111533944.9
300326,6/30/2015,A,81338498.06
300326,3/31/2015,A,52207009.7
300327,9/30/2015,A,32929351.37
300327,6/30/2015,A,20819136.17
300327,3/31/2015,A,7061920.75
300328,9/30/2015,A,37521068.67
300328,6/30/2015,A,20380367.31
300328,3/31/2015,A,6136644.44
300329,9/30/2015,A,24901041.71
300329,6/30/2015,A,15714800.17
300329,3/31/2015,A,6829823.9
300330,9/30/2015,A,1200682.1
300330,6/30/2015,A,729241.57
300330,3/31/2015,A,681498.63
300331,9/30/2015,A,1215297.44
300331,6/30/2015,A,-1911779.67
300331,3/31/2015,A,-576484.52
300332,9/30/2015,A,91309033.68
300332,6/30/2015,A,59113294.43
300332,3/31/2015,A,20904213.54
300333,9/30/2015,A,47241274.68
300333,6/30/2015,A,32382775.85
300333,3/31/2015,A,12265984.72
300334,9/30/2015,A,18430584.89
300334,6/30/2015,A,16695029.3
300334,3/31/2015,A,5779725.27
300335,9/30/2015,A,38600293.9
300335,6/30/2015,A,32316916.58
300335,3/31/2015,A,18280978.28
300336,9/30/2015,A,146729628.6
300336,6/30/2015,A,110397952.4
300336,3/31/2015,A,44247297.16
300337,9/30/2015,A,-60431470.66
300337,6/30/2015,A,-30299663.05
300337,3/31/2015,A,-16835255.12
300338,9/30/2015,A,-3982102.17
300338,6/30/2015,A,2368166.9
300338,3/31/2015,A,1278572.19
300339,9/30/2015,A,63988736.47
300339,6/30/2015,A,28696682.43
300339,3/31/2015,A,11488664.26
300340,9/30/2015,A,-22718990.84
300340,6/30/2015,A,-12004707.95
300340,3/31/2015,A,-6206449.26
300341,9/30/2015,A,55225107.02
300341,6/30/2015,A,17032089.33
300341,3/31/2015,A,7301255.47
300342,9/30/2015,A,93360079.97
300342,6/30/2015,A,65387199.14
300342,3/31/2015,A,24603210.16
300343,9/30/2015,A,32374425.79
300343,6/30/2015,A,3767207.92
300343,3/31/2015,A,594898.2
300344,9/30/2015,A,-39106130.82
300344,6/30/2015,A,-21701423.85
300344,3/31/2015,A,-14834451.55
300345,9/30/2015,A,35532340.84
300345,6/30/2015,A,22550866.44
300345,3/31/2015,A,6616716.32
300346,9/30/2015,A,32558178.29
300346,6/30/2015,A,21034748.19
300346,3/31/2015,A,9034076.47
300347,9/30/2015,A,123771455.7
300347,6/30/2015,A,85466505.54
300347,3/31/2015,A,39711350.05
300348,9/30/2015,A,2759272.2
300348,6/30/2015,A,3195565.81
300348,3/31/2015,A,6457318.68
300349,9/30/2015,A,70563787.12
300349,6/30/2015,A,62117773.27
300349,3/31/2015,A,22919053.5
300350,9/30/2015,A,31477794.92
300350,6/30/2015,A,16562972.1
300350,3/31/2015,A,6347280.33
300351,9/30/2015,A,79777852.59
300351,6/30/2015,A,55078955.49
300351,3/31/2015,A,20850729.53
300352,9/30/2015,A,20185771.3
300352,6/30/2015,A,13672670.19
300352,3/31/2015,A,288421.76
300353,9/30/2015,A,22073337.88
300353,6/30/2015,A,14590662.44
300353,3/31/2015,A,15459.27
300354,9/30/2015,A,1465067
300354,6/30/2015,A,1925465.16
300354,3/31/2015,A,-2378603.26
300355,9/30/2015,A,157711938.3
300355,6/30/2015,A,118330597.1
300355,3/31/2015,A,30484343.94
300356,9/30/2015,A,29392690.67
300356,6/30/2015,A,10323190.9
300356,3/31/2015,A,2911712.54
300357,9/30/2015,A,91265025.44
300357,6/30/2015,A,51330386.94
300357,3/31/2015,A,24139118.33
300358,9/30/2015,A,85946220.56
300358,6/30/2015,A,48842215.8
300358,3/31/2015,A,25048821.2
300359,9/30/2015,A,36990424.84
300359,6/30/2015,A,35111566.37
300359,3/31/2015,A,5696746.51
300360,9/30/2015,A,177665828.8
300360,6/30/2015,A,105542684.8
300360,3/31/2015,A,42719794.18
300362,9/30/2015,A,24426075.09
300362,6/30/2015,A,14833792.52
300362,3/31/2015,A,1959946.41
300363,9/30/2015,A,80023896.1
300363,6/30/2015,A,53084729.09
300363,3/31/2015,A,30353996.74
300364,9/30/2015,A,9713149.27
300364,6/30/2015,A,6845978.25
300364,3/31/2015,A,-15156915.25
300365,9/30/2015,A,33761269.62
300365,6/30/2015,A,22550934.42
300365,3/31/2015,A,2011789.16
300366,9/30/2015,A,22738580.18
300366,6/30/2015,A,20755334.1
300366,3/31/2015,A,-1337220.35
300367,9/30/2015,A,69590958.09
300367,6/30/2015,A,40554424.09
300367,3/31/2015,A,25984720.19
300368,9/30/2015,A,11050508.77
300368,6/30/2015,A,-1906052.63
300368,3/31/2015,A,-8343845.64
300369,9/30/2015,A,-14336152.36
300369,6/30/2015,A,-13043415.76
300369,3/31/2015,A,-44895166.15
300370,9/30/2015,A,5679358.94
300370,6/30/2015,A,-9380746.81
300370,3/31/2015,A,-12434459.85
300371,9/30/2015,A,42004755.91
300371,6/30/2015,A,19996528.98
300371,3/31/2015,A,-957889.84
300372,9/30/2015,A,17039383.71
300372,6/30/2015,A,1466872.79
300372,3/31/2015,A,3939645.53
300373,9/30/2015,A,100863621.9
300373,6/30/2015,A,65471894.42
300373,3/31/2015,A,32082114.49
300374,9/30/2015,A,22407532.65
300374,6/30/2015,A,19696130.11
300374,3/31/2015,A,-5582721.55
300375,9/30/2015,A,84510014.97
300375,6/30/2015,A,61954982.24
300375,3/31/2015,A,31181078.28
300376,9/30/2015,A,187101470.5
300376,6/30/2015,A,105405669.6
300376,3/31/2015,A,25641296.41
300377,9/30/2015,A,9679395.06
300377,6/30/2015,A,6568412.88
300377,3/31/2015,A,-8117100.08
300378,9/30/2015,A,29303221.38
300378,6/30/2015,A,22475221.29
300378,3/31/2015,A,-15298759.77
300379,9/30/2015,A,17631617.31
300379,6/30/2015,A,6869304.24
300379,3/31/2015,A,-5896832.04
300380,9/30/2015,A,9485315.09
300380,6/30/2015,A,6536071.38
300380,3/31/2015,A,2516152.07
300381,9/30/2015,A,54677048.08
300381,6/30/2015,A,27319292.08
300381,3/31/2015,A,8364629.45
300382,9/30/2015,A,63125859.28
300382,6/30/2015,A,48731723.14
300382,3/31/2015,A,24304253.5
300383,9/30/2015,A,74565703.48
300383,6/30/2015,A,46630740.4
300383,3/31/2015,A,22077260.13
300384,9/30/2015,A,96818668.67
300384,6/30/2015,A,64349757.43
300384,3/31/2015,A,43610058.1
300385,9/30/2015,A,44047300.99
300385,6/30/2015,A,37811572.86
300385,3/31/2015,A,13152417.27
300386,9/30/2015,A,79583273.54
300386,6/30/2015,A,58000627.43
300386,3/31/2015,A,20152192.89
300387,9/30/2015,A,44826949.89
300387,6/30/2015,A,28914044.8
300387,3/31/2015,A,14353552.3
300388,9/30/2015,A,43414487.47
300388,6/30/2015,A,23743928.01
300388,3/31/2015,A,9533141.1
300389,9/30/2015,A,82644155.32
300389,6/30/2015,A,45505457.04
300389,3/31/2015,A,30839675.82
300390,9/30/2015,A,36325592.43
300390,6/30/2015,A,24125145
300390,3/31/2015,A,11197262.12
300391,9/30/2015,A,2501865.65
300391,6/30/2015,A,8164368.57
300391,3/31/2015,A,2797044.43
300392,9/30/2015,A,89716627.04
300392,6/30/2015,A,56581557.48
300392,3/31/2015,A,13838737.99
300393,9/30/2015,A,69158719.95
300393,6/30/2015,A,44368558.26
300393,3/31/2015,A,27305387.66
300394,9/30/2015,A,70188752.94
300394,6/30/2015,A,47588188.35
300394,3/31/2015,A,22566486.61
300395,9/30/2015,A,64147115.14
300395,6/30/2015,A,37254226.3
300395,3/31/2015,A,12088769.92
300396,9/30/2015,A,79236108.12
300396,6/30/2015,A,48025092.8
300396,3/31/2015,A,18230429.28
300397,9/30/2015,A,-25430820.59
300397,6/30/2015,A,-15496759.94
300397,3/31/2015,A,-6243083.14
300398,9/30/2015,A,83218263.39
300398,6/30/2015,A,51749472.75
300398,3/31/2015,A,24104340.2
300399,9/30/2015,A,23977918.39
300399,6/30/2015,A,15734168.24
300399,3/31/2015,A,11414800.15
300400,9/30/2015,A,25988083.69
300400,6/30/2015,A,18613537.23
300400,3/31/2015,A,3868070.92
300401,9/30/2015,A,9244183.55
300401,6/30/2015,A,10853903.13
300401,3/31/2015,A,6668921.98
300402,9/30/2015,A,-15605651.2
300402,6/30/2015,A,2026329.37
300402,3/31/2015,A,-19692631.06
300403,9/30/2015,A,112942331.9
300403,6/30/2015,A,65007555.83
300403,3/31/2015,A,31745874.49
300404,9/30/2015,A,17311570.05
300404,6/30/2015,A,12377741.74
300405,9/30/2015,A,-5526032.72
300405,6/30/2015,A,2043757.84
300405,3/31/2015,A,-3120092.74
300406,9/30/2015,A,167083712
300406,6/30/2015,A,106732787.9
300406,3/31/2015,A,54551369.33
300407,9/30/2015,A,54127140.83
300407,6/30/2015,A,36572156.49
300407,3/31/2015,A,-2104723.82
300408,9/30/2015,A,638747288.6
300408,6/30/2015,A,385839183.8
300408,3/31/2015,A,165123050.9
300409,9/30/2015,A,49807224.36
300409,6/30/2015,A,38763652.19
300409,3/31/2015,A,8508871.3
300410,9/30/2015,A,23732535.45
300410,6/30/2015,A,16526352.64
300410,3/31/2015,A,1720391.93
300411,9/30/2015,A,33759257.92
300411,6/30/2015,A,21911823.26
300411,3/31/2015,A,4183654.74
300412,9/30/2015,A,38556447.96
300412,6/30/2015,A,21012523.61
300412,3/31/2015,A,4919881.47
300413,9/30/2015,A,55993922.4
300413,6/30/2015,A,43592640.13
300413,3/31/2015,A,23574515.66
300414,9/30/2015,A,54819697.44
300414,6/30/2015,A,41156301.88
300415,9/30/2015,A,56831606.66
300415,6/30/2015,A,47189281.35
300415,3/31/2015,A,11338239.98
300416,9/30/2015,A,28301131.89
300416,6/30/2015,A,18755519.32
300416,3/31/2015,A,1905289.47
300417,9/30/2015,A,24474420.41
300417,6/30/2015,A,13888894.68
300417,3/31/2015,A,5439599.19
300418,9/30/2015,A,262330399.5
300418,6/30/2015,A,194825145.9
300418,3/31/2015,A,78344350.22
300419,9/30/2015,A,32648957.79
300419,6/30/2015,A,23690194.91
300419,3/31/2015,A,9932957.91
300420,9/30/2015,A,16601630.92
300420,6/30/2015,A,9933757.32
300420,3/31/2015,A,2378187.21
300421,9/30/2015,A,40676694.87
300421,6/30/2015,A,25456915.91
300421,3/31/2015,A,12097584.19
300422,9/30/2015,A,25204493.42
300422,6/30/2015,A,19836096.08
300422,3/31/2015,A,4206651.11
300423,9/30/2015,A,26386706.63
300423,6/30/2015,A,20688643.12
300423,3/31/2015,A,5072744.84
300424,9/30/2015,A,49800630.07
300424,6/30/2015,A,29123584.81
300425,9/30/2015,A,38326926.22
300425,6/30/2015,A,34502834.42
300425,3/31/2015,A,4173379.54
300426,9/30/2015,A,72239865.6
300426,6/30/2015,A,54433098.84
300426,3/31/2015,A,30490103.05
300427,9/30/2015,A,11945688.21
300427,6/30/2015,A,10881591.83
300427,3/31/2015,A,-5869982.08
300428,9/30/2015,A,48524143.14
300428,6/30/2015,A,33412272.46
300428,3/31/2015,A,15133255.57
300429,9/30/2015,A,66636151.81
300429,6/30/2015,A,40722554.75
300429,3/31/2015,A,22330230.58
300430,9/30/2015,A,34728898.7
300430,6/30/2015,A,30399632.93
300430,3/31/2015,A,10691889.42
300431,9/30/2015,A,23861657.5
300431,6/30/2015,A,6861270.85
300431,3/31/2015,A,-3791567.59
300432,9/30/2015,A,128315873.3
300432,6/30/2015,A,88921290.12
300432,3/31/2015,A,42117726.75
300433,9/30/2015,A,1083260045
300433,6/30/2015,A,684800189.1
300433,3/31/2015,A,405416270.3
300434,9/30/2015,A,18589169.97
300434,6/30/2015,A,14994422.86
300435,9/30/2015,A,53442316.87
300435,6/30/2015,A,33651597.59
300435,3/31/2015,A,15602338.09
300436,9/30/2015,A,82619083.33
300436,6/30/2015,A,52651251.17
300437,9/30/2015,A,25304653.02
300437,6/30/2015,A,18462674.86
300438,9/30/2015,A,51938990.11
300438,6/30/2015,A,30290807.66
300439,9/30/2015,A,113398649.1
300439,6/30/2015,A,66181403.58
300440,9/30/2015,A,65244917.3
300440,6/30/2015,A,40892339.17
300441,9/30/2015,A,24438501.59
300441,6/30/2015,A,20543989.47
300442,9/30/2015,A,25391954.5
300442,6/30/2015,A,27035574.43
300443,9/30/2015,A,103533365.4
300443,6/30/2015,A,62728562.27
300444,9/30/2015,A,30808733.67
300444,6/30/2015,A,14379003.11
300445,9/30/2015,A,21849685.33
300445,6/30/2015,A,12218950.52
300446,9/30/2015,A,74829297.53
300446,6/30/2015,A,44635735.1
300447,9/30/2015,A,56857807.91
300447,6/30/2015,A,32123802.31
300448,9/30/2015,A,10688562.47
300448,6/30/2015,A,8122121.39
300449,9/30/2015,A,17010605.71
300449,6/30/2015,A,24005641.75
300450,9/30/2015,A,66836073.66
300450,6/30/2015,A,46228842.39
300451,9/30/2015,A,19127067
300451,6/30/2015,A,7378850.1
300452,9/30/2015,A,30892358.76
300452,6/30/2015,A,20410760.3
300453,9/30/2015,A,35717589.75
300453,6/30/2015,A,23891305.18
300455,9/30/2015,A,31242199.93
300455,6/30/2015,A,15704165.26
300456,9/30/2015,A,21144490.22
300456,6/30/2015,A,19730895.13
300457,9/30/2015,A,50759978.53
300457,6/30/2015,A,30454595.46
300458,9/30/2015,A,97819654.37
300458,6/30/2015,A,62646204.31
300459,9/30/2015,A,39918729.6
300459,6/30/2015,A,23244872.49
300460,9/30/2015,A,35077776.96
300460,6/30/2015,A,23162975.93
300461,9/30/2015,A,18654511.95
300461,6/30/2015,A,12286536.13
300462,9/30/2015,A,25230578.67
300462,6/30/2015,A,21888314.66
300463,9/30/2015,A,193802826.5
300463,6/30/2015,A,136951763.2
300464,9/30/2015,A,20709507.96
300464,6/30/2015,A,11798503.33
300465,9/30/2015,A,23891376.31
300465,6/30/2015,A,13552665.49
300466,9/30/2015,A,15387600.68
300466,6/30/2015,A,8491199.68
300467,9/30/2015,A,40281293.33
300467,6/30/2015,A,27476035.92
300468,9/30/2015,A,35101832.36
300468,6/30/2015,A,28187966.28
300469,9/30/2015,A,197783.68
300469,6/30/2015,A,-12309691.93
300470,9/30/2015,A,51974603.86
300470,6/30/2015,A,33427425.78
300471,9/30/2015,A,123680106.1
300471,6/30/2015,A,66329177.97
300472,9/30/2015,A,14940170.83
300472,6/30/2015,A,14797280.02
300473,9/30/2015,A,124240712.2
300473,6/30/2015,A,85066689.65
300475,9/30/2015,A,78730078.13
300475,6/30/2015,A,51220726.06
300476,9/30/2015,A,93818947.35
300476,6/30/2015,A,62300110.67
300477,9/30/2015,A,49635261.95
300477,6/30/2015,A,28576362.65
300478,9/30/2015,A,28764550.52
300478,6/30/2015,A,15597282.88
300479,9/30/2015,A,31990021.2
300479,6/30/2015,A,23188889.13
300480,9/30/2015,A,21865521.8
300480,6/30/2015,A,17208606.5
300481,9/30/2015,A,42755032.38
300481,6/30/2015,A,28496039.63
300482,9/30/2015,A,85258213.44
300482,6/30/2015,A,58502634.05
300483,9/30/2015,A,11515205.6
300483,6/30/2015,A,15253676.82
300485,9/30/2015,A,155900397.4
300485,6/30/2015,A,105358035.1
300486,9/30/2015,A,21963179.19
300486,6/30/2015,A,29181344.44
300487,9/30/2015,A,37961991.72
300487,6/30/2015,A,28525524.66
300488,9/30/2015,A,50069016.87
300488,6/30/2015,A,31655858.9
300489,9/30/2015,A,19082390.44
300489,6/30/2015,A,15957136.37
600000,9/30/2015,A,37475000000
600000,6/30/2015,A,24126000000
600000,3/31/2015,A,11309000000
600004,9/30/2015,A,963266648.3
600004,6/30/2015,A,649543649
600004,3/31/2015,A,323870176.9
600005,9/30/2015,A,-989457507.4
600005,6/30/2015,A,534720579.1
600005,3/31/2015,A,465956286.9
600006,9/30/2015,A,306144022
600006,6/30/2015,A,215854734.1
600006,3/31/2015,A,116235976.3
600007,9/30/2015,A,466143942
600007,6/30/2015,A,305316020
600007,3/31/2015,A,152030038
600008,9/30/2015,A,266820774.4
600008,6/30/2015,A,227040160.7
600008,3/31/2015,A,44232836.18
600009,9/30/2015,A,2032273931
600009,6/30/2015,A,1360960117
600009,3/31/2015,A,662515944.4
600010,9/30/2015,A,-1342761015
600010,6/30/2015,A,-464922049.6
600010,3/31/2015,A,5670516.85
600011,9/30/2015,A,16303776109
600011,6/30/2015,A,11182287292
600011,3/31/2015,A,6229675361
600012,9/30/2015,A,729798284.2
600012,6/30/2015,A,489229538
600012,3/31/2015,A,232166693.3
600015,9/30/2015,A,13980000000
600015,6/30/2015,A,9312000000
600015,3/31/2015,A,4156000000
600016,9/30/2015,A,39063000000
600016,6/30/2015,A,27272000000
600016,3/31/2015,A,13567000000
600017,9/30/2015,A,399313784.8
600017,6/30/2015,A,258625726.8
600017,3/31/2015,A,151439251.6
600018,9/30/2015,A,5536695176
600018,6/30/2015,A,3765107602
600018,3/31/2015,A,1827335305
600019,9/30/2015,A,2320702834
600019,6/30/2015,A,3293775649
600019,3/31/2015,A,1636725628
600020,9/30/2015,A,1106040706
600020,6/30/2015,A,798691731.1
600020,3/31/2015,A,203680762.9
600021,9/30/2015,A,1714152985
600021,6/30/2015,A,1204187519
600021,3/31/2015,A,507346655.9
600022,9/30/2015,A,-772173130.7
600022,6/30/2015,A,9596205.09
600022,3/31/2015,A,-188844579.8
600023,9/30/2015,A,6689807251
600023,6/30/2015,A,4587132172
600023,3/31/2015,A,1500849043
600026,9/30/2015,A,745350815
600026,6/30/2015,A,329412860.2
600026,3/31/2015,A,78617446.71
600027,9/30/2015,A,8039758000
600027,6/30/2015,A,4341221000
600027,3/31/2015,A,2174800000
600028,9/30/2015,A,34549000000
600028,6/30/2015,A,30542000000
600028,3/31/2015,A,1980000000
600029,9/30/2015,A,5748000000
600029,6/30/2015,A,4097000000
600029,3/31/2015,A,2214000000
600030,9/30/2015,A,16397907676
600030,6/30/2015,A,12742302623
600030,3/31/2015,A,3941001638
600031,9/30/2015,A,60222000
600031,6/30/2015,A,364569000
600031,3/31/2015,A,43019000
600033,9/30/2015,A,627457968.8
600033,6/30/2015,A,422188794.5
600033,3/31/2015,A,206678013.4
600035,9/30/2015,A,392311985.5
600035,6/30/2015,A,279640713
600035,3/31/2015,A,215594612
600036,9/30/2015,A,48786000000
600036,6/30/2015,A,33169000000
600036,3/31/2015,A,17303000000
600037,9/30/2015,A,430507034.5
600037,6/30/2015,A,299088122.8
600037,3/31/2015,A,107402125.6
600038,9/30/2015,A,288979794.4
600038,6/30/2015,A,186901551.2
600038,3/31/2015,A,61530907.54
600039,9/30/2015,A,436383484.2
600039,6/30/2015,A,302591218.6
600039,3/31/2015,A,70078047.61
600048,9/30/2015,A,8055863136
600048,6/30/2015,A,5900790418
600048,3/31/2015,A,1582860554
600050,9/30/2015,A,8084969253
600050,6/30/2015,A,6922924611
600050,3/31/2015,A,3152644112
600051,9/30/2015,A,166750989.7
600051,6/30/2015,A,161182984.6
600051,3/31/2015,A,145439797.8
600052,9/30/2015,A,-103429455.7
600052,6/30/2015,A,-66982848.64
600052,3/31/2015,A,-74622386.35
600053,9/30/2015,A,29150990.24
600053,6/30/2015,A,27534827
600053,3/31/2015,A,5863235.13
600054,9/30/2015,A,304732433.3
600054,6/30/2015,A,125454739.6
600054,3/31/2015,A,13003230.77
600055,9/30/2015,A,24368742.13
600055,6/30/2015,A,19122972.85
600055,3/31/2015,A,-21356038.18
600056,9/30/2015,A,585721504.4
600056,6/30/2015,A,422825307.4
600056,3/31/2015,A,202039494.5
600057,9/30/2015,A,269861357.9
600057,6/30/2015,A,270860353.3
600057,3/31/2015,A,120005624.4
600058,9/30/2015,A,-1439530438
600058,6/30/2015,A,-625246466.3
600058,3/31/2015,A,-227829921.9
600059,9/30/2015,A,85128416.4
600059,6/30/2015,A,69791745.82
600059,3/31/2015,A,56256807.86
600060,9/30/2015,A,943133231.4
600060,6/30/2015,A,644808542.9
600060,3/31/2015,A,498312331.4
600061,9/30/2015,A,3533717732
600061,6/30/2015,A,2622713809
600061,3/31/2015,A,779228902.1
600062,9/30/2015,A,430066680.7
600062,6/30/2015,A,332301000.2
600062,3/31/2015,A,165745314.4
600063,9/30/2015,A,70608669.37
600063,6/30/2015,A,50284140.94
600063,3/31/2015,A,20293161.28
600064,9/30/2015,A,729382105.8
600064,6/30/2015,A,522612683.1
600064,3/31/2015,A,360936534.7
600066,9/30/2015,A,1907723839
