Stkcd,Accper,Typrep,B002000000
2133,3/31/2015,A,2276219.48
2134,9/30/2015,A,-27635241.05
2134,6/30/2015,A,-19161767.87
2134,3/31/2015,A,-7890453.15
2135,9/30/2015,A,46210615.33
2135,6/30/2015,A,39896636.17
2135,3/31/2015,A,17799058.55
2136,9/30/2015,A,-62199869.63
2136,6/30/2015,A,-21345475.05
2136,3/31/2015,A,-13523902.23
2137,9/30/2015,A,3204834.17
2137,6/30/2015,A,1807806.02
2137,3/31/2015,A,-389744.43
2138,9/30/2015,A,191021501
2138,6/30/2015,A,117576326.1
2138,3/31/2015,A,47088678.2
2139,9/30/2015,A,65850104.19
2139,6/30/2015,A,36956105.16
2139,3/31/2015,A,12770038.84
2140,9/30/2015,A,111427102
2140,6/30/2015,A,81223186.87
2140,3/31/2015,A,24324331.95
2141,9/30/2015,A,-979614.19
2141,6/30/2015,A,-1281299.88
2141,3/31/2015,A,-2970425.55
2142,9/30/2015,A,5344101000
2142,6/30/2015,A,3567450000
2142,3/31/2015,A,1760103000
2143,9/30/2015,A,330614126.7
2143,6/30/2015,A,220051119.1
2143,3/31/2015,A,69099380.48
2144,9/30/2015,A,133121232.9
2144,6/30/2015,A,118553915.9
2144,3/31/2015,A,111283151.7
2145,9/30/2015,A,-13754975.43
2145,6/30/2015,A,20543656.6
2145,3/31/2015,A,-26543793.52
2146,9/30/2015,A,1780780549
2146,6/30/2015,A,1067289438
2146,3/31/2015,A,314447413.3
2147,9/30/2015,A,-32496891.35
2147,6/30/2015,A,-19570300.41
2147,3/31/2015,A,-5475137.42
2148,9/30/2015,A,-3951555.46
2148,6/30/2015,A,-4397405.48
2148,3/31/2015,A,6483549.38
2149,9/30/2015,A,-61310505.78
2149,6/30/2015,A,-47335892.38
2149,3/31/2015,A,-34498969.46
2150,9/30/2015,A,54351361.8
2150,6/30/2015,A,32487059.12
2150,3/31/2015,A,13395040.91
2151,9/30/2015,A,-24753355.6
2151,6/30/2015,A,-26074496.92
2151,3/31/2015,A,-11682569.42
2152,9/30/2015,A,489706273.6
2152,6/30/2015,A,351901279.5
2152,3/31/2015,A,172897362.8
2153,9/30/2015,A,244421972.1
2153,6/30/2015,A,179374950.2
2153,3/31/2015,A,58262256.44
2154,9/30/2015,A,165461426.7
2154,6/30/2015,A,75199297.95
2154,3/31/2015,A,68580788.92
2155,9/30/2015,A,13280504.32
2155,6/30/2015,A,10343012.16
2155,3/31/2015,A,-25843725.23
2156,9/30/2015,A,121699350.3
2156,6/30/2015,A,84125221.2
2156,3/31/2015,A,34668122.76
2157,9/30/2015,A,181732324.4
2157,6/30/2015,A,-8979049.21
2157,3/31/2015,A,-68555584.28
2158,9/30/2015,A,126898548.8
2158,6/30/2015,A,77299677.41
2158,3/31/2015,A,28134475.66
2159,9/30/2015,A,6324612.06
2159,6/30/2015,A,-27351162.4
2159,3/31/2015,A,-24274846.97
2160,9/30/2015,A,76131736.49
2160,6/30/2015,A,47868550.34
2160,3/31/2015,A,12307724.79
2161,9/30/2015,A,-401757.06
2161,6/30/2015,A,1704483.08
2161,3/31/2015,A,1630045.3
2162,9/30/2015,A,-9724396.68
2162,6/30/2015,A,-11587061.81
2162,3/31/2015,A,-21514292.9
2163,9/30/2015,A,-304999338.4
2163,6/30/2015,A,-183974647.8
2163,3/31/2015,A,-91978709.11
2164,9/30/2015,A,-2438394.23
2164,6/30/2015,A,-4742185.97
2164,3/31/2015,A,-1805543.3
2165,9/30/2015,A,86958935.49
2165,6/30/2015,A,65356499.16
2165,3/31/2015,A,29029743.95
2166,9/30/2015,A,56491196.14
2166,6/30/2015,A,10670689.68
2166,3/31/2015,A,3421488.09
2167,9/30/2015,A,-62744213.69
2167,6/30/2015,A,-46008635.02
2167,3/31/2015,A,-23792268.57
2168,9/30/2015,A,106696370.5
2168,6/30/2015,A,103975258.7
2168,3/31/2015,A,15348504.73
2169,9/30/2015,A,45354000.49
2169,6/30/2015,A,27875542.05
2169,3/31/2015,A,1859641.95
2170,9/30/2015,A,131918934.8
2170,6/30/2015,A,62257842.97
2170,3/31/2015,A,29192381.27
2171,9/30/2015,A,46777102.03
2171,6/30/2015,A,39925963.33
2171,3/31/2015,A,-2422696.17
2172,9/30/2015,A,75560543.24
2172,6/30/2015,A,15499045.68
2172,3/31/2015,A,-10111985.32
2173,9/30/2015,A,-16715612.58
2173,6/30/2015,A,-16911609.71
2173,3/31/2015,A,-6796858.56
2174,9/30/2015,A,332925210.6
2174,6/30/2015,A,212264051.6
2174,3/31/2015,A,102750875.1
2175,9/30/2015,A,27504599.08
2175,6/30/2015,A,15003037.87
2175,3/31/2015,A,420905.83
2176,9/30/2015,A,48638576.62
2176,6/30/2015,A,35573674.76
2176,3/31/2015,A,18877381.34
2177,9/30/2015,A,61310356.83
2177,6/30/2015,A,55096465.61
2177,3/31/2015,A,33297687.26
2178,9/30/2015,A,52008890.28
2178,6/30/2015,A,33181695.3
2178,3/31/2015,A,6954748.45
2179,9/30/2015,A,448007291.5
2179,6/30/2015,A,270607117.1
2179,3/31/2015,A,84435897.59
2180,9/30/2015,A,288100878.1
2180,6/30/2015,A,128893058.2
2180,3/31/2015,A,62935803.38
2181,9/30/2015,A,85803710.95
2181,6/30/2015,A,34411247
2181,3/31/2015,A,3801596.06
2182,9/30/2015,A,16953122.08
2182,6/30/2015,A,10346901.55
2182,3/31/2015,A,-368641.3
2183,9/30/2015,A,362184899
2183,6/30/2015,A,230338507
2183,3/31/2015,A,114336287
2184,9/30/2015,A,56184489.05
2184,6/30/2015,A,34858721.55
2184,3/31/2015,A,10845029.14
2185,9/30/2015,A,265244127.5
2185,6/30/2015,A,172102794.6
2185,3/31/2015,A,64804913.44
2186,9/30/2015,A,131196676.2
2186,6/30/2015,A,72824933.74
2186,3/31/2015,A,35191018.75
2187,9/30/2015,A,161737524.8
2187,6/30/2015,A,121810726
2187,3/31/2015,A,71227938.31
2188,9/30/2015,A,-14015194.26
2188,6/30/2015,A,-9611729.12
2188,3/31/2015,A,-4335808.16
2189,9/30/2015,A,12220092.59
2189,6/30/2015,A,5288667.02
2189,3/31/2015,A,-918461.64
2190,9/30/2015,A,63327450.49
2190,6/30/2015,A,35950150.89
2190,3/31/2015,A,14486834.82
2191,9/30/2015,A,547914190.1
2191,6/30/2015,A,420112574.3
2191,3/31/2015,A,283338862
2192,9/30/2015,A,-5045451.88
2192,6/30/2015,A,-14935160.89
2192,3/31/2015,A,-8401350.64
2193,9/30/2015,A,15691337.88
2193,6/30/2015,A,11821999.93
2193,3/31/2015,A,3792196.03
2194,9/30/2015,A,61600320.63
2194,6/30/2015,A,38688820.99
2194,3/31/2015,A,20134172.9
2195,9/30/2015,A,291403864.3
2195,6/30/2015,A,182972670.2
2195,3/31/2015,A,62586025.14
2196,9/30/2015,A,18084883.77
2196,6/30/2015,A,9130076.66
2196,3/31/2015,A,5531773.84
2197,9/30/2015,A,29694978.84
2197,6/30/2015,A,9234203.77
2197,3/31/2015,A,2886724.98
2198,9/30/2015,A,41575589.58
2198,6/30/2015,A,31852480.32
2198,3/31/2015,A,14104186.55
2199,9/30/2015,A,-81222448.67
2199,6/30/2015,A,-62809528.91
2199,3/31/2015,A,-20643800.49
2200,9/30/2015,A,15875708.84
2200,6/30/2015,A,7360733.44
2200,3/31/2015,A,639982.02
2201,9/30/2015,A,13293308.81
2201,6/30/2015,A,9776707.36
2201,3/31/2015,A,1749056.03
2202,9/30/2015,A,2126350557
2202,6/30/2015,A,1264158821
2202,3/31/2015,A,252439831.9
2203,9/30/2015,A,302167563.3
2203,6/30/2015,A,267689611.3
2203,3/31/2015,A,115198613.5
2204,9/30/2015,A,13586622.64
2204,6/30/2015,A,10618717.31
2204,3/31/2015,A,3543278.25
2205,9/30/2015,A,-14706668.12
2205,6/30/2015,A,930554.82
2205,3/31/2015,A,-10113462.12
2206,9/30/2015,A,171562901
2206,6/30/2015,A,116368333.9
2206,3/31/2015,A,52567584.93
2207,9/30/2015,A,-31050306.18
2207,6/30/2015,A,-12595751.15
2207,3/31/2015,A,-16175493.93
2208,9/30/2015,A,-12452244.55
2208,6/30/2015,A,-21083412.16
2208,3/31/2015,A,3442502.51
2209,9/30/2015,A,-5492743.69
2209,6/30/2015,A,6426811.72
2209,3/31/2015,A,3786925.38
2210,9/30/2015,A,134020812.2
2210,6/30/2015,A,101220625.9
2210,3/31/2015,A,53719056.99
2211,9/30/2015,A,-36297986.22
2211,6/30/2015,A,-25400990.29
2211,3/31/2015,A,1483306.14
2212,9/30/2015,A,41316206.47
2212,6/30/2015,A,28291314.86
2212,3/31/2015,A,9656945.5
2213,9/30/2015,A,10567151.62
2213,6/30/2015,A,6687743.8
2213,3/31/2015,A,2576961.65
2214,9/30/2015,A,27878472.92
2214,6/30/2015,A,18717764.69
2214,3/31/2015,A,1760394.56
2215,9/30/2015,A,199639258.8
2215,6/30/2015,A,229617428.1
2215,3/31/2015,A,83682677.97
2216,9/30/2015,A,67123771.93
2216,6/30/2015,A,61582344.86
2216,3/31/2015,A,26504492.64
2217,9/30/2015,A,171943412.7
2217,6/30/2015,A,98371708.97
2217,3/31/2015,A,34221273.72
2218,9/30/2015,A,30554758.34
2218,6/30/2015,A,12095815.42
2218,3/31/2015,A,6793153.96
2219,9/30/2015,A,190592878.7
2219,6/30/2015,A,80041012.31
2219,3/31/2015,A,52947408.98
2220,9/30/2015,A,138680615.5
2220,6/30/2015,A,77320144.43
2220,3/31/2015,A,18837625.12
2221,9/30/2015,A,139538479.1
2221,6/30/2015,A,80060434.86
2221,3/31/2015,A,17543142.53
2222,9/30/2015,A,35209500.71
2222,6/30/2015,A,30849567.87
2222,3/31/2015,A,14682467.36
2223,9/30/2015,A,333110878.7
2223,6/30/2015,A,252498952
2223,3/31/2015,A,109060271.7
2224,9/30/2015,A,181154296.3
2224,6/30/2015,A,97943499.24
2224,3/31/2015,A,22526114.17
2225,9/30/2015,A,129061498.2
2225,6/30/2015,A,100228615.7
2225,3/31/2015,A,48045353.63
2226,9/30/2015,A,80826388.15
2226,6/30/2015,A,72966456.66
2226,3/31/2015,A,27612943.03
2227,9/30/2015,A,-5675493.01
2227,6/30/2015,A,-9508789.95
2227,3/31/2015,A,-12985840.09
2228,9/30/2015,A,99014956.41
2228,6/30/2015,A,70609307.35
2228,3/31/2015,A,21815200.04
2229,9/30/2015,A,-5070195.39
2229,6/30/2015,A,-3537321.76
2229,3/31/2015,A,-3785842.49
2230,9/30/2015,A,227797165.9
2230,6/30/2015,A,141157126.7
2230,3/31/2015,A,60587264.85
2231,9/30/2015,A,-7704400.51
2231,6/30/2015,A,-11071448.31
2231,3/31/2015,A,-6429090.26
2232,9/30/2015,A,-7761567.36
2232,6/30/2015,A,2336483.4
2232,3/31/2015,A,2919629.79
2233,9/30/2015,A,208493693.3
2233,6/30/2015,A,185396423.6
2233,3/31/2015,A,103685691
2234,9/30/2015,A,-216481651.7
2234,6/30/2015,A,-134677844.4
2234,3/31/2015,A,-41774288.3
2235,9/30/2015,A,15974105.66
2235,6/30/2015,A,9240041.19
2235,3/31/2015,A,2187716.29
2236,9/30/2015,A,760141858.8
2236,6/30/2015,A,463316918.9
2236,3/31/2015,A,103488622.7
2237,9/30/2015,A,161265736
2237,6/30/2015,A,112130429.9
2237,3/31/2015,A,58737804.91
2238,9/30/2015,A,193207188.7
2238,6/30/2015,A,132312257.3
2238,3/31/2015,A,58354379.4
2239,9/30/2015,A,122247360.6
2239,6/30/2015,A,84954225.81
2239,3/31/2015,A,2372947.63
2240,9/30/2015,A,-47774519.88
2240,6/30/2015,A,-6805340.48
2240,3/31/2015,A,-3370165.59
2241,9/30/2015,A,854339714.7
2241,6/30/2015,A,515343225.3
2241,3/31/2015,A,268125819.4
2242,9/30/2015,A,536532131.1
2242,6/30/2015,A,335305140.2
2242,3/31/2015,A,123664048.2
2243,9/30/2015,A,896715.42
2243,6/30/2015,A,-10439355.45
2243,3/31/2015,A,-13239210.91
2244,9/30/2015,A,1011717142
2244,6/30/2015,A,656969820.4
2244,3/31/2015,A,422691249.2
2245,9/30/2015,A,206886693.8
2245,6/30/2015,A,152242059.4
2245,3/31/2015,A,58549328.39
2246,9/30/2015,A,43184354.2
2246,6/30/2015,A,24441166.28
2246,3/31/2015,A,6856081.9
2247,9/30/2015,A,68674133.77
2247,6/30/2015,A,41723246.56
2247,3/31/2015,A,12042702.44
2248,9/30/2015,A,-135431630
2248,6/30/2015,A,-62155188.51
2248,3/31/2015,A,-28290666.5
2249,9/30/2015,A,238745971.3
2249,6/30/2015,A,161696714.3
2249,3/31/2015,A,60795855.41
2250,9/30/2015,A,438022508.4
2250,6/30/2015,A,306557985.9
2250,3/31/2015,A,152754221.8
2251,9/30/2015,A,238505297
2251,6/30/2015,A,240619881.1
2251,3/31/2015,A,177152392.6
2252,9/30/2015,A,1196290959
2252,6/30/2015,A,849054686.8
2252,3/31/2015,A,384525038.6
2253,9/30/2015,A,21833115.67
2253,6/30/2015,A,14290227.71
2253,3/31/2015,A,4751939.29
2254,9/30/2015,A,96765535.68
2254,6/30/2015,A,66378241.92
2254,3/31/2015,A,27280234.67
2255,9/30/2015,A,72253340.72
2255,6/30/2015,A,56542243.69
2255,3/31/2015,A,13108498.26
2256,9/30/2015,A,43886018.55
2256,6/30/2015,A,34569563.73
2256,3/31/2015,A,15991876.92
2258,9/30/2015,A,111621833
2258,6/30/2015,A,89223793.85
2258,3/31/2015,A,26947236.23
2259,9/30/2015,A,8322390.62
2259,6/30/2015,A,5802785.02
2259,3/31/2015,A,-10309575.07
2260,9/30/2015,A,-8436336.69
2260,6/30/2015,A,-19315446.49
2260,3/31/2015,A,-13586786.96
2261,9/30/2015,A,144047038
2261,6/30/2015,A,126785429.9
2261,3/31/2015,A,111759201.7
2262,9/30/2015,A,213690054.4
2262,6/30/2015,A,144992172.5
2262,3/31/2015,A,59480495.76
2263,9/30/2015,A,945224.33
2263,6/30/2015,A,2405154.25
2263,3/31/2015,A,-8509672.42
2264,9/30/2015,A,-109523510.8
2264,6/30/2015,A,-30536722.32
2264,3/31/2015,A,13711392.96
2265,9/30/2015,A,-16213150.18
2265,6/30/2015,A,-10909349.95
2265,3/31/2015,A,-4685059.84
2266,9/30/2015,A,52152284.55
2266,6/30/2015,A,30505169.15
2266,3/31/2015,A,5316681.87
2267,9/30/2015,A,431654329.2
2267,6/30/2015,A,370420555.5
2267,3/31/2015,A,308044221.9
2268,9/30/2015,A,6220724.73
2268,6/30/2015,A,-3679061.4
2268,3/31/2015,A,-32153008.76
2269,9/30/2015,A,-176513694
2269,6/30/2015,A,-94760210
2269,3/31/2015,A,38806412
2270,9/30/2015,A,-87273.68
2270,6/30/2015,A,2294597.51
2270,3/31/2015,A,2643444.01
2271,9/30/2015,A,463739506.9
2271,6/30/2015,A,287582770.6
2271,3/31/2015,A,45162083.94
2272,9/30/2015,A,-8381717.2
2272,6/30/2015,A,4758797.87
2272,3/31/2015,A,2410673.1
2273,9/30/2015,A,116678028.6
2273,6/30/2015,A,84422695.83
2273,3/31/2015,A,35523895.55
2274,9/30/2015,A,19052044.11
2274,6/30/2015,A,3929550.64
2274,3/31/2015,A,-36738288.23
2275,9/30/2015,A,283471733
2275,6/30/2015,A,218105829.1
2275,3/31/2015,A,50878044.24
2276,9/30/2015,A,155010246.3
2276,6/30/2015,A,107425025.8
2276,3/31/2015,A,25451957.01
2277,9/30/2015,A,277154326.9
2277,6/30/2015,A,242396350.5
2277,3/31/2015,A,145885648.1
2278,9/30/2015,A,34281188.77
2278,6/30/2015,A,37902013.22
2278,3/31/2015,A,11119678.49
2279,9/30/2015,A,35146411.03
2279,6/30/2015,A,4651107.86
2279,3/31/2015,A,-15170759.01
2280,9/30/2015,A,202694681.4
2280,6/30/2015,A,141891042.7
2280,3/31/2015,A,59757937.73
2281,9/30/2015,A,177196711.4
2281,6/30/2015,A,114498357.8
2281,3/31/2015,A,41569250.53
2282,9/30/2015,A,20051998.41
2282,6/30/2015,A,15772744.35
2282,3/31/2015,A,4027494.77
2283,9/30/2015,A,114687740
2283,6/30/2015,A,82682311.49
2283,3/31/2015,A,30987036.88
2284,9/30/2015,A,123418438.3
2284,6/30/2015,A,107901706.3
2284,3/31/2015,A,46045691.14
2285,9/30/2015,A,263181006.7
2285,6/30/2015,A,170115417.1
2285,3/31/2015,A,53863592.55
2286,9/30/2015,A,36544795.81
2286,6/30/2015,A,29052858.96
2286,3/31/2015,A,15359115.42
2287,9/30/2015,A,186024086.6
2287,6/30/2015,A,151624650.3
2287,3/31/2015,A,55764815.66
2288,9/30/2015,A,32840783.21
2288,6/30/2015,A,24890219.33
2288,3/31/2015,A,17310686.16
2289,9/30/2015,A,2297008.65
2289,6/30/2015,A,-26042314.67
2289,3/31/2015,A,-37480339.52
2290,9/30/2015,A,30185222.8
2290,6/30/2015,A,22277039.21
2290,3/31/2015,A,10312610.78
2291,9/30/2015,A,24731228.07
2291,6/30/2015,A,27998839.95
2291,3/31/2015,A,12324294.1
2292,9/30/2015,A,371318330.5
2292,6/30/2015,A,249676086.5
2292,3/31/2015,A,74998153.06
2293,9/30/2015,A,330771108.9
2293,6/30/2015,A,187225671.7
2293,3/31/2015,A,118284083.5
2294,9/30/2015,A,927614179.1
2294,6/30/2015,A,620413164.2
2294,3/31/2015,A,314258293.4
2295,9/30/2015,A,7402110.88
2295,6/30/2015,A,2854646.41
2295,3/31/2015,A,-6860473
2296,9/30/2015,A,36420568.79
2296,6/30/2015,A,31020275.31
2296,3/31/2015,A,4002808.34
2297,9/30/2015,A,-49200290.28
2297,6/30/2015,A,-28041247.44
2297,3/31/2015,A,-13829899.48
2298,9/30/2015,A,20704042.11
2298,6/30/2015,A,9635418.17
2298,3/31/2015,A,1405213.58
2299,9/30/2015,A,-430906267.7
2299,6/30/2015,A,-408958507.6
2299,3/31/2015,A,-218358918.7
2300,9/30/2015,A,149455444.2
2300,6/30/2015,A,93575802.82
2300,3/31/2015,A,16660546.47
2301,9/30/2015,A,-18527209.74
2301,6/30/2015,A,-19679593.74
2301,3/31/2015,A,7393687.07
2302,9/30/2015,A,242445122.3
2302,6/30/2015,A,54528185.59
2302,3/31/2015,A,-98398412.03
2303,9/30/2015,A,191629747.3
2303,6/30/2015,A,148330050
2303,3/31/2015,A,62963525.56
2304,9/30/2015,A,4461171639
2304,6/30/2015,A,3184744174
2304,3/31/2015,A,2227135217
2305,9/30/2015,A,-117665030.8
2305,6/30/2015,A,-121400864.9
2305,3/31/2015,A,38085689.29
2306,9/30/2015,A,-155865464.8
2306,6/30/2015,A,-110017579.6
2306,3/31/2015,A,-54405959.13
2307,9/30/2015,A,10639780.71
2307,6/30/2015,A,5840583.04
2307,3/31/2015,A,1287185.9
2308,9/30/2015,A,46064521.96
2308,6/30/2015,A,17847155.41
2308,3/31/2015,A,-18543069.21
2309,9/30/2015,A,-395042205.6
2309,6/30/2015,A,-278588156.6
2309,3/31/2015,A,-68390500.84
2310,9/30/2015,A,256988862.6
2310,6/30/2015,A,154490770.9
2310,3/31/2015,A,-87494452.14
2311,9/30/2015,A,748798938.1
2311,6/30/2015,A,298037665.9
2311,3/31/2015,A,15874543.4
2312,9/30/2015,A,-154048551.7
2312,6/30/2015,A,-92012986.56
2312,3/31/2015,A,-41700806.65
2313,9/30/2015,A,-15118252.61
2313,6/30/2015,A,-28192429.57
2313,3/31/2015,A,-14913436.54
2314,9/30/2015,A,-47158998.11
2314,6/30/2015,A,-124678028.3
2314,3/31/2015,A,-34395759.54
2315,9/30/2015,A,133978084.6
2315,6/30/2015,A,108793060.7
2315,3/31/2015,A,23035201.21
2316,9/30/2015,A,19768184.44
2316,6/30/2015,A,11359542.64
2316,3/31/2015,A,1522516.98
2317,9/30/2015,A,216451250.6
2317,6/30/2015,A,145902061.4
2317,3/31/2015,A,65688274.54
2318,9/30/2015,A,113748848.6
2318,6/30/2015,A,71045963.38
2318,3/31/2015,A,29845764.23
2319,9/30/2015,A,2664049.65
2319,6/30/2015,A,4085653.26
2319,3/31/2015,A,-3032609.72
2320,9/30/2015,A,100807813.5
2320,6/30/2015,A,101788259.8
2320,3/31/2015,A,53424942.77
2321,9/30/2015,A,33385100.02
2321,6/30/2015,A,22350389.14
2321,3/31/2015,A,13932782.88
2322,9/30/2015,A,23935897.54
2322,6/30/2015,A,2117019.96
2322,3/31/2015,A,-8613115.97
2323,9/30/2015,A,163607968.2
2323,6/30/2015,A,5185639.35
2323,3/31/2015,A,4101540.35
2324,9/30/2015,A,200683371.7
2324,6/30/2015,A,157550665.6
2324,3/31/2015,A,85617227.26
2325,9/30/2015,A,255048109.1
2325,6/30/2015,A,145867728.6
2325,3/31/2015,A,82802464.57
2326,9/30/2015,A,128579124.8
2326,6/30/2015,A,110203791.1
2326,3/31/2015,A,37979258.69
2327,9/30/2015,A,250440838
2327,6/30/2015,A,182913802.1
2327,3/31/2015,A,101014737.2
2328,9/30/2015,A,121361748.6
2328,6/30/2015,A,92808638.37
2328,3/31/2015,A,43456056.79
2329,9/30/2015,A,96727899.75
2329,6/30/2015,A,72721551.62
2329,3/31/2015,A,17916709.16
2330,9/30/2015,A,29229599.25
2330,6/30/2015,A,24511438.97
2330,3/31/2015,A,21719006.43
2331,9/30/2015,A,52354901.15
2331,6/30/2015,A,25773741.01
2331,3/31/2015,A,11254941.24
2332,9/30/2015,A,69320099.87
2332,6/30/2015,A,43754462.09
2332,3/31/2015,A,12120152.05
2333,9/30/2015,A,91092976.05
2333,6/30/2015,A,97754663.87
2333,3/31/2015,A,-15792429.87
2334,9/30/2015,A,108666876.7
2334,6/30/2015,A,65748216.83
2334,3/31/2015,A,21200473.2
2335,9/30/2015,A,76942296.17
2335,6/30/2015,A,18837194.24
2335,3/31/2015,A,11240775.79
2336,9/30/2015,A,-142484771.9
2336,6/30/2015,A,45247079.06
2336,3/31/2015,A,43935406.25
2337,9/30/2015,A,-29856606.21
2337,6/30/2015,A,-21156729.29
2337,3/31/2015,A,12456510.76
2338,9/30/2015,A,39152968.82
2338,6/30/2015,A,34404399.58
2338,3/31/2015,A,13961252
2339,9/30/2015,A,77253667.61
2339,6/30/2015,A,19045813.87
2339,3/31/2015,A,-11581893.39
2340,9/30/2015,A,231957189.6
2340,6/30/2015,A,163237089.4
2340,3/31/2015,A,54218097.37
2341,9/30/2015,A,-644835.23
2341,6/30/2015,A,19542266.51
2341,3/31/2015,A,8092682.97
2342,9/30/2015,A,36060806.62
2342,6/30/2015,A,30165074.94
2342,3/31/2015,A,9262691.78
2343,9/30/2015,A,50421480.74
2343,6/30/2015,A,63486430.12
2343,3/31/2015,A,18238019.05
2344,9/30/2015,A,681413202.5
2344,6/30/2015,A,529131767.8
2344,3/31/2015,A,173303721.6
2345,9/30/2015,A,194521712.9
2345,6/30/2015,A,141512391
2345,3/31/2015,A,80383478.3
2346,9/30/2015,A,98663995.12
2346,6/30/2015,A,96824708.81
2346,3/31/2015,A,20346178.4
2347,9/30/2015,A,11468060.99
2347,6/30/2015,A,8046139.43
2347,3/31/2015,A,2241713.17
2348,9/30/2015,A,46181622.22
2348,6/30/2015,A,30132936.25
2348,3/31/2015,A,14670915.41
2349,9/30/2015,A,51762341.63
2349,6/30/2015,A,32913523.27
2349,3/31/2015,A,12859683.18
2350,9/30/2015,A,4532431.28
2350,6/30/2015,A,11591809.59
2350,3/31/2015,A,747770.22
2351,9/30/2015,A,75874563.24
2351,6/30/2015,A,52203903.48
2351,3/31/2015,A,25426243.07
2352,9/30/2015,A,20943644.95
2352,6/30/2015,A,13862599.49
2352,3/31/2015,A,6307807.52
2353,9/30/2015,A,122719861.9
2353,6/30/2015,A,102534246.1
2353,3/31/2015,A,56425564.66
2354,9/30/2015,A,238907298.3
2354,6/30/2015,A,139909192.9
2354,3/31/2015,A,71621040.21
2355,9/30/2015,A,21106189.28
2355,6/30/2015,A,14975980.67
2355,3/31/2015,A,7892907.54
2356,9/30/2015,A,57854309.89
2356,6/30/2015,A,55286204.36
2356,3/31/2015,A,-15517.25
2357,9/30/2015,A,110362988.3
2357,6/30/2015,A,74080094.95
2357,3/31/2015,A,41419735.38
2358,9/30/2015,A,204786379.2
2358,6/30/2015,A,98934422.02
2358,3/31/2015,A,34582974.59
2359,9/30/2015,A,2250923.41
2359,6/30/2015,A,894306.38
2359,3/31/2015,A,-10898847.81
2360,9/30/2015,A,81168102.25
2360,6/30/2015,A,51087627.34
2360,3/31/2015,A,10471127.68
2361,9/30/2015,A,82022050.32
2361,6/30/2015,A,52022980.87
2361,3/31/2015,A,19483633.05
2362,9/30/2015,A,-968467.74
2362,6/30/2015,A,999304.89
2362,3/31/2015,A,-1762955.55
2363,9/30/2015,A,49816843.78
2363,6/30/2015,A,36032972.89
2363,3/31/2015,A,23366797.05
2364,9/30/2015,A,99744189.62
2364,6/30/2015,A,64138629.84
2364,3/31/2015,A,25677947.3
2365,9/30/2015,A,17596464.56
2365,6/30/2015,A,12057940.15
2365,3/31/2015,A,6137277.97
2366,9/30/2015,A,-67942947.86
2366,6/30/2015,A,11475150.44
2366,3/31/2015,A,7343327.79
2367,9/30/2015,A,331901912.9
2367,6/30/2015,A,200671871
2367,3/31/2015,A,76966137.36
2368,9/30/2015,A,57425239.35
2368,6/30/2015,A,13699583.18
2368,3/31/2015,A,10416287.92
2369,9/30/2015,A,-32212869.64
2369,6/30/2015,A,-24552362.09
2369,3/31/2015,A,-28573572.75
2370,9/30/2015,A,43120107.6
2370,6/30/2015,A,31565622.23
2370,3/31/2015,A,14581515.94
2371,9/30/2015,A,60124252.81
2371,6/30/2015,A,31998994.89
2371,3/31/2015,A,6489500.58
2372,9/30/2015,A,329557058.9
2372,6/30/2015,A,190432495.9
2372,3/31/2015,A,58194328.5
2373,9/30/2015,A,227438681.6
2373,6/30/2015,A,118133732.4
2373,3/31/2015,A,49048925.64
2374,9/30/2015,A,71127433.6
2374,6/30/2015,A,51902848.45
2374,3/31/2015,A,15280851.2
2375,9/30/2015,A,611303017.2
2375,6/30/2015,A,500844866.3
2375,3/31/2015,A,207809798.7
2376,9/30/2015,A,138777637
2376,6/30/2015,A,76197808.78
2376,3/31/2015,A,30174871.7
2377,9/30/2015,A,12242860.02
2377,6/30/2015,A,8081040.43
2377,3/31/2015,A,-7010324.25
2378,9/30/2015,A,-79500864.75
2378,6/30/2015,A,-28301694.59
2378,3/31/2015,A,-9374951.91
2379,9/30/2015,A,7297635.58
2379,6/30/2015,A,-64750475.94
2379,3/31/2015,A,-38243522.86
2380,9/30/2015,A,39593456.86
2380,6/30/2015,A,24756992.03
2380,3/31/2015,A,3335144.82
2381,9/30/2015,A,85555168.94
2381,6/30/2015,A,51324510.49
2381,3/31/2015,A,22732716.87
2382,9/30/2015,A,138697346.4
2382,6/30/2015,A,80893346.52
2382,3/31/2015,A,40414177.89
2383,9/30/2015,A,9379099.72
2383,6/30/2015,A,3347448.29
2383,3/31/2015,A,-14152452.16
2384,9/30/2015,A,61376657.54
2384,6/30/2015,A,54553716.84
2384,3/31/2015,A,11462858.49
2385,9/30/2015,A,362973908.6
2385,6/30/2015,A,196707746.4
2385,3/31/2015,A,103334419.8
2386,9/30/2015,A,-140622080.6
2386,6/30/2015,A,-98829365.2
2386,3/31/2015,A,-64441665.96
2387,9/30/2015,A,-159204364.4
2387,6/30/2015,A,-74988857.44
2387,3/31/2015,A,-18523098.15
2388,9/30/2015,A,5819788.06
2388,6/30/2015,A,1668364.04
2388,3/31/2015,A,459153.95
2389,9/30/2015,A,79613356.67
2389,6/30/2015,A,50587257.58
2389,3/31/2015,A,22595738.14
2390,9/30/2015,A,134974520
2390,6/30/2015,A,84259375.45
2390,3/31/2015,A,34152044.43
2391,9/30/2015,A,183646943.3
2391,6/30/2015,A,130600696.9
2391,3/31/2015,A,46631478.47
