Stkcd,Accper,Typrep,A003100000,A003000000
584,9/30/2015,A,1921057756.87 ,2076213525.57 
584,6/30/2015,A,1950275787.28 ,2110333820.37 
584,3/31/2015,A,1946704848.35 ,2107655838.21 
585,9/30/2015,A,289105864.23 ,289526758.86 
585,6/30/2015,A,284589558.82 ,285016166.24 
585,3/31/2015,A,283697367.12 ,284123431.87 
586,9/30/2015,A,230798735.02 ,252663405.64 
586,6/30/2015,A,212894859.42 ,234949576.92 
586,3/31/2015,A,210724041.65 ,233741589.33 
587,9/30/2015,A,1425129026.36 ,1523336089.27 
587,6/30/2015,A,1377042521.83 ,1475525136.08 
587,3/31/2015,A,1337374311.00 ,1436805476.10 
589,9/30/2015,A,3830414512.32 ,3829346601.78 
589,6/30/2015,A,3838589209.85 ,3837456565.89 
589,3/31/2015,A,3816453376.19 ,3817877050.97 
590,9/30/2015,A,215442334.36 ,215442334.36 
590,6/30/2015,A,196510341.49 ,196510341.49 
590,3/31/2015,A,195058197.98 ,195058197.98 
591,9/30/2015,A,395212750.40 ,453989815.92 
591,6/30/2015,A,416008642.75 ,485199018.36 
591,3/31/2015,A,408122551.28 ,484233654.33 
592,9/30/2015,A,1168746539.92 ,1452466457.44 
592,6/30/2015,A,1169111071.31 ,1452610944.78 
592,3/31/2015,A,1139044723.15 ,1423337423.16 
593,9/30/2015,A,640811908.68 ,640811908.68 
593,6/30/2015,A,660088077.03 ,660088077.03 
593,3/31/2015,A,667137827.28 ,667137827.28 
594,3/31/2015,A,2589789603.83 ,2692180214.66 
595,9/30/2015,A,822620294.98 ,822620294.98 
595,6/30/2015,A,838093183.18 ,838093183.18 
595,3/31/2015,A,859690156.94 ,859690156.94 
596,9/30/2015,A,4606571509.41 ,4606571509.41 
596,6/30/2015,A,4516257599.46 ,4516257599.46 
596,3/31/2015,A,4508537068.53 ,4508537068.53 
597,9/30/2015,A,2449279738.19 ,2542590620.10 
597,6/30/2015,A,2578559193.24 ,2677729203.95 
597,3/31/2015,A,2633383329.78 ,2730723514.27 
598,9/30/2015,A,8110789618.99 ,8175834809.38 
598,6/30/2015,A,7815541993.17 ,7857474314.64 
598,3/31/2015,A,7571023767.90 ,7610454802.41 
599,9/30/2015,A,2531557416.34 ,2563738053.95 
599,6/30/2015,A,2515173604.00 ,2549079416.98 
599,3/31/2015,A,2503786336.32 ,2518656594.77 
600,9/30/2015,A,10291565831.27 ,12253755231.99 
600,6/30/2015,A,9635359261.84 ,11414400695.34 
600,3/31/2015,A,9531518640.11 ,11609232669.26 
601,9/30/2015,A,3908048244.11 ,4150507445.28 
601,6/30/2015,A,3807161335.96 ,4042805407.05 
601,3/31/2015,A,3813011952.13 ,4042876128.86 
603,9/30/2015,A,898718612.22 ,998915450.65 
603,6/30/2015,A,833746234.17 ,943225752.08 
603,3/31/2015,A,730585445.88 ,811413414.89 
605,9/30/2015,A,993601949.14 ,1126973035.09 
605,6/30/2015,A,969556715.93 ,1097912285.66 
605,3/31/2015,A,964201327.96 ,1092173744.20 
606,9/30/2015,A,760927937.93 ,839170193.58 
606,6/30/2015,A,782703875.75 ,861945715.50 
606,3/31/2015,A,790807870.26 ,858927402.33 
607,9/30/2015,A,1389060716.30 ,1509448238.28 
607,6/30/2015,A,1333067662.60 ,1446252238.34 
607,3/31/2015,A,1262003150.44 ,1329700716.44 
608,9/30/2015,A,3312381000.00 ,4100963000.00 
608,6/30/2015,A,3277654000.00 ,4065288000.00 
608,3/31/2015,A,3241970000.00 ,4305787000.00 
609,9/30/2015,A,1282090813.07 ,1285163607.67 
609,6/30/2015,A,1276992134.63 ,1280658338.83 
609,3/31/2015,A,1276573474.88 ,1281650257.23 
610,9/30/2015,A,764476090.60 ,813082786.80 
610,6/30/2015,A,767194915.51 ,792494566.89 
610,3/31/2015,A,767278326.75 ,768410066.75 
611,9/30/2015,A,520847321.09 ,520847321.09 
611,6/30/2015,A,521643460.12 ,521643460.12 
611,3/31/2015,A,536100621.37 ,536100621.37 
612,9/30/2015,A,4802527297.74 ,4802527297.74 
612,6/30/2015,A,4875463637.78 ,4875463637.78 
612,3/31/2015,A,4756789830.52 ,4756789830.52 
613,9/30/2015,A,77969131.69 ,77969131.69 
613,6/30/2015,A,81023367.69 ,81023367.69 
613,3/31/2015,A,84302400.30 ,84302400.30 
615,9/30/2015,A,1612905922.47 ,1680569171.79 
615,6/30/2015,A,753002017.50 ,753002017.50 
615,3/31/2015,A,759705189.04 ,759705189.04 
616,9/30/2015,A,4249175657.35 ,4270972989.72 
616,6/30/2015,A,4303436377.95 ,4325077521.60 
616,3/31/2015,A,4226561550.49 ,4247837111.58 
617,9/30/2015,A,574449013.91 ,574449013.91 
617,6/30/2015,A,605790838.11 ,605790838.11 
617,3/31/2015,A,601505008.80 ,601505008.80 
619,9/30/2015,A,2407396819.38 ,2630397534.36 
619,6/30/2015,A,2374308824.00 ,2636666349.09 
619,3/31/2015,A,2375657085.35 ,2634086864.80 
620,9/30/2015,A,5743687986.28 ,6486115485.53 
620,6/30/2015,A,5624705963.62 ,6152213955.37 
620,3/31/2015,A,5581401971.69 ,5819470627.89 
622,9/30/2015,A,177636841.95 ,196603557.79 
622,6/30/2015,A,185125577.86 ,205500550.12 
622,3/31/2015,A,194013700.85 ,215155255.99 
623,9/30/2015,A,16738326112.95 ,16939579248.17 
623,6/30/2015,A,17181086507.93 ,17397406472.02 
623,3/31/2015,A,13369511800.60 ,13583971896.64 
625,9/30/2015,A,31095460670.58 ,30872979818.27 
625,6/30/2015,A,29504554653.01 ,29295137512.49 
625,3/31/2015,A,28107948242.20 ,27909839633.98 
626,9/30/2015,A,910535491.23 ,1945088671.60 
626,6/30/2015,A,848478766.69 ,1853186965.71 
626,3/31/2015,A,790856608.54 ,1774654041.85 
627,9/30/2015,A,1394373871.74 ,1436181580.77 
627,6/30/2015,A,1411382324.75 ,1453211524.86 
627,3/31/2015,A,1429065888.00 ,1470111994.98 
628,9/30/2015,A,636971060.33 ,623182141.95 
628,6/30/2015,A,641540041.56 ,629636554.17 
628,3/31/2015,A,152944682.63 ,139446894.90 
629,9/30/2015,A,9542640648.68 ,10867460618.58 
629,6/30/2015,A,10019076142.07 ,11441574506.09 
629,3/31/2015,A,10132455304.45 ,11475203766.43 
630,9/30/2015,A,14764465395.83 ,15616434210.97 
630,6/30/2015,A,14992803613.82 ,15847932932.78 
630,3/31/2015,A,14840061493.56 ,15683600017.26 
631,9/30/2015,A,3667966911.62 ,3667966911.62 
631,6/30/2015,A,3639208814.08 ,3639208814.08 
631,3/31/2015,A,3695584600.73 ,3695584600.73 
632,9/30/2015,A,1259501990.39 ,1479528094.29 
632,6/30/2015,A,1261274381.34 ,1468567610.54 
632,3/31/2015,A,1261429505.87 ,1471556007.23 
633,9/30/2015,A,178371938.49 ,178371938.49 
633,6/30/2015,A,184132989.58 ,184132989.58 
633,3/31/2015,A,193143157.33 ,193143157.33 
635,9/30/2015,A,2789995295.71 ,2789995295.71 
635,6/30/2015,A,2791683158.34 ,2791683158.34 
635,3/31/2015,A,2772620487.64 ,2772620487.64 
636,9/30/2015,A,3750395620.20 ,3802268411.07 
636,6/30/2015,A,4000278598.43 ,4051540408.86 
636,3/31/2015,A,3789683391.82 ,3840303225.96 
637,9/30/2015,A,844164170.98 ,963973345.97 
637,6/30/2015,A,817850218.49 ,925613411.34 
637,3/31/2015,A,832190486.14 ,919383695.68 
638,9/30/2015,A,224952003.69 ,330791153.37 
638,6/30/2015,A,225572029.58 ,331476090.74 
638,3/31/2015,A,230083861.06 ,336080363.63 
639,9/30/2015,A,1340751171.91 ,1340751171.91 
639,6/30/2015,A,1285904964.85 ,1285904964.85 
639,3/31/2015,A,1268409864.17 ,1268409864.17 
650,9/30/2015,A,2268158319.54 ,2433493062.21 
650,6/30/2015,A,2168675846.03 ,2320401658.98 
650,3/31/2015,A,2106774861.46 ,2243270266.20 
651,9/30/2015,A,44933786727.74 ,45956845990.69 
651,6/30/2015,A,41114825159.98 ,42113991979.92 
651,3/31/2015,A,46933979811.83 ,47926911090.11 
652,9/30/2015,A,2424478042.79 ,3490581445.46 
652,6/30/2015,A,2396858679.50 ,3481790766.64 
652,3/31/2015,A,2385013889.71 ,3471722427.37 
655,9/30/2015,A,3100357814.72 ,3123956500.05 
655,6/30/2015,A,3122227715.64 ,3147827766.02 
655,3/31/2015,A,3126161300.58 ,3152483032.03 
656,9/30/2015,A,12470750024.92 ,15302500832.41 
656,6/30/2015,A,12134479313.59 ,14815428355.11 
656,3/31/2015,A,12048818804.11 ,14711062228.26 
657,9/30/2015,A,3293156974.62 ,3839420112.41 
657,6/30/2015,A,3332499901.19 ,3848998463.47 
657,3/31/2015,A,3401039670.72 ,3838407517.65 
659,9/30/2015,A,1104089067.44 ,1112398685.70 
659,6/30/2015,A,1120935695.08 ,1129495954.22 
659,3/31/2015,A,1077853118.72 ,1085427005.24 
661,9/30/2015,A,1691002879.56 ,2329483828.00 
661,6/30/2015,A,1584760424.50 ,2161734645.42 
661,3/31/2015,A,1556396659.33 ,2084889651.23 
662,9/30/2015,A,572429184.73 ,573835461.42 
662,6/30/2015,A,572616306.95 ,574340685.00 
662,3/31/2015,A,572458670.16 ,574053189.31 
663,9/30/2015,A,1562505387.24 ,1594063859.77 
663,6/30/2015,A,320388934.77 ,351477705.67 
663,3/31/2015,A,315818077.54 ,345204901.02 
665,9/30/2015,A,5252257517.59 ,5251002060.15 
665,6/30/2015,A,5190251591.34 ,5189408459.67 
665,3/31/2015,A,5120455977.62 ,5119961553.65 
666,9/30/2015,A,5983507168.08 ,13523726059.19 
666,6/30/2015,A,5898456824.74 ,13033947435.07 
666,3/31/2015,A,5705733801.15 ,12607855264.22 
667,9/30/2015,A,5611803436.40 ,5805244087.95 
667,6/30/2015,A,5487120772.21 ,5680673759.68 
667,3/31/2015,A,5462848812.38 ,5656484486.16 
668,9/30/2015,A,616361789.90 ,692547013.70 
668,6/30/2015,A,619566677.37 ,695529551.86 
668,3/31/2015,A,613054505.32 ,689316060.07 
669,9/30/2015,A,4142124231.20 ,4567482985.81 
669,6/30/2015,A,4067810419.31 ,4476181353.32 
669,3/31/2015,A,4098008320.15 ,4449887780.95 
670,9/30/2015,A,521921579.23 ,520627893.08 
670,6/30/2015,A,516131684.01 ,514703199.24 
670,3/31/2015,A,499370340.09 ,542022725.58 
671,9/30/2015,A,6617337268.80 ,7683765233.86 
671,6/30/2015,A,6582393686.82 ,8115547576.77 
671,3/31/2015,A,6647533930.29 ,7280103291.36 
672,9/30/2015,A,1728947318.26 ,1842920083.91 
672,6/30/2015,A,1790714536.14 ,1828853082.86 
672,3/31/2015,A,1765545084.53 ,1805179595.51 
673,9/30/2015,A,2043005016.25 ,2058358894.92 
673,6/30/2015,A,2002070342.75 ,2002854265.46 
673,3/31/2015,A,5672454.47 ,6456368.92 
676,9/30/2015,A,124869992.16 ,127067264.51 
676,6/30/2015,A,120982358.26 ,124512240.15 
676,3/31/2015,A,136875765.93 ,142574475.03 
677,9/30/2015,A,-31683960.56 ,327486174.40 
677,6/30/2015,A,34627929.83 ,393220982.05 
677,3/31/2015,A,122755987.28 ,480473632.56 
678,9/30/2015,A,1040250298.16 ,1094563532.24 
678,6/30/2015,A,1057308493.27 ,1110658486.21 
678,3/31/2015,A,1044950732.32 ,1105339438.89 
679,9/30/2015,A,1554786687.30 ,2198274971.08 
679,6/30/2015,A,1599188771.80 ,2233591893.09 
679,3/31/2015,A,1590875394.12 ,2227709357.71 
680,9/30/2015,A,3600111586.26 ,3992264997.19 
680,6/30/2015,A,3764089140.70 ,4170854584.84 
680,3/31/2015,A,4002776163.79 ,4426799621.99 
681,9/30/2015,A,2012632319.53 ,2024364688.88 
681,6/30/2015,A,1405211812.87 ,1428142577.50 
681,3/31/2015,A,1376518660.56 ,1399925177.22 
682,9/30/2015,A,1487956610.14 ,1850947809.94 
682,6/30/2015,A,1482449858.15 ,1831925362.39 
682,3/31/2015,A,1468219187.04 ,1771756912.58 
683,9/30/2015,A,6070568098.29 ,8482958056.94 
683,6/30/2015,A,6085842370.83 ,8607438644.44 
683,3/31/2015,A,6078790581.41 ,8599477191.00 
685,9/30/2015,A,9576529556.41 ,9764932051.67 
685,6/30/2015,A,9440665911.10 ,9617563631.07 
685,3/31/2015,A,7925283166.71 ,8094942258.38 
686,9/30/2015,A,10701813651.25 ,10911748406.49 
686,6/30/2015,A,10445548368.36 ,10585199096.09 
686,3/31/2015,A,9419576017.82 ,9565101749.19 
687,9/30/2015,A,1404205474.59 ,1431245803.97 
687,6/30/2015,A,1397247016.68 ,1415709397.46 
687,3/31/2015,A,1334025502.31 ,1561822211.46 
688,9/30/2015,A,1328553970.46 ,1328553970.46 
688,6/30/2015,A,1306890186.05 ,1306890186.05 
688,3/31/2015,A,1221501399.17 ,1221501399.17 
690,9/30/2015,A,4774792422.20 ,4774792422.20 
690,6/30/2015,A,4913691604.72 ,4913691604.72 
690,3/31/2015,A,4664682695.65 ,4664682695.65 
691,9/30/2015,A,126503877.56 ,143023317.47 
691,6/30/2015,A,125585943.94 ,141736351.41 
691,3/31/2015,A,128657372.00 ,144328564.53 
692,9/30/2015,A,1248322856.72 ,1257650736.35 
692,6/30/2015,A,1339565685.20 ,1348293571.41 
692,3/31/2015,A,1424318654.20 ,1433247059.66 
693,9/30/2015,A,1494072789.38 ,1494072789.38 
693,6/30/2015,A,1488640803.56 ,1488640803.56 
693,3/31/2015,A,1390789411.14 ,1390789411.14 
695,9/30/2015,A,306863538.07 ,306863538.07 
695,6/30/2015,A,316526897.15 ,316526897.15 
695,3/31/2015,A,327528136.55 ,327528136.55 
697,9/30/2015,A,1458660647.81 ,1462004342.56 
697,6/30/2015,A,1435042124.01 ,1438088582.66 
697,3/31/2015,A,1426182673.29 ,1428965882.78 
698,9/30/2015,A,3803915641.65 ,3795423828.99 
698,6/30/2015,A,3079027137.52 ,3066049890.16 
698,3/31/2015,A,3062420179.43 ,3049443002.69 
700,9/30/2015,A,2301249151.70 ,2301249151.70 
700,6/30/2015,A,2298721709.11 ,2298721709.11 
700,3/31/2015,A,2146255054.51 ,2146255054.51 
701,9/30/2015,A,2649216910.08 ,3188379862.30 
701,6/30/2015,A,1848838854.26 ,2380545137.42 
701,3/31/2015,A,1849831216.20 ,2371127978.78 
702,9/30/2015,A,451062067.99 ,454574156.68 
702,6/30/2015,A,468930905.04 ,472493901.87 
702,3/31/2015,A,476373596.38 ,480564981.85 
703,9/30/2015,A,5127240259.11 ,7186976880.47 
703,6/30/2015,A,5138213946.77 ,7246548704.72 
703,3/31/2015,A,5080798565.88 ,7160135070.68 
705,9/30/2015,A,1229214740.33 ,1241631450.55 
705,6/30/2015,A,1230219098.86 ,1240481711.96 
705,3/31/2015,A,1224077509.93 ,1235190791.17 
707,9/30/2015,A,1434328604.34 ,1479240705.42 
707,6/30/2015,A,1434145054.19 ,1479396926.44 
707,3/31/2015,A,1434389569.96 ,1480611107.48 
708,9/30/2015,A,3433327198.88 ,3433327198.88 
708,6/30/2015,A,3366393006.23 ,3366393006.23 
708,3/31/2015,A,3377370657.03 ,3377370657.03 
709,9/30/2015,A,43540285446.09 ,45581918884.91 
709,6/30/2015,A,43408637345.49 ,45551396134.98 
709,3/31/2015,A,43214632942.19 ,45379944145.36 
710,9/30/2015,A,122346714.29 ,122346714.29 
710,6/30/2015,A,125193931.53 ,125193931.53 
710,3/31/2015,A,124503693.90 ,124503693.90 
711,9/30/2015,A,-292132090.21 ,-273912427.55 
711,6/30/2015,A,-276511326.56 ,-257237348.14 
711,3/31/2015,A,239255647.26 ,303384249.17 
712,9/30/2015,A,3217002458.70 ,4809514347.14 
712,6/30/2015,A,3083698027.89 ,4669886645.15 
712,3/31/2015,A,2787077654.05 ,4280526148.90 
713,9/30/2015,A,1287230008.88 ,1287230008.88 
713,6/30/2015,A,1353448514.06 ,1353448514.06 
713,3/31/2015,A,1364748036.29 ,1364748036.29 
715,9/30/2015,A,1110256406.91 ,1110256406.91 
715,6/30/2015,A,1123579086.42 ,1123579086.42 
715,3/31/2015,A,1109516309.32 ,1109516309.32 
716,9/30/2015,A,1704115313.68 ,1705779035.38 
716,6/30/2015,A,1668808139.33 ,1670497332.60 
716,3/31/2015,A,1892306242.58 ,1894016469.25 
717,9/30/2015,A,1167829618.66 ,1167829618.66 
717,6/30/2015,A,2056855741.35 ,2056855741.35 
717,3/31/2015,A,2505940570.45 ,2505940570.45 
718,9/30/2015,A,5226198365.09 ,5669227324.26 
718,6/30/2015,A,4786042997.73 ,4785869387.14 
718,3/31/2015,A,4893496183.89 ,4893454200.13 
719,9/30/2015,A,5928028194.91 ,5954448196.80 
719,6/30/2015,A,5785621801.87 ,5811997892.39 
719,3/31/2015,A,5647836909.06 ,5673301164.45 
720,9/30/2015,A,935472104.72 ,1241448476.94 
720,6/30/2015,A,923648497.89 ,1219542659.33 
720,3/31/2015,A,892592914.15 ,1172578208.37 
721,9/30/2015,A,681068522.91 ,696633466.21 
721,6/30/2015,A,688731548.88 ,702845824.40 
721,3/31/2015,A,689311868.56 ,702929025.42 
722,9/30/2015,A,2562766446.38 ,2684615421.30 
722,6/30/2015,A,2516034483.57 ,2637765514.27 
722,3/31/2015,A,2474255698.04 ,2595657671.78 
723,9/30/2015,A,420715970.91 ,457302566.73 
723,6/30/2015,A,434830512.26 ,472687337.55 
723,3/31/2015,A,448975265.56 ,488074190.82 
725,9/30/2015,A,78016645611.00 ,78944819856.00 
725,6/30/2015,A,78096913076.00 ,78903151940.00 
725,3/31/2015,A,77108963441.00 ,77910005875.00 
726,9/30/2015,A,6676069664.40 ,7104174040.18 
726,6/30/2015,A,6456030484.38 ,6873053983.82 
726,3/31/2015,A,6741743242.88 ,7168692033.44 
727,9/30/2015,A,10724665671.76 ,18189330216.57 
727,6/30/2015,A,10733187007.31 ,18199913588.56 
727,3/31/2015,A,10738639883.59 ,18206037730.67 
728,9/30/2015,A,19152592169.66 ,19152592169.66 
728,6/30/2015,A,19100903338.90 ,19100903338.90 
728,3/31/2015,A,18055352924.94 ,18055352924.94 
729,9/30/2015,A,12942996298.59 ,14005170339.05 
729,6/30/2015,A,12731786422.77 ,13794419241.18 
729,3/31/2015,A,12299241742.03 ,13437702922.67 
731,9/30/2015,A,2723529712.44 ,2838183908.95 
731,6/30/2015,A,2710089886.27 ,2812099357.82 
731,3/31/2015,A,2681289196.18 ,2784786475.56 
732,9/30/2015,A,9690702284.78 ,11300309768.39 
732,6/30/2015,A,5728792395.27 ,7351588540.22 
732,3/31/2015,A,5186387439.10 ,8087650597.38 
733,9/30/2015,A,3463205176.10 ,3697478949.24 
733,6/30/2015,A,3418031665.48 ,3654620861.46 
733,3/31/2015,A,3366698178.91 ,3602278910.72 
735,9/30/2015,A,1705333612.13 ,1815035269.10 
735,6/30/2015,A,1663608170.33 ,1773036712.17 
735,3/31/2015,A,1676456499.89 ,1783153029.71 
736,9/30/2015,A,1701692210.37 ,2961921403.18 
736,6/30/2015,A,1703181284.92 ,2964968874.83 
736,3/31/2015,A,1684685507.10 ,2945111118.23 
737,9/30/2015,A,220870233.96 ,194102321.71 
737,6/30/2015,A,267881862.83 ,242109036.30 
737,3/31/2015,A,314562716.75 ,289170855.51 
738,9/30/2015,A,4703778948.65 ,4814870849.67 
738,6/30/2015,A,4647977875.72 ,4759616931.76 
738,3/31/2015,A,4590677207.00 ,4702006801.19 
739,9/30/2015,A,2394170459.65 ,2394170459.65 
739,6/30/2015,A,2438793949.68 ,2438793949.68 
739,3/31/2015,A,2354018518.64 ,2354018518.64 
748,9/30/2015,A,3306270749.62 ,3388613011.28 
748,6/30/2015,A,3245613493.92 ,3333060748.28 
748,3/31/2015,A,2404100415.30 ,2485612126.03 
750,9/30/2015,A,12757276809.40 ,13190937403.96 
750,6/30/2015,A,7540539456.70 ,7965363341.69 
750,3/31/2015,A,7193269253.96 ,7614641686.04 
751,9/30/2015,A,2004514389.04 ,1986360774.93 
751,6/30/2015,A,1981937546.90 ,1963783932.79 
751,3/31/2015,A,1948080080.88 ,1929925785.02 
752,9/30/2015,A,787766015.44 ,1226901160.78 
752,6/30/2015,A,787442147.59 ,1218107313.87 
752,3/31/2015,A,782454169.77 ,1203346345.65 
753,9/30/2015,A,1411932262.88 ,1568306318.58 
753,6/30/2015,A,1430325187.56 ,1644911784.33 
753,3/31/2015,A,1465032982.15 ,1681265630.31 
755,9/30/2015,A,1347122642.00 ,1371563536.35 
755,6/30/2015,A,1485052324.77 ,1512369535.55 
755,3/31/2015,A,1628023510.30 ,1661208518.90 
756,9/30/2015,A,1825884260.03 ,1930607322.57 
756,6/30/2015,A,1838669655.88 ,1940630554.09 
756,3/31/2015,A,1838921894.75 ,1932644757.76 
757,9/30/2015,A,548435110.40 ,548435110.40 
757,6/30/2015,A,548539155.87 ,548539155.87 
757,3/31/2015,A,533809723.02 ,533809723.02 
758,9/30/2015,A,4676397597.39 ,6496722573.20 
758,6/30/2015,A,4703411470.19 ,6570861201.56 
758,3/31/2015,A,4617509793.25 ,6502224076.75 
759,9/30/2015,A,2906707590.50 ,2917017541.85 
759,6/30/2015,A,2990432388.29 ,3013327588.16 
759,3/31/2015,A,3072630544.63 ,3096165763.57 
760,9/30/2015,A,1638895594.16 ,1720989979.60 
760,6/30/2015,A,1527816614.14 ,1565209175.15 
760,3/31/2015,A,1546749262.13 ,1584905049.63 
761,9/30/2015,A,15398723790.45 ,15862264400.31 
761,6/30/2015,A,15366607525.78 ,15835881933.63 
761,3/31/2015,A,15460258132.06 ,15941802886.63 
762,9/30/2015,A,1635513920.87 ,1986739196.35 
762,6/30/2015,A,1630639615.61 ,1980035983.45 
762,3/31/2015,A,1602073640.42 ,1966768134.79 
766,9/30/2015,A,1246672873.59 ,1246672873.59 
766,6/30/2015,A,1247925224.18 ,1247925224.18 
766,3/31/2015,A,1257404672.76 ,1257404672.76 
767,9/30/2015,A,5922049149.76 ,6866270371.26 
767,6/30/2015,A,5738984528.10 ,6641344816.09 
767,3/31/2015,A,5254241453.44 ,6168003681.33 
768,9/30/2015,A,14663400051.38 ,16240537160.86 
768,6/30/2015,A,11849425255.11 ,13287518146.51 
768,3/31/2015,A,11735675253.77 ,12716626471.09 
776,9/30/2015,A,73327984758.47 ,75402431561.85 
776,6/30/2015,A,72586569504.38 ,74643555200.52 
776,3/31/2015,A,41879129680.05 ,43816856374.62 
777,9/30/2015,A,1104820154.63 ,1139849740.36 
777,6/30/2015,A,1088688667.44 ,1123986172.97 
777,3/31/2015,A,1092376827.96 ,1128747225.01 
778,9/30/2015,A,16708300829.64 ,17874140382.01 
778,6/30/2015,A,16904215380.09 ,18072229326.73 
778,3/31/2015,A,16584062376.72 ,17662554417.87 
779,9/30/2015,A,261696812.50 ,261696812.50 
779,6/30/2015,A,267469839.78 ,267469839.78 
779,3/31/2015,A,274819401.88 ,274819401.88 
780,9/30/2015,A,4518290090.96 ,4518290090.96 
780,6/30/2015,A,4681766609.14 ,4681766609.14 
780,3/31/2015,A,4678424868.86 ,4678424868.86 
782,9/30/2015,A,1293120364.59 ,1332454014.77 
782,6/30/2015,A,1310231110.02 ,1350487876.28 
782,3/31/2015,A,1251946936.20 ,1292262626.83 
783,9/30/2015,A,15958586431.37 ,16157602841.16 
783,6/30/2015,A,15885491637.39 ,15902650362.71 
783,3/31/2015,A,14821476578.95 ,14838266747.52 
785,9/30/2015,A,828334862.04 ,956310362.11 
785,6/30/2015,A,844467353.79 ,976055976.26 
785,3/31/2015,A,857839128.52 ,981933392.52 
786,9/30/2015,A,7530820476.08 ,8914566219.30 
786,6/30/2015,A,7290409761.35 ,8586799856.40 
786,3/31/2015,A,7288797548.21 ,8640536399.46 
788,9/30/2015,A,922799444.00 ,933360965.59 
788,6/30/2015,A,988186142.39 ,1002328568.29 
788,3/31/2015,A,1023453204.88 ,1041524124.88 
789,9/30/2015,A,2530048185.67 ,3919558048.51 
789,6/30/2015,A,2485419815.15 ,4171144617.46 
789,3/31/2015,A,2568073336.20 ,4287836057.79 
790,9/30/2015,A,562458357.28 ,562458357.28 
790,6/30/2015,A,625016884.50 ,625016884.50 
790,3/31/2015,A,636510673.29 ,636510673.29 
791,9/30/2015,A,3713272599.88 ,3848210523.29 
791,6/30/2015,A,3542076296.85 ,3672954273.61 
791,3/31/2015,A,3522297341.52 ,3653752791.55 
792,9/30/2015,A,18098044821.26 ,19704610304.44 
792,6/30/2015,A,17865270211.84 ,19420276208.46 
792,3/31/2015,A,17706817119.83 ,19284899755.59 
793,9/30/2015,A,8289569361.96 ,8714987049.18 
793,6/30/2015,A,8200632957.73 ,8588815414.41 
793,3/31/2015,A,7919690778.62 ,8296366614.92 
795,9/30/2015,A,1199341727.75 ,1205997722.72 
795,6/30/2015,A,728015135.57 ,735024945.78 
795,3/31/2015,A,751252467.87 ,757954020.47 
796,9/30/2015,A,824057894.54 ,961490603.63 
796,6/30/2015,A,557332612.29 ,681197149.50 
796,3/31/2015,A,552392867.56 ,673450988.62 
797,9/30/2015,A,1062490222.11 ,1227732463.98 
797,6/30/2015,A,1126900082.63 ,1343045353.67 
797,3/31/2015,A,1101104494.64 ,1341825249.31 
798,9/30/2015,A,839079364.59 ,917317929.70 
798,6/30/2015,A,847396476.80 ,958992015.06 
798,3/31/2015,A,846008649.74 ,959007416.87 
