Source,Target,Sort,Time
2044,605,2,2013/12/31
2417,605,2,2013/12/31
600202,605,2,2013/12/31
526,600815,2,2013/12/31
2486,600815,2,2013/12/31
2706,600993,2,2013/12/31
600229,600993,2,2013/12/31
2495,2198,2,2013/12/31
33,691,2,2013/12/31
2362,691,2,2013/12/31
2365,691,2,2013/12/31
300010,691,2,2013/12/31
300031,691,2,2013/12/31
300050,691,2,2013/12/31
601118,600982,2,2013/12/31
2189,600984,2,2013/12/31
300001,600984,2,2013/12/31
300131,600984,2,2013/12/31
600545,600806,2,2013/12/31
601636,600315,2,2013/12/31
600711,600667,2,2013/12/31
600995,600667,2,2013/12/31
300068,637,2,2013/12/31
300228,637,2,2013/12/31
300352,637,2,2013/12/31
600273,637,2,2013/12/31
2168,600645,2,2013/12/31
600747,600149,2,2013/12/31
300157,600691,2,2013/12/31
2417,600163,2,2013/12/31
300194,600090,2,2013/12/31
502,600692,2,2013/12/31
2168,600692,2,2013/12/31
2021,600145,2,2013/12/31
561,2058,2,2013/12/31
802,600216,2,2013/12/31
2676,609,2,2013/12/31
600965,729,2,2013/12/31
90,600308,2,2013/12/31
2240,600617,2,2013/12/31
2397,601007,2,2013/12/31
2087,669,2,2013/12/31
2087,600991,2,2013/12/31
1696,600960,2,2013/12/31
2366,600765,2,2013/12/31
2320,600259,2,2013/12/31
300319,600259,2,2013/12/31
600149,600259,2,2013/12/31
300225,600209,2,2013/12/31
796,802,2,2013/12/31
300366,802,2,2013/12/31
300295,533,2,2013/12/31
955,430,2,2013/12/31
2473,600438,2,2013/12/31
524,592,2,2013/12/31
2189,592,2,2013/12/31
2512,592,2,2013/12/31
2723,592,2,2013/12/31
2550,600545,2,2013/12/31
2621,906,2,2013/12/31
600508,906,2,2013/12/31
709,600728,2,2013/12/31
300071,600728,2,2013/12/31
600213,600728,2,2013/12/31
600247,600728,2,2013/12/31
300077,627,2,2013/12/31
300141,2207,2,2013/12/31
600061,600881,2,2013/12/31
600987,692,2,2013/12/31
300310,608,2,2013/12/31
200992,725,2,2013/12/31
600462,22,2,2013/12/31
600136,596,2,2013/12/31
2569,600586,2,2013/12/31
2598,600586,2,2013/12/31
300002,600860,2,2013/12/31
300216,600860,2,2013/12/31
300159,923,2,2013/12/31
300299,923,2,2013/12/31
600173,600580,2,2013/12/31
600238,2103,2,2013/12/31
2501,425,2,2013/12/31
900951,538,2,2013/12/31
300246,2,2,2013/12/31
975,600012,2,2013/12/31
603,600596,2,2013/12/31
2406,600596,2,2013/12/31
300288,600596,2,2013/12/31
600218,600596,2,2013/12/31
667,600188,2,2013/12/31
600393,2033,2,2013/12/31
524,900950,2,2013/12/31
2401,900950,2,2013/12/31
687,600552,2,2013/12/31
2384,600552,2,2013/12/31
300302,600228,2,2013/12/31
2681,600652,2,2013/12/31
600386,600285,2,2013/12/31
753,600146,2,2013/12/31
2378,601,2,2013/12/31
300244,200041,2,2013/12/31
600100,2049,2,2013/12/31
600681,799,2,2013/12/31
601777,799,2,2013/12/31
300197,600868,2,2013/12/31
514,928,2,2013/12/31
732,928,2,2013/12/31
2435,928,2,2013/12/31
300360,928,2,2013/12/31
2446,600258,2,2013/12/31
2646,600258,2,2013/12/31
2702,600258,2,2013/12/31
2342,791,2,2013/12/31
600469,2037,2,2013/12/31
2692,600663,2,2013/12/31
600711,600804,2,2013/12/31
600083,712,2,2013/12/31
835,502,2,2013/12/31
600148,502,2,2013/12/31
2372,2003,2,2013/12/31
600088,600811,2,2013/12/31
2128,600401,2,2013/12/31
2248,600401,2,2013/12/31
600877,600401,2,2013/12/31
600735,600358,2,2013/12/31
600817,830,2,2013/12/31
300010,600843,2,2013/12/31
300038,600843,2,2013/12/31
600820,600843,2,2013/12/31
603123,600843,2,2013/12/31
2160,600561,2,2013/12/31
600850,58,2,2013/12/31
601008,58,2,2013/12/31
995,600322,2,2013/12/31
2380,600322,2,2013/12/31
14,606,2,2013/12/31
601268,606,2,2013/12/31
2465,2152,2,2013/12/31
2130,600861,2,2013/12/31
2130,2125,2,2013/12/31
600302,2029,2,2013/12/31
825,2176,2,2013/12/31
2678,2176,2,2013/12/31
20,421,2,2013/12/31
627,421,2,2013/12/31
600629,2101,2,2013/12/31
540,600221,2,2013/12/31
600791,600221,2,2013/12/31
830,600630,2,2013/12/31
503,600770,2,2013/12/31
600064,600770,2,2013/12/31
600694,600770,2,2013/12/31
600824,600770,2,2013/12/31
12,22,3,2013/12/31
12,488,3,2013/12/31
12,539,3,2013/12/31
12,541,3,2013/12/31
12,761,3,2013/12/31
12,869,3,2013/12/31
22,12,3,2013/12/31
22,488,3,2013/12/31
22,539,3,2013/12/31
22,541,3,2013/12/31
22,761,3,2013/12/31
22,869,3,2013/12/31
488,12,3,2013/12/31
488,22,3,2013/12/31
488,539,3,2013/12/31
488,541,3,2013/12/31
488,761,3,2013/12/31
488,869,3,2013/12/31
539,12,3,2013/12/31
539,22,3,2013/12/31
539,488,3,2013/12/31
539,541,3,2013/12/31
539,761,3,2013/12/31
539,869,3,2013/12/31
541,12,3,2013/12/31
541,22,3,2013/12/31
541,488,3,2013/12/31
541,539,3,2013/12/31
541,761,3,2013/12/31
541,869,3,2013/12/31
761,12,3,2013/12/31
761,22,3,2013/12/31
761,488,3,2013/12/31
761,539,3,2013/12/31
761,541,3,2013/12/31
761,869,3,2013/12/31
869,12,3,2013/12/31
869,22,3,2013/12/31
869,488,3,2013/12/31
869,539,3,2013/12/31
869,541,3,2013/12/31
869,761,3,2013/12/31
581,869,3,2013/12/31
869,581,3,2013/12/31
488,538,3,2013/12/31
488,726,3,2013/12/31
488,916,3,2013/12/31
488,2456,3,2013/12/31
488,600161,3,2013/12/31
488,600218,3,2013/12/31
488,600486,3,2013/12/31
488,600547,3,2013/12/31
488,600550,3,2013/12/31
488,600598,3,2013/12/31
488,600651,3,2013/12/31
538,488,3,2013/12/31
538,726,3,2013/12/31
538,916,3,2013/12/31
538,2456,3,2013/12/31
538,600161,3,2013/12/31
538,600218,3,2013/12/31
538,600486,3,2013/12/31
538,600547,3,2013/12/31
538,600550,3,2013/12/31
538,600598,3,2013/12/31
538,600651,3,2013/12/31
726,488,3,2013/12/31
726,538,3,2013/12/31
726,916,3,2013/12/31
726,2456,3,2013/12/31
726,600161,3,2013/12/31
726,600218,3,2013/12/31
726,600486,3,2013/12/31
726,600547,3,2013/12/31
726,600550,3,2013/12/31
726,600598,3,2013/12/31
726,600651,3,2013/12/31
916,488,3,2013/12/31
916,538,3,2013/12/31
916,726,3,2013/12/31
916,2456,3,2013/12/31
916,600161,3,2013/12/31
916,600218,3,2013/12/31
916,600486,3,2013/12/31
916,600547,3,2013/12/31
916,600550,3,2013/12/31
916,600598,3,2013/12/31
916,600651,3,2013/12/31
2456,488,3,2013/12/31
2456,538,3,2013/12/31
2456,726,3,2013/12/31
2456,916,3,2013/12/31
2456,600161,3,2013/12/31
2456,600218,3,2013/12/31
2456,600486,3,2013/12/31
2456,600547,3,2013/12/31
2456,600550,3,2013/12/31
2456,600598,3,2013/12/31
2456,600651,3,2013/12/31
600161,488,3,2013/12/31
600161,538,3,2013/12/31
600161,726,3,2013/12/31
600161,916,3,2013/12/31
600161,2456,3,2013/12/31
600161,600218,3,2013/12/31
600161,600486,3,2013/12/31
600161,600547,3,2013/12/31
600161,600550,3,2013/12/31
600161,600598,3,2013/12/31
600161,600651,3,2013/12/31
600218,488,3,2013/12/31
600218,538,3,2013/12/31
600218,726,3,2013/12/31
600218,916,3,2013/12/31
600218,2456,3,2013/12/31
600218,600161,3,2013/12/31
600218,600486,3,2013/12/31
600218,600547,3,2013/12/31
600218,600550,3,2013/12/31
600218,600598,3,2013/12/31
600218,600651,3,2013/12/31
600486,488,3,2013/12/31
600486,538,3,2013/12/31
600486,726,3,2013/12/31
600486,916,3,2013/12/31
600486,2456,3,2013/12/31
600486,600161,3,2013/12/31
600486,600218,3,2013/12/31
600486,600547,3,2013/12/31
600486,600550,3,2013/12/31
600486,600598,3,2013/12/31
600486,600651,3,2013/12/31
600547,488,3,2013/12/31
600547,538,3,2013/12/31
600547,726,3,2013/12/31
600547,916,3,2013/12/31
600547,2456,3,2013/12/31
600547,600161,3,2013/12/31
600547,600218,3,2013/12/31
600547,600486,3,2013/12/31
600547,600550,3,2013/12/31
600547,600598,3,2013/12/31
600547,600651,3,2013/12/31
600550,488,3,2013/12/31
600550,538,3,2013/12/31
600550,726,3,2013/12/31
600550,916,3,2013/12/31
600550,2456,3,2013/12/31
600550,600161,3,2013/12/31
600550,600218,3,2013/12/31
600550,600486,3,2013/12/31
600550,600547,3,2013/12/31
600550,600598,3,2013/12/31
600550,600651,3,2013/12/31
600598,488,3,2013/12/31
600598,538,3,2013/12/31
600598,726,3,2013/12/31
600598,916,3,2013/12/31
600598,2456,3,2013/12/31
600598,600161,3,2013/12/31
600598,600218,3,2013/12/31
600598,600486,3,2013/12/31
600598,600547,3,2013/12/31
600598,600550,3,2013/12/31
600598,600651,3,2013/12/31
600651,488,3,2013/12/31
600651,538,3,2013/12/31
600651,726,3,2013/12/31
600651,916,3,2013/12/31
600651,2456,3,2013/12/31
600651,600161,3,2013/12/31
600651,600218,3,2013/12/31
600651,600486,3,2013/12/31
600651,600547,3,2013/12/31
600651,600550,3,2013/12/31
600651,600598,3,2013/12/31
600517,601933,3,2013/12/31
601933,600517,3,2013/12/31
570,600689,3,2013/12/31
570,600845,3,2013/12/31
600689,570,3,2013/12/31
600689,600845,3,2013/12/31
600845,570,3,2013/12/31
600845,600689,3,2013/12/31
200771,600320,3,2013/12/31
200771,600841,3,2013/12/31
600320,200771,3,2013/12/31
600320,600841,3,2013/12/31
600841,200771,3,2013/12/31
600841,600320,3,2013/12/31
56,418,3,2013/12/31
56,530,3,2013/12/31
56,200706,3,2013/12/31
56,600639,3,2013/12/31
56,600841,3,2013/12/31
56,600844,3,2013/12/31
56,600845,3,2013/12/31
56,900929,3,2013/12/31
418,56,3,2013/12/31
418,530,3,2013/12/31
418,200706,3,2013/12/31
418,600639,3,2013/12/31
418,600841,3,2013/12/31
418,600844,3,2013/12/31
418,600845,3,2013/12/31
418,900929,3,2013/12/31
530,56,3,2013/12/31
530,418,3,2013/12/31
530,200706,3,2013/12/31
530,600639,3,2013/12/31
530,600841,3,2013/12/31
530,600844,3,2013/12/31
530,600845,3,2013/12/31
530,900929,3,2013/12/31
200706,56,3,2013/12/31
200706,418,3,2013/12/31
200706,530,3,2013/12/31
200706,600639,3,2013/12/31
200706,600841,3,2013/12/31
200706,600844,3,2013/12/31
200706,600845,3,2013/12/31
200706,900929,3,2013/12/31
600639,56,3,2013/12/31
600639,418,3,2013/12/31
600639,530,3,2013/12/31
600639,200706,3,2013/12/31
600639,600841,3,2013/12/31
600639,600844,3,2013/12/31
600639,600845,3,2013/12/31
600639,900929,3,2013/12/31
600841,56,3,2013/12/31
600841,418,3,2013/12/31
600841,530,3,2013/12/31
600841,200706,3,2013/12/31
600841,600639,3,2013/12/31
600841,600844,3,2013/12/31
600841,600845,3,2013/12/31
600841,900929,3,2013/12/31
600844,56,3,2013/12/31
600844,418,3,2013/12/31
600844,530,3,2013/12/31
600844,200706,3,2013/12/31
600844,600639,3,2013/12/31
600844,600841,3,2013/12/31
600844,600845,3,2013/12/31
600844,900929,3,2013/12/31
600845,56,3,2013/12/31
600845,418,3,2013/12/31
600845,530,3,2013/12/31
600845,200706,3,2013/12/31
600845,600639,3,2013/12/31
600845,600841,3,2013/12/31
600845,600844,3,2013/12/31
600845,900929,3,2013/12/31
900929,56,3,2013/12/31
900929,418,3,2013/12/31
900929,530,3,2013/12/31
900929,200706,3,2013/12/31
900929,600639,3,2013/12/31
900929,600841,3,2013/12/31
900929,600844,3,2013/12/31
900929,600845,3,2013/12/31
539,200053,3,2013/12/31
200053,539,3,2013/12/31
66,651,3,2013/12/31
66,2186,3,2013/12/31
66,2279,3,2013/12/31
66,600059,3,2013/12/31
66,600305,3,2013/12/31
66,600779,3,2013/12/31
66,601888,3,2013/12/31
651,66,3,2013/12/31
651,2186,3,2013/12/31
651,2279,3,2013/12/31
651,600059,3,2013/12/31
651,600305,3,2013/12/31
651,600779,3,2013/12/31
651,601888,3,2013/12/31
2186,66,3,2013/12/31
2186,651,3,2013/12/31
2186,2279,3,2013/12/31
2186,600059,3,2013/12/31
2186,600305,3,2013/12/31
2186,600779,3,2013/12/31
2186,601888,3,2013/12/31
2279,66,3,2013/12/31
2279,651,3,2013/12/31
2279,2186,3,2013/12/31
2279,600059,3,2013/12/31
2279,600305,3,2013/12/31
2279,600779,3,2013/12/31
2279,601888,3,2013/12/31
600059,66,3,2013/12/31
600059,651,3,2013/12/31
600059,2186,3,2013/12/31
600059,2279,3,2013/12/31
600059,600305,3,2013/12/31
600059,600779,3,2013/12/31
600059,601888,3,2013/12/31
600305,66,3,2013/12/31
600305,651,3,2013/12/31
600305,2186,3,2013/12/31
600305,2279,3,2013/12/31
600305,600059,3,2013/12/31
600305,600779,3,2013/12/31
600305,601888,3,2013/12/31
600779,66,3,2013/12/31
600779,651,3,2013/12/31
600779,2186,3,2013/12/31
600779,2279,3,2013/12/31
600779,600059,3,2013/12/31
600779,600305,3,2013/12/31
600779,601888,3,2013/12/31
601888,66,3,2013/12/31
601888,651,3,2013/12/31
601888,2186,3,2013/12/31
601888,2279,3,2013/12/31
601888,600059,3,2013/12/31
601888,600305,3,2013/12/31
601888,600779,3,2013/12/31
600618,900956,3,2013/12/31
900956,600618,3,2013/12/31
600623,600650,3,2013/12/31
600650,600623,3,2013/12/31
789,898,3,2013/12/31
789,2677,3,2013/12/31
789,300012,3,2013/12/31
789,600104,3,2013/12/31
789,600585,3,2013/12/31
789,601186,3,2013/12/31
898,789,3,2013/12/31
898,2677,3,2013/12/31
898,300012,3,2013/12/31
898,600104,3,2013/12/31
898,600585,3,2013/12/31
898,601186,3,2013/12/31
2677,789,3,2013/12/31
2677,898,3,2013/12/31
2677,300012,3,2013/12/31
2677,600104,3,2013/12/31
2677,600585,3,2013/12/31
2677,601186,3,2013/12/31
300012,789,3,2013/12/31
300012,898,3,2013/12/31
300012,2677,3,2013/12/31
300012,600104,3,2013/12/31
300012,600585,3,2013/12/31
300012,601186,3,2013/12/31
600104,789,3,2013/12/31
600104,898,3,2013/12/31
600104,2677,3,2013/12/31
600104,300012,3,2013/12/31
600104,600585,3,2013/12/31
600104,601186,3,2013/12/31
600585,789,3,2013/12/31
600585,898,3,2013/12/31
600585,2677,3,2013/12/31
600585,300012,3,2013/12/31
600585,600104,3,2013/12/31
600585,601186,3,2013/12/31
601186,789,3,2013/12/31
601186,898,3,2013/12/31
601186,2677,3,2013/12/31
601186,300012,3,2013/12/31
601186,600104,3,2013/12/31
601186,600585,3,2013/12/31
16,418,3,2013/12/31
16,513,3,2013/12/31
16,869,3,2013/12/31
16,200706,3,2013/12/31
16,600054,3,2013/12/31
16,600801,3,2013/12/31
418,16,3,2013/12/31
418,513,3,2013/12/31
418,869,3,2013/12/31
418,200706,3,2013/12/31
418,600054,3,2013/12/31
418,600801,3,2013/12/31
513,16,3,2013/12/31
513,418,3,2013/12/31
513,869,3,2013/12/31
513,200706,3,2013/12/31
513,600054,3,2013/12/31
513,600801,3,2013/12/31
869,16,3,2013/12/31
869,418,3,2013/12/31
869,513,3,2013/12/31
869,200706,3,2013/12/31
869,600054,3,2013/12/31
869,600801,3,2013/12/31
200706,16,3,2013/12/31
200706,418,3,2013/12/31
200706,513,3,2013/12/31
200706,869,3,2013/12/31
200706,600054,3,2013/12/31
200706,600801,3,2013/12/31
600054,16,3,2013/12/31
600054,418,3,2013/12/31
600054,513,3,2013/12/31
600054,869,3,2013/12/31
600054,200706,3,2013/12/31
600054,600801,3,2013/12/31
600801,16,3,2013/12/31
600801,418,3,2013/12/31
600801,513,3,2013/12/31
600801,869,3,2013/12/31
600801,200706,3,2013/12/31
600801,600054,3,2013/12/31
761,869,3,2013/12/31
761,200771,3,2013/12/31
761,600320,3,2013/12/31
761,600639,3,2013/12/31
761,900948,3,2013/12/31
869,761,3,2013/12/31
869,200771,3,2013/12/31
869,600320,3,2013/12/31
869,600639,3,2013/12/31
869,900948,3,2013/12/31
200771,761,3,2013/12/31
200771,869,3,2013/12/31
200771,600320,3,2013/12/31
200771,600639,3,2013/12/31
200771,900948,3,2013/12/31
600320,761,3,2013/12/31
600320,869,3,2013/12/31
600320,200771,3,2013/12/31
600320,600639,3,2013/12/31
600320,900948,3,2013/12/31
600639,761,3,2013/12/31
600639,869,3,2013/12/31
600639,200771,3,2013/12/31
600639,600320,3,2013/12/31
600639,900948,3,2013/12/31
900948,761,3,2013/12/31
900948,869,3,2013/12/31
900948,200771,3,2013/12/31
900948,600320,3,2013/12/31
900948,600639,3,2013/12/31
24,539,3,2013/12/31
24,596,3,2013/12/31
539,24,3,2013/12/31
539,596,3,2013/12/31
596,24,3,2013/12/31
596,539,3,2013/12/31
596,600612,3,2013/12/31
596,600835,3,2013/12/31
600612,596,3,2013/12/31
600612,600835,3,2013/12/31
600835,596,3,2013/12/31
600835,600612,3,2013/12/31
761,869,3,2013/12/31
761,200771,3,2013/12/31
869,761,3,2013/12/31
869,200771,3,2013/12/31
200771,761,3,2013/12/31
200771,869,3,2013/12/31
29,418,3,2013/12/31
29,521,3,2013/12/31
29,539,3,2013/12/31
29,596,3,2013/12/31
29,200053,3,2013/12/31
29,200152,3,2013/12/31
29,200160,3,2013/12/31
29,200468,3,2013/12/31
29,200986,3,2013/12/31
29,200992,3,2013/12/31
29,600054,3,2013/12/31
29,600604,3,2013/12/31
29,600612,3,2013/12/31
29,600619,3,2013/12/31
29,600639,3,2013/12/31
29,600648,3,2013/12/31
29,600679,3,2013/12/31
29,600695,3,2013/12/31
29,600843,3,2013/12/31
29,600844,3,2013/12/31
29,600845,3,2013/12/31
29,600848,3,2013/12/31
29,900948,3,2013/12/31
29,900950,3,2013/12/31
418,29,3,2013/12/31
418,521,3,2013/12/31
418,539,3,2013/12/31
418,596,3,2013/12/31
418,200053,3,2013/12/31
418,200152,3,2013/12/31
418,200160,3,2013/12/31
418,200468,3,2013/12/31
418,200986,3,2013/12/31
418,200992,3,2013/12/31
418,600054,3,2013/12/31
418,600604,3,2013/12/31
418,600612,3,2013/12/31
418,600619,3,2013/12/31
418,600639,3,2013/12/31
418,600648,3,2013/12/31
418,600679,3,2013/12/31
418,600695,3,2013/12/31
418,600843,3,2013/12/31
418,600844,3,2013/12/31
418,600845,3,2013/12/31
418,600848,3,2013/12/31
418,900948,3,2013/12/31
418,900950,3,2013/12/31
521,29,3,2013/12/31
521,418,3,2013/12/31
521,539,3,2013/12/31
521,596,3,2013/12/31
521,200053,3,2013/12/31
521,200152,3,2013/12/31
521,200160,3,2013/12/31
521,200468,3,2013/12/31
521,200986,3,2013/12/31
521,200992,3,2013/12/31
521,600054,3,2013/12/31
521,600604,3,2013/12/31
521,600612,3,2013/12/31
521,600619,3,2013/12/31
521,600639,3,2013/12/31
521,600648,3,2013/12/31
521,600679,3,2013/12/31
521,600695,3,2013/12/31
521,600843,3,2013/12/31
521,600844,3,2013/12/31
521,600845,3,2013/12/31
521,600848,3,2013/12/31
521,900948,3,2013/12/31
521,900950,3,2013/12/31
539,29,3,2013/12/31
539,418,3,2013/12/31
539,521,3,2013/12/31
539,596,3,2013/12/31
539,200053,3,2013/12/31
539,200152,3,2013/12/31
539,200160,3,2013/12/31
539,200468,3,2013/12/31
539,200986,3,2013/12/31
539,200992,3,2013/12/31
539,600054,3,2013/12/31
539,600604,3,2013/12/31
539,600612,3,2013/12/31
539,600619,3,2013/12/31
539,600639,3,2013/12/31
539,600648,3,2013/12/31
539,600679,3,2013/12/31
539,600695,3,2013/12/31
539,600843,3,2013/12/31
539,600844,3,2013/12/31
539,600845,3,2013/12/31
539,600848,3,2013/12/31
539,900948,3,2013/12/31
539,900950,3,2013/12/31
596,29,3,2013/12/31
596,418,3,2013/12/31
596,521,3,2013/12/31
596,539,3,2013/12/31
596,200053,3,2013/12/31
596,200152,3,2013/12/31
596,200160,3,2013/12/31
596,200468,3,2013/12/31
596,200986,3,2013/12/31
596,200992,3,2013/12/31
596,600054,3,2013/12/31
596,600604,3,2013/12/31
596,600612,3,2013/12/31
596,600619,3,2013/12/31
596,600639,3,2013/12/31
596,600648,3,2013/12/31
596,600679,3,2013/12/31
596,600695,3,2013/12/31
596,600843,3,2013/12/31
596,600844,3,2013/12/31
596,600845,3,2013/12/31
596,600848,3,2013/12/31
596,900948,3,2013/12/31
596,900950,3,2013/12/31
200053,29,3,2013/12/31
200053,418,3,2013/12/31
200053,521,3,2013/12/31
200053,539,3,2013/12/31
200053,596,3,2013/12/31
200053,200152,3,2013/12/31
200053,200160,3,2013/12/31
200053,200468,3,2013/12/31
200053,200986,3,2013/12/31
200053,200992,3,2013/12/31
200053,600054,3,2013/12/31
200053,600604,3,2013/12/31
200053,600612,3,2013/12/31
200053,600619,3,2013/12/31
200053,600639,3,2013/12/31
200053,600648,3,2013/12/31
200053,600679,3,2013/12/31
200053,600695,3,2013/12/31
200053,600843,3,2013/12/31
200053,600844,3,2013/12/31
200053,600845,3,2013/12/31
200053,600848,3,2013/12/31
200053,900948,3,2013/12/31
200053,900950,3,2013/12/31
200152,29,3,2013/12/31
200152,418,3,2013/12/31
200152,521,3,2013/12/31
200152,539,3,2013/12/31
200152,596,3,2013/12/31
200152,200053,3,2013/12/31
200152,200160,3,2013/12/31
200152,200468,3,2013/12/31
200152,200986,3,2013/12/31
200152,200992,3,2013/12/31
200152,600054,3,2013/12/31
200152,600604,3,2013/12/31
200152,600612,3,2013/12/31
200152,600619,3,2013/12/31
200152,600639,3,2013/12/31
200152,600648,3,2013/12/31
200152,600679,3,2013/12/31
200152,600695,3,2013/12/31
200152,600843,3,2013/12/31
200152,600844,3,2013/12/31
200152,600845,3,2013/12/31
200152,600848,3,2013/12/31
200152,900948,3,2013/12/31
200152,900950,3,2013/12/31
200160,29,3,2013/12/31
200160,418,3,2013/12/31
200160,521,3,2013/12/31
200160,539,3,2013/12/31
200160,596,3,2013/12/31
200160,200053,3,2013/12/31
200160,200152,3,2013/12/31
200160,200468,3,2013/12/31
200160,200986,3,2013/12/31
200160,200992,3,2013/12/31
200160,600054,3,2013/12/31
200160,600604,3,2013/12/31
200160,600612,3,2013/12/31
200160,600619,3,2013/12/31
200160,600639,3,2013/12/31
200160,600648,3,2013/12/31
200160,600679,3,2013/12/31
200160,600695,3,2013/12/31
200160,600843,3,2013/12/31
200160,600844,3,2013/12/31
200160,600845,3,2013/12/31
200160,600848,3,2013/12/31
200160,900948,3,2013/12/31
200160,900950,3,2013/12/31
200468,29,3,2013/12/31
200468,418,3,2013/12/31
200468,521,3,2013/12/31
200468,539,3,2013/12/31
200468,596,3,2013/12/31
200468,200053,3,2013/12/31
200468,200152,3,2013/12/31
200468,200160,3,2013/12/31
200468,200986,3,2013/12/31
200468,200992,3,2013/12/31
200468,600054,3,2013/12/31
200468,600604,3,2013/12/31
200468,600612,3,2013/12/31
200468,600619,3,2013/12/31
200468,600639,3,2013/12/31
200468,600648,3,2013/12/31
200468,600679,3,2013/12/31
200468,600695,3,2013/12/31
200468,600843,3,2013/12/31
200468,600844,3,2013/12/31
200468,600845,3,2013/12/31
200468,600848,3,2013/12/31
200468,900948,3,2013/12/31
200468,900950,3,2013/12/31
200986,29,3,2013/12/31
200986,418,3,2013/12/31
200986,521,3,2013/12/31
200986,539,3,2013/12/31
200986,596,3,2013/12/31
200986,200053,3,2013/12/31
200986,200152,3,2013/12/31
200986,200160,3,2013/12/31
200986,200468,3,2013/12/31
200986,200992,3,2013/12/31
200986,600054,3,2013/12/31
200986,600604,3,2013/12/31
200986,600612,3,2013/12/31
200986,600619,3,2013/12/31
200986,600639,3,2013/12/31
200986,600648,3,2013/12/31
200986,600679,3,2013/12/31
200986,600695,3,2013/12/31
200986,600843,3,2013/12/31
200986,600844,3,2013/12/31
200986,600845,3,2013/12/31
200986,600848,3,2013/12/31
200986,900948,3,2013/12/31
200986,900950,3,2013/12/31
200992,29,3,2013/12/31
200992,418,3,2013/12/31
200992,521,3,2013/12/31
200992,539,3,2013/12/31
200992,596,3,2013/12/31
200992,200053,3,2013/12/31
200992,200152,3,2013/12/31
200992,200160,3,2013/12/31
200992,200468,3,2013/12/31
200992,200986,3,2013/12/31
200992,600054,3,2013/12/31
200992,600604,3,2013/12/31
200992,600612,3,2013/12/31
200992,600619,3,2013/12/31
200992,600639,3,2013/12/31
200992,600648,3,2013/12/31
200992,600679,3,2013/12/31
200992,600695,3,2013/12/31
200992,600843,3,2013/12/31
200992,600844,3,2013/12/31
200992,600845,3,2013/12/31
200992,600848,3,2013/12/31
200992,900948,3,2013/12/31
200992,900950,3,2013/12/31
600054,29,3,2013/12/31
600054,418,3,2013/12/31
600054,521,3,2013/12/31
600054,539,3,2013/12/31
600054,596,3,2013/12/31
600054,200053,3,2013/12/31
600054,200152,3,2013/12/31
600054,200160,3,2013/12/31
